Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.835s)
CreateVariables () DONE !!!
Creating 15 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14
2.00	3.44	0.00	0.00	0.00	0.68	0.00	2.67	0.00	0.00	0.83	0.53	0.06	0.00	0.21	0.04
3.00	3.45	2.87	1.67	0.00	1.17	0.00	0.80	0.00	0.00	0.47	0.03	0.00	2.17	0.00	0.00
4.00	3.45	3.30	0.00	0.72	0.00	0.00	0.29	0.58	0.00	0.00	2.73	0.44	1.81	1.53	0.07
5.00	3.45	3.30	0.00	0.06	0.06	0.00	0.00	0.00	0.00	3.11	2.15	0.70	1.70	1.28	0.21
6.00	3.45	0.97	0.04	0.70	0.12	0.00	0.62	0.00	0.00	2.26	0.19	0.58	1.39	0.00	0.00
7.00	3.44	0.13	0.00	0.00	0.15	0.00	0.56	1.27	0.00	2.25	1.37	0.60	0.02	0.98	0.18
8.00	3.45	0.50	2.55	2.62	1.85	0.00	0.62	0.17	0.00	2.25	0.12	0.00	0.04	0.00	2.12
9.00	3.45	2.59	0.00	1.02	1.04	0.00	1.52	0.14	0.00	2.02	1.03	0.39	0.01	0.00	1.64
10.00	3.45	3.30	0.00	0.00	2.58	0.00	0.60	0.00	0.00	0.00	0.46	0.00	0.00	0.00	1.64
11.00	3.45	3.30	0.00	0.77	1.64	0.00	0.42	0.00	0.50	0.31	0.00	0.00	0.00	0.00	1.64
12.00	3.45	3.30	0.00	0.00	0.01	0.00	0.00	0.00	0.00	1.16	0.06	0.70	0.55	0.00	0.93
13.00	3.44	3.30	0.00	0.60	2.07	0.04	3.78	0.53	0.48	0.00	0.00	0.00	0.16	0.00	0.33
14.00	3.45	3.30	0.00	0.00	0.41	0.00	2.84	0.00	0.88	0.34	0.00	0.00	0.24	0.00	0.00
15.00	3.45	3.30	0.00	0.00	0.39	0.00	1.39	0.00	0.00	1.84	2.36	0.00	2.45	0.48	0.82
16.00	3.45	3.29	0.12	0.00	0.00	0.00	1.22	0.00	0.00	1.12	2.25	0.93	1.80	0.53	0.15
17.00	3.45	0.96	0.12	0.19	0.60	0.01	1.25	0.00	0.00	0.15	2.25	2.29	0.12	0.05	0.63
18.00	3.45	0.00	0.60	2.20	1.31	0.00	0.93	0.00	0.00	0.21	0.86	0.64	0.20	0.04	0.09
19.00	3.44	0.00	1.67	3.15	1.76	0.00	0.78	0.00	0.00	0.29	0.00	0.00	0.39	0.00	0.49
20.00	3.45	1.79	0.04	0.77	2.82	0.57	1.33	0.00	0.00	0.53	0.00	0.00	0.00	0.00	0.00
21.00	3.45	0.08	2.34	0.00	0.07	0.09	0.25	0.00	0.75	0.51	0.00	0.00	2.64	0.00	2.48
22.00	3.45	0.00	0.39	0.30	0.00	0.00	0.36	0.00	0.06	2.98	0.00	0.00	1.81	0.00	1.65
23.00	3.45	0.30	0.00	0.07	0.60	0.00	0.24	0.00	0.03	1.99	0.00	0.00	1.80	0.00	1.30
24.00	3.44	1.63	0.00	0.15	2.26	0.02	0.00	0.02	0.36	1.41	0.00	0.00	1.80	0.00	0.67
25.00	3.45	0.17	0.00	0.00	0.00	0.01	3.86	0.20	0.00	0.69	0.00	0.00	1.81	1.20	0.25
26.00	3.45	0.00	0.00	0.00	0.00	0.47	2.62	0.63	0.00	2.79	0.00	0.00	1.80	0.08	1.07
27.00	3.45	0.00	0.00	3.74	0.19	0.00	0.00	0.00	0.00	1.70	0.00	0.00	0.60	0.00	1.66
28.00	3.45	0.00	0.00	1.34	0.00	0.27	0.54	0.84	0.00	2.80	0.00	0.00	0.00	0.00	1.04
29.00	3.45	0.00	0.00	0.15	0.84	1.53	2.89	0.00	0.00	2.25	0.00	0.00	0.20	0.00	0.00
30.00	3.44	0.00	0.92	0.21	0.00	0.18	0.88	1.50	0.00	2.25	0.00	0.00	0.06	0.00	0.85
