Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.767s)
CreateVariables () DONE !!!
Creating 25 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24
2.00	0.75	3.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.17	3.15	0.00	0.00	0.00	0.96	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00
4.00	0.23	3.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	2.38	3.15	1.89	0.01	0.06	1.71	0.00	0.53	0.00	0.00	0.00	0.00	1.02	0.04	0.03	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06
6.00	3.15	3.15	0.86	0.00	0.93	0.56	0.00	0.00	0.81	0.00	0.00	0.00	0.00	0.00	1.79	0.00	0.00	0.00	0.53	0.35	0.00	0.41	0.00	0.00	1.89
7.00	3.15	3.15	0.00	0.00	0.00	1.96	0.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.27
8.00	3.15	3.15	0.00	0.00	0.00	2.85	0.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.20
9.00	3.15	3.15	0.00	0.00	0.00	2.85	0.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.95	0.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.19
10.00	3.15	3.15	0.00	0.00	0.00	2.85	2.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.95	0.04	0.00	0.00	0.46	0.00	0.01	0.00	0.32	0.00	1.20
11.00	3.15	3.15	0.00	0.00	0.00	2.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.96	0.00	0.00	0.00	0.00	0.00	0.66	0.00	0.00	0.00	1.19
12.00	3.15	3.15	0.00	0.00	0.00	0.83	0.29	0.51	0.00	0.00	0.00	0.00	0.39	0.00	0.67	2.79	0.00	0.00	0.72	0.00	0.31	0.00	0.15	0.00	1.20
13.00	3.15	3.15	1.82	0.00	0.00	0.67	0.99	1.09	0.00	0.00	0.00	0.00	0.34	0.00	1.96	1.95	0.00	0.00	0.07	0.16	0.32	0.00	0.70	0.00	1.20
14.00	3.15	3.15	0.00	0.00	0.20	0.00	0.13	0.00	0.48	0.00	0.00	0.00	0.00	0.00	0.71	1.96	0.00	0.00	1.78	0.69	0.00	0.00	0.60	0.00	1.19
