Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.748s)
CreateVariables () DONE !!!
Creating 15 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14
2.00	3.89	3.74	0.04	0.00	0.00	0.00	0.04	0.00	0.00	0.23	0.00	0.04	0.74	0.00	1.26
3.00	3.90	3.75	1.50	0.00	0.50	0.00	0.00	0.00	0.04	0.47	0.00	0.00	2.31	0.00	0.30
4.00	3.90	3.75	0.90	0.00	0.00	0.86	4.13	0.00	0.00	2.36	0.04	0.13	0.55	2.51	1.06
5.00	3.89	3.74	1.36	0.00	1.17	0.00	3.15	1.56	0.00	2.31	0.00	0.00	0.60	0.67	0.24
6.00	3.90	3.75	0.00	1.19	0.10	0.73	2.78	0.08	0.79	2.33	0.00	0.00	1.04	0.28	0.00
7.00	3.90	3.75	0.23	0.96	0.00	1.47	0.00	0.20	0.00	3.07	0.00	0.90	0.18	0.00	2.68
8.00	3.89	3.75	0.00	0.66	0.69	3.15	1.83	1.24	0.11	2.70	0.00	0.04	0.29	0.18	1.80
9.00	3.90	3.74	0.30	0.00	0.09	2.51	0.35	0.30	2.34	2.70	0.00	1.44	0.04	0.00	1.80
10.00	3.90	3.75	0.00	0.26	0.54	3.06	1.79	0.00	2.85	0.96	0.00	0.71	0.08	0.00	0.67
11.00	3.89	3.75	1.48	0.00	0.00	2.13	0.98	1.15	2.85	1.17	0.00	0.00	0.00	0.00	0.00
12.00	3.90	3.74	0.00	0.00	3.89	0.42	0.99	0.00	2.83	0.21	0.00	0.00	0.00	0.00	1.17
13.00	3.90	3.75	0.00	0.00	2.28	0.15	0.00	0.00	1.34	0.31	1.76	0.00	0.00	0.00	0.04
14.00	3.89	3.75	1.03	0.00	0.00	0.01	3.86	0.00	0.50	2.03	1.09	0.00	0.00	0.00	0.33
15.00	3.90	3.75	1.01	0.00	0.03	0.11	3.12	0.00	0.70	0.00	0.95	0.00	0.00	0.00	0.00
