Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.834s)
CreateVariables () DONE !!!
Creating 23 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22
2.00	0.16	0.00	3.14	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.03	0.00	0.00
3.00	0.00	0.00	3.15	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.53	0.00	0.00	0.06	0.03	0.01	0.00	0.06	0.00	0.04	0.00	0.03
4.00	0.00	0.00	3.15	1.19	0.00	0.00	0.00	0.00	0.00	2.10	0.00	0.00	1.35	0.00	0.00	0.48	0.00	0.81	0.00	0.00	0.00	0.00	0.00
5.00	3.05	3.52	3.15	0.73	0.00	0.00	1.79	0.00	0.00	0.56	0.00	0.18	1.66	1.89	0.12	0.00	1.43	0.68	0.00	0.00	1.29	0.00	0.00
6.00	3.59	3.30	3.15	0.04	0.17	0.42	1.88	0.00	0.00	0.12	2.99	0.00	1.68	0.00	0.00	0.00	0.25	0.19	0.57	0.00	1.64	0.00	0.00
7.00	3.60	3.30	3.15	0.72	0.00	0.62	1.88	0.00	0.33	0.72	0.80	0.00	0.20	0.53	2.44	0.17	0.42	0.00	0.42	0.75	1.66	0.00	0.00
8.00	3.60	3.30	3.15	0.00	0.28	1.72	0.36	0.00	2.46	2.11	0.06	0.00	0.00	0.00	0.64	0.66	0.00	0.00	0.29	0.00	0.21	1.47	0.00
9.00	3.60	3.29	3.15	0.00	0.30	0.00	1.47	0.00	0.90	0.99	1.05	0.00	1.55	1.25	2.55	0.00	0.84	0.00	0.11	0.00	1.74	0.00	0.00
10.00	3.59	3.30	3.15	0.00	0.00	0.98	2.18	0.00	0.00	0.94	0.00	0.00	1.23	0.06	1.73	1.97	0.06	0.51	0.18	1.41	0.00	1.56	0.00
11.00	3.60	3.30	3.15	0.00	0.00	0.65	0.17	0.26	0.00	0.00	2.82	0.00	2.40	0.65	0.22	0.09	0.06	0.00	0.00	0.25	1.00	0.91	0.00
12.00	3.60	3.30	3.15	0.00	0.00	0.00	0.07	0.01	1.91	1.47	1.61	0.00	1.24	0.00	0.27	1.35	0.54	0.00	1.80	0.00	0.90	0.00	0.00
13.00	3.60	3.30	3.15	0.00	0.00	0.75	0.00	0.97	0.13	1.76	0.04	0.00	0.00	1.05	1.67	2.10	1.27	0.00	0.11	0.03	0.00	0.60	0.00
14.00	3.60	3.30	3.15	0.00	0.00	0.33	0.00	0.00	0.34	1.04	0.00	0.00	0.17	1.92	0.60	1.14	1.95	0.00	0.48	0.00	0.00	0.47	0.00
15.00	3.59	3.30	3.14	0.00	0.00	0.49	1.54	0.00	0.05	0.46	0.16	0.00	1.29	1.88	0.03	0.15	1.62	0.00	0.00	1.59	0.04	1.96	0.00
16.00	3.60	3.30	3.15	0.00	0.69	0.49	0.06	0.00	0.00	0.00	0.00	0.00	0.22	0.00	0.54	0.97	0.40	0.00	0.22	0.13	1.01	0.35	0.00
17.00	3.60	3.29	3.15	0.00	0.10	0.28	2.16	0.00	0.06	2.02	0.00	0.00	0.44	1.56	0.75	0.24	0.00	0.00	0.16	0.08	0.78	0.03	0.00
18.00	3.60	3.30	3.15	0.00	0.01	0.00	2.83	0.00	0.18	1.33	2.59	0.00	0.83	0.11	0.06	1.37	0.93	0.00	0.00	0.00	0.06	0.08	0.00
19.00	3.59	3.30	3.15	0.00	0.01	1.54	2.87	0.00	1.16	2.56	0.01	0.00	0.22	1.01	0.00	1.50	0.00	0.00	0.00	0.00	0.17	0.43	0.00
20.00	3.60	3.30	3.15	0.00	0.00	0.00	0.42	0.87	0.00	0.54	2.57	0.00	0.20	0.04	0.00	0.04	1.21	0.00	0.00	1.90	1.13	0.04	0.00
21.00	3.60	3.30	3.15	0.00	0.00	1.42	0.22	0.06	0.06	0.00	0.22	0.00	0.02	1.58	0.03	0.51	1.36	0.00	0.06	0.18	0.46	1.06	0.00
22.00	3.60	3.30	3.15	0.00	0.00	0.97	0.00	0.00	0.13	0.57	0.15	0.00	0.53	1.71	0.65	1.05	0.00	0.00	0.64	1.00	0.00	1.27	0.00
23.00	3.60	3.30	3.15	0.00	0.00	0.28	0.00	0.00	0.36	0.00	0.15	0.00	0.10	0.21	0.00	1.24	0.42	0.00	1.77	0.52	0.00	1.04	0.00
24.00	3.60	3.30	3.15	0.00	0.00	0.00	0.90	0.03	0.03	0.00	2.25	0.00	2.11	0.00	0.06	0.32	1.73	0.00	0.00	0.09	0.00	0.16	0.00
25.00	3.60	3.30	3.15	0.00	0.00	0.23	1.13	0.72	1.20	0.00	0.58	0.00	0.57	0.70	0.15	0.15	1.19	0.34	0.00	0.00	0.72	0.00	0.00
26.00	3.60	3.29	3.15	0.00	0.28	1.13	1.30	0.00	0.66	1.79	0.57	0.00	0.60	1.46	0.55	1.12	0.00	0.00	0.22	0.00	0.00	1.69	0.00
27.00	3.60	3.30	3.15	0.00	0.88	0.01	0.10	0.00	0.30	2.07	0.00	0.00	0.00	1.23	0.81	0.00	0.00	0.80	1.70	0.00	0.00	0.53	0.00
28.00	3.59	3.30	3.15	0.00	0.00	0.19	2.68	0.00	0.04	2.54	0.61	0.00	0.00	0.33	0.88	0.10	0.17	0.00	0.15	0.00	1.38	0.00	0.00
29.00	3.60	3.30	3.14	0.00	0.00	0.51	0.85	0.00	0.00	2.47	0.07	0.00	0.22	0.00	0.00	1.16	0.00	0.00	0.10	0.00	1.64	1.97	0.00
30.00	3.60	3.30	3.15	0.00	0.00	1.80	0.00	1.24	1.46	0.00	0.00	0.00	0.00	1.48	0.09	0.00	0.00	0.00	1.32	0.00	0.00	0.02	0.00
31.00	3.60	3.30	3.15	0.00	0.46	2.85	2.76	0.00	0.02	0.20	0.21	0.00	0.00	1.67	0.52	0.08	0.00	0.00	0.12	0.00	0.31	1.93	0.00
32.00	3.59	3.30	3.15	0.00	0.00	0.74	0.00	0.00	0.10	0.06	2.61	0.00	1.63	0.64	0.02	0.00	2.28	0.00	0.91	0.12	1.33	0.31	0.00
33.00	3.60	3.30	3.15	0.00	0.00	0.07	1.80	0.69	0.00	0.00	0.31	0.00	1.56	0.02	0.70	0.00	1.95	0.00	0.40	0.69	0.39	0.25	0.00
34.00	3.60	3.29	3.15	0.00	0.11	0.69	0.51	0.16	0.23	1.43	2.30	0.00	0.49	0.04	2.39	0.77	0.51	0.00	1.46	0.00	0.00	0.11	0.00
35.00	3.60	3.30	3.15	0.00	0.00	0.36	0.00	0.15	1.74	0.76	0.18	0.00	0.00	0.13	0.22	2.98	0.04	0.00	0.59	0.00	1.17	0.45	0.00
36.00	3.60	3.30	3.15	0.00	0.00	0.42	0.00	0.08	1.57	0.00	0.12	0.00	0.50	2.28	1.21	2.10	1.75	0.00	0.35	0.00	0.20	1.11	0.00
37.00	3.59	3.30	3.15	0.00	0.00	1.28	0.00	0.00	0.65	0.98	0.00	0.00	0.00	0.28	0.49	0.42	1.27	0.00	0.27	0.00	0.08	1.35	0.00
38.00	3.60	3.30	3.15	0.00	0.00	1.98	0.00	0.34	0.00	0.00	1.17	0.00	1.44	0.71	3.07	0.66	0.44	0.34	0.35	0.00	0.05	0.11	0.00
39.00	3.60	3.30	3.15	0.00	0.00	2.66	0.00	0.00	0.00	0.03	1.02	0.00	2.69	1.53	2.09	0.06	0.14	0.00	1.18	0.12	0.78	0.91	0.00
40.00	3.60	3.30	3.15	0.00	0.00	1.74	0.00	0.00	0.76	0.39	0.00	0.00	0.13	0.00	0.12	0.00	1.84	0.01	0.10	0.00	0.86	0.00	0.00
41.00	3.59	3.30	3.15	0.00	0.94	0.19	0.01	0.00	1.61	0.04	2.87	0.00	0.22	0.00	0.62	0.09	0.53	1.14	0.06	0.00	0.00	1.19	0.00
42.00	3.60	3.29	3.14	0.00	0.00	2.85	0.25	0.00	2.51	0.00	0.00	0.00	0.00	0.00	1.97	2.86	0.33	0.00	0.50	0.00	1.55	0.47	0.00
43.00	3.60	3.30	3.15	0.00	0.00	0.05	1.56	0.33	0.00	0.00	0.36	0.00	0.00	2.72	0.60	0.00	0.00	0.18	0.80	0.01	2.26	0.04	0.00
44.00	3.60	3.30	3.15	0.00	0.00	0.20	0.00	1.09	0.72	0.09	0.93	0.00	0.19	2.25	2.31	0.04	0.12	0.00	0.47	0.00	0.50	0.00	0.00
45.00	3.60	3.30	3.15	0.00	0.00	0.49	1.52	0.00	1.24	0.11	0.00	0.00	0.00	0.28	2.26	1.73	1.88	0.00	0.03	0.00	0.13	0.24	0.00
46.00	3.59	3.30	3.15	0.00	0.00	0.78	0.87	0.00	0.95	1.47	0.57	0.00	0.00	0.00	0.62	0.19	1.73	0.00	0.00	0.09	0.01	0.52	0.00
47.00	3.60	3.30	3.15	0.00	0.00	0.00	0.47	0.45	1.79	0.00	0.09	0.00	2.96	0.00	0.65	1.57	0.10	0.00	0.33	0.44	0.17	0.87	0.00
48.00	3.60	3.30	3.15	0.00	0.19	0.06	0.00	0.67	2.54	0.00	0.00	0.00	2.40	0.77	0.03	2.10	0.00	0.00	0.06	0.09	0.00	0.00	0.00
49.00	3.60	3.30	3.15	0.00	0.00	2.69	2.50	0.11	2.24	0.00	1.04	0.00	2.40	0.18	0.15	2.10	0.05	0.00	0.00	0.03	0.00	1.62	0.00
50.00	3.59	3.29	3.15	0.00	0.13	0.86	0.23	0.29	0.47	0.30	2.32	0.00	0.74	0.17	0.00	2.10	1.50	0.00	0.00	0.00	1.96	0.16	0.00
51.00	3.60	3.30	3.15	0.00	0.34	0.42	0.00	0.00	0.06	0.37	0.06	0.00	0.81	1.30	2.91	2.09	0.00	0.00	0.34	0.00	1.48	0.00	0.00
52.00	3.60	3.30	3.15	0.00	0.12	0.61	0.00	0.22	0.44	0.15	2.48	0.00	0.00	1.31	0.23	0.41	0.29	0.00	0.00	0.00	0.00	0.02	0.00
53.00	3.60	3.30	3.15	0.00	0.00	1.04	0.00	0.16	1.52	0.00	0.00	0.00	0.57	0.99	0.49	0.69	1.73	0.00	2.20	0.00	0.00	0.03	0.00
54.00	3.59	3.30	3.15	0.00	0.38	0.15	0.00	0.00	0.00	0.47	0.96	0.00	0.15	0.70	0.92	0.00	1.10	0.00	0.00	0.00	0.00	0.44	0.00
55.00	3.60	3.30	3.15	0.00	2.01	0.06	0.00	0.23	1.25	0.65	0.00	0.00	1.71	1.09	0.00	0.00	1.96	0.00	0.00	0.00	0.06	0.00	0.00
56.00	3.60	3.30	3.14	0.00	0.18	0.48	0.00	0.00	2.25	1.99	0.00	0.00	0.98	0.00	0.90	0.92	0.79	0.00	0.00	0.00	1.44	0.00	0.00
57.00	3.60	3.30	3.15	0.00	0.76	0.00	2.37	0.49	2.07	1.11	0.98	0.00	1.57	0.71	0.27	0.32	1.40	0.00	0.00	0.00	0.56	0.00	0.00
58.00	3.60	3.29	3.15	0.00	0.77	0.23	0.67	1.66	1.74	0.00	0.00	0.00	2.40	0.77	0.60	0.51	1.96	0.00	0.00	1.95	0.22	0.00	0.00
59.00	3.59	3.30	3.15	0.00	1.75	0.42	0.00	0.00	0.00	0.33	0.48	0.00	0.44	0.42	0.00	0.74	0.31	0.00	0.00	0.00	0.00	1.87	0.00
60.00	3.60	3.30	3.15	0.00	0.19	0.00	0.00	0.00	0.37	2.20	0.66	0.00	0.05	0.77	0.00	0.40	0.54	0.00	0.00	0.33	0.97	1.09	0.00
