Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.860s)
CreateVariables () DONE !!!
Creating 23 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22
2.00	3.59	3.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.08	0.00	0.00	0.00	0.00	0.00
3.00	3.60	3.30	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	2.21	0.00	0.00	0.06	0.12	0.00	0.00	0.00	1.05	0.00
4.00	3.60	3.30	0.49	0.53	0.00	0.00	0.00	0.00	0.00	0.00	0.45	0.00	0.00	0.00	0.00	0.79	0.00	0.24	0.00	0.00	0.00	1.20	0.00
5.00	3.60	3.30	2.75	0.00	0.41	1.19	0.00	1.67	0.00	0.00	0.43	0.06	0.00	0.66	0.00	0.00	0.00	0.00	1.15	0.00	0.92	1.19	0.35
6.00	3.59	3.30	1.27	0.91	0.79	1.16	0.00	0.36	0.00	0.00	0.00	0.00	0.00	0.89	0.00	0.91	0.22	0.00	2.81	0.00	0.00	0.15	0.45
7.00	3.60	3.30	0.76	0.17	0.00	0.99	0.13	0.48	1.65	2.33	2.12	0.00	0.32	0.00	0.00	0.00	0.37	0.12	1.47	0.00	0.00	0.00	0.20
8.00	3.60	3.30	2.88	0.55	0.61	1.04	0.00	0.00	2.42	1.76	0.41	0.00	0.14	0.06	0.00	0.00	0.46	0.00	0.00	0.00	0.00	0.00	0.07
9.00	3.60	3.30	0.30	0.00	3.38	0.87	0.24	2.64	1.81	0.01	0.00	0.00	0.00	2.15	0.00	0.15	0.00	0.14	0.00	0.00	0.00	0.86	0.06
10.00	3.59	3.29	0.35	0.00	3.15	2.78	0.61	0.23	0.30	0.00	0.86	0.00	0.00	0.00	0.00	0.37	0.00	0.33	1.37	0.00	0.00	0.00	0.03
11.00	3.60	3.30	1.61	0.00	1.01	0.00	0.01	0.48	0.00	0.00	0.55	0.00	0.48	3.15	0.00	0.19	0.00	0.00	0.63	0.00	0.00	0.00	0.00
