Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.809s)
CreateVariables () DONE !!!
Creating 13 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12
2.00	0.27	0.24	0.00	0.00	0.00	0.00	2.47	0.00	0.00	0.62	2.10	0.00	0.00
3.00	0.00	0.00	4.46	0.00	0.00	0.00	2.70	0.00	0.00	2.33	0.20	0.00	0.00
4.00	0.00	0.00	3.45	0.00	0.00	0.00	2.70	0.00	0.00	2.25	0.15	0.00	0.00
5.00	3.30	3.05	3.45	0.35	1.46	0.00	2.70	2.85	0.00	0.00	2.05	2.36	0.22
6.00	4.19	3.75	3.45	0.10	0.56	0.00	2.70	2.40	0.04	0.13	2.10	1.34	1.76
7.00	4.20	3.75	3.44	0.31	0.14	0.00	2.70	2.41	0.00	2.81	2.10	1.36	1.36
8.00	4.19	3.75	3.45	0.73	0.46	0.00	0.24	0.17	0.00	2.25	2.10	1.34	1.34
9.00	4.20	3.74	3.45	0.00	0.18	0.04	2.94	0.34	0.86	2.25	2.11	1.31	1.31
10.00	4.20	3.75	3.45	0.09	0.32	0.00	2.70	0.33	1.71	2.26	0.14	0.00	0.00
11.00	4.19	3.75	3.45	0.30	0.00	0.00	2.70	0.00	0.00	2.25	2.99	0.00	0.87
12.00	4.20	3.74	3.45	0.00	0.00	0.00	2.70	0.00	0.00	2.25	2.11	0.00	0.00
13.00	4.19	3.75	3.44	0.00	0.00	0.00	2.70	0.00	0.00	2.25	2.10	0.00	0.00
14.00	4.20	3.75	3.45	0.00	0.21	0.00	2.70	0.00	0.00	2.25	2.10	0.00	0.00
15.00	4.19	3.75	3.45	0.00	0.00	0.00	2.71	0.00	0.00	2.26	2.10	0.00	0.00
16.00	4.20	3.74	3.45	0.00	0.00	0.00	2.70	0.00	0.00	2.25	2.11	0.00	0.00
17.00	4.20	3.75	3.45	0.00	0.00	0.00	2.70	0.00	0.00	2.25	2.10	0.00	0.00
18.00	4.19	3.75	3.45	0.53	0.00	0.00	2.70	0.00	0.00	2.25	2.10	0.00	0.00
19.00	4.20	3.75	3.44	1.08	0.00	0.00	2.70	0.00	0.00	1.71	2.11	0.00	0.00
20.00	4.19	3.75	3.45	0.00	0.00	0.00	2.70	0.00	0.00	0.00	2.10	0.00	0.00
21.00	4.20	3.75	3.45	0.00	0.00	0.00	2.70	0.00	0.00	0.00	2.10	0.00	0.00
22.00	4.19	3.75	3.45	0.00	0.00	0.00	2.70	0.00	0.00	0.96	2.10	0.00	0.00
23.00	4.20	3.74	3.45	2.22	0.00	0.00	2.70	0.00	0.00	0.08	2.11	0.00	0.00
24.00	4.20	3.75	3.44	0.77	0.00	0.05	2.70	0.00	0.00	0.15	2.10	0.00	0.00
25.00	4.19	3.75	3.45	0.00	0.00	0.00	2.70	2.65	0.00	0.65	2.10	0.00	0.00
26.00	4.20	3.75	3.45	0.00	0.00	0.00	2.70	2.40	0.00	0.07	2.11	1.63	0.00
27.00	4.19	3.74	3.45	0.00	0.00	0.00	2.71	2.40	0.00	0.00	2.10	1.35	0.49
28.00	4.20	3.75	3.45	0.00	0.00	0.00	2.70	2.40	0.00	0.51	2.10	1.35	0.00
29.00	4.19	3.75	3.45	0.00	0.15	0.00	2.70	1.94	0.00	0.64	2.09	1.36	1.23
30.00	4.20	3.74	3.44	0.00	3.01	0.00	2.70	0.00	0.00	0.00	0.00	1.34	0.00
31.00	4.20	3.75	3.45	0.00	3.00	0.00	2.70	0.56	0.00	0.00	2.72	1.36	0.00
32.00	4.19	3.75	3.45	0.00	3.00	0.00	2.70	0.62	0.00	0.00	2.10	1.34	0.00
33.00	4.20	3.75	3.45	0.00	3.00	0.00	2.70	0.69	0.00	0.00	2.11	1.36	0.00
34.00	4.19	3.74	3.45	0.00	3.00	0.00	2.70	0.48	0.00	0.00	2.10	1.34	0.00
35.00	4.20	3.75	3.45	0.00	0.92	0.68	2.70	0.05	0.00	0.00	2.10	1.36	0.00
36.00	4.19	3.75	3.44	0.00	0.00	0.23	2.70	0.03	0.00	0.00	2.10	1.34	0.00
37.00	4.20	3.75	3.45	0.00	0.87	0.00	2.70	1.11	0.00	0.00	2.11	1.36	0.00
38.00	4.20	3.75	3.45	0.00	0.64	0.00	2.70	1.77	0.00	0.00	2.10	1.34	0.00
39.00	4.19	3.75	3.45	0.00	0.10	0.00	0.86	2.40	0.00	0.00	2.10	1.36	0.00
40.00	4.20	3.75	3.45	0.11	3.93	0.70	1.18	2.41	0.00	0.50	2.10	1.34	0.00
41.00	4.19	3.74	3.44	0.18	3.00	0.00	0.45	2.40	0.00	0.00	2.11	1.36	0.00
42.00	4.20	3.75	3.45	0.00	3.00	0.00	0.66	2.40	0.00	0.00	2.10	1.36	0.00
43.00	4.19	3.75	3.45	0.88	3.00	0.00	1.42	2.40	0.00	0.15	2.10	1.34	0.00
44.00	4.20	3.75	3.45	0.33	3.00	0.72	0.57	0.50	0.00	0.22	2.11	1.36	0.25
45.00	4.20	3.74	3.45	0.27	3.00	0.00	0.12	2.14	0.00	0.38	2.10	1.34	0.00
46.00	4.19	3.75	3.45	0.12	3.00	0.00	0.70	0.00	0.00	2.78	2.10	1.36	0.00
47.00	4.20	3.75	3.44	0.03	3.00	0.00	1.12	0.00	0.00	0.11	2.11	1.34	0.00
48.00	4.19	3.74	3.45	0.48	3.00	0.00	0.30	0.55	0.00	0.04	0.63	1.36	0.00
49.00	4.20	3.75	3.45	0.03	1.40	0.00	0.33	0.96	0.00	2.08	2.20	1.34	0.00
50.00	4.19	3.75	3.45	1.54	0.71	0.00	0.43	0.00	0.00	0.06	2.10	1.36	0.00
51.00	4.20	3.75	3.45	3.15	0.49	0.00	0.00	0.00	0.00	0.00	2.11	1.34	1.65
52.00	4.20	3.74	3.45	3.14	0.00	0.00	0.00	0.00	0.00	0.00	2.10	1.36	1.36
53.00	4.19	3.75	3.44	2.24	0.00	0.27	0.00	0.00	0.00	0.00	2.10	1.34	1.36
54.00	4.20	3.75	3.45	0.00	0.00	0.14	0.00	0.00	0.00	0.00	2.11	1.36	1.34
55.00	4.19	3.75	3.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.10	1.35	1.35
56.00	4.20	3.74	3.45	0.00	0.00	0.00	0.00	0.87	0.00	0.00	2.10	1.34	1.35
57.00	4.19	3.75	3.45	0.00	0.00	0.15	0.00	0.00	0.00	2.54	2.10	1.37	1.36
58.00	4.20	3.75	3.44	0.00	0.19	0.00	0.00	0.00	0.00	2.26	2.11	1.34	1.34
59.00	4.20	3.74	3.45	0.00	0.00	0.00	0.00	0.00	0.00	2.25	2.10	1.36	1.34
60.00	4.20	3.75	3.45	0.00	0.00	0.00	0.00	0.00	0.00	2.25	2.10	1.34	1.34
61.00	4.20	3.75	3.45	0.00	0.00	0.00	0.00	0.00	0.00	2.25	2.10	1.36	1.37
62.00	4.19	3.75	3.45	0.00	0.00	0.00	0.00	0.00	0.00	2.26	2.10	1.34	1.34
63.00	4.20	3.74	3.45	0.00	0.00	0.16	0.00	0.00	0.00	2.25	2.10	1.36	1.34
64.00	4.19	3.75	3.44	0.00	0.00	0.36	0.00	0.00	0.00	2.25	2.10	1.34	1.36
65.00	4.20	3.75	3.45	0.00	0.00	0.00	0.71	0.00	0.00	2.25	2.11	1.36	1.36
66.00	4.19	3.74	3.45	0.00	0.00	0.00	0.00	0.00	0.00	2.26	2.10	1.34	1.36
67.00	4.20	3.75	3.45	0.00	0.00	0.00	0.00	0.00	0.00	2.25	2.10	1.36	1.34
68.00	4.20	3.75	3.45	0.00	0.00	0.00	0.00	0.00	0.00	2.25	2.11	1.36	1.36
69.00	4.19	3.75	3.45	0.00	0.00	0.00	0.00	0.00	0.00	2.25	2.10	1.34	1.34
70.00	4.20	3.74	3.44	0.00	0.00	0.00	0.00	0.00	0.00	2.26	2.10	1.36	1.36
71.00	4.19	3.75	3.45	0.00	0.00	0.00	0.00	0.00	0.00	2.25	2.10	1.34	1.34
72.00	4.20	3.75	3.45	0.00	0.00	0.00	0.00	0.00	0.00	2.25	2.11	1.36	1.36
73.00	4.19	3.75	3.45	0.00	0.00	0.00	0.00	0.00	0.62	2.25	2.10	1.34	1.34
74.00	4.20	3.75	3.45	0.00	0.00	0.12	0.00	0.00	0.35	2.25	2.10	1.34	1.34
75.00	4.20	3.75	3.45	0.00	0.00	0.00	0.00	0.00	0.00	2.26	2.11	1.34	1.36
76.00	4.19	3.75	3.44	0.00	0.00	0.00	0.00	0.00	0.27	2.25	2.10	1.37	1.36
77.00	4.20	3.74	3.45	0.00	0.00	0.00	0.93	0.00	0.00	2.25	2.10	1.34	1.34
78.00	4.19	3.75	3.45	0.00	3.05	0.00	0.00	0.00	0.00	2.25	2.10	1.36	1.36
