Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.337s)
CreateVariables () DONE !!!
Creating 18 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.98	0.00	0.00	0.00	0.82	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	1.20	0.00	0.00	0.00	0.00
4.00	0.00	1.24	0.00	0.00	0.00	0.00	0.04	0.00	0.00	2.00	0.00	0.00	0.00	1.22	0.00	0.00	0.00	0.00
5.00	0.00	1.99	1.70	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00
6.00	0.68	2.00	1.93	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.98	0.00	0.00	0.31	0.00	0.00	0.00	0.00
7.00	1.99	1.88	1.78	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.98	0.00	0.00	0.09	0.00	0.00	0.00	0.00
8.00	2.00	2.00	1.99	0.00	0.00	0.00	0.00	0.00	0.00	1.99	2.00	0.00	0.00	0.40	0.00	0.00	0.00	0.00
9.00	2.00	2.00	1.98	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.98	0.00	0.00	0.21	0.00	0.00	0.00	0.00
10.00	2.00	2.00	2.03	0.00	0.00	0.00	0.00	0.00	0.00	2.00	2.03	0.00	0.00	2.04	0.00	0.00	0.00	0.00
11.00	2.00	2.00	1.92	0.02	0.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00
12.00	2.00	1.99	2.00	0.02	0.00	0.00	0.00	0.00	0.01	2.00	2.00	0.00	0.00	1.46	0.00	0.07	0.00	0.00
13.00	1.99	2.00	1.99	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.99	0.00	0.00	2.00	0.00	0.00	0.00	0.00
14.00	2.00	2.00	1.99	0.00	0.00	0.00	0.00	0.00	0.00	1.99	2.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00
15.00	2.00	2.00	1.72	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.93	0.00	0.00	1.73	0.00	0.00	0.00	0.00
16.00	2.00	1.84	1.72	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.72	0.00	0.00	1.54	0.00	0.00	0.00	0.00
17.00	1.99	1.97	1.99	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.93	0.00	0.00	1.07	0.00	0.00	0.00	0.00
18.00	2.01	2.01	1.66	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.94	0.00	0.00	0.48	0.00	0.00	0.00	0.00
19.00	2.00	1.99	1.33	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.99	0.00	0.00	0.86	0.00	0.00	0.00	0.00
20.00	1.98	1.98	2.00	0.00	0.00	0.00	0.00	0.00	0.00	1.99	2.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00
21.00	2.00	1.84	2.00	0.00	0.00	0.00	0.00	0.18	0.00	2.00	2.00	0.00	0.00	0.95	0.00	0.31	0.00	0.02
22.00	2.00	2.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
