Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.320s)
CreateVariables () DONE !!!
Creating 9 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8
2.00	0.05	0.80	1.21	1.93	1.99	0.00	1.46	0.00	1.91
3.00	0.67	0.68	1.21	1.79	2.00	0.14	1.97	1.10	1.20
4.00	0.49	0.48	1.42	0.94	2.00	2.00	0.88	0.31	0.00
5.00	1.48	1.46	2.41	2.94	2.00	2.00	2.19	0.00	0.00
6.00	1.99	1.93	1.90	1.99	2.00	2.00	1.87	0.00	0.00
7.00	2.00	1.98	1.98	2.00	2.00	1.99	1.41	1.19	0.26
8.00	0.95	1.21	1.31	1.61	1.99	1.99	2.31	0.09	0.09
9.00	0.00	0.00	0.31	2.30	2.00	2.00	2.00	1.87	2.00
10.00	0.00	0.00	0.00	2.00	2.00	2.00	1.99	1.87	1.99
11.00	0.00	0.00	1.31	1.99	2.00	1.99	1.99	1.85	1.99
12.00	0.00	0.00	0.00	0.93	2.00	2.00	1.99	1.94	2.00
13.00	0.19	0.19	0.35	2.50	2.00	1.99	2.00	1.97	2.00
14.00	1.99	1.93	2.00	2.00	1.99	1.98	1.98	1.98	1.99
15.00	2.00	1.99	1.99	2.00	2.00	1.99	1.98	1.91	1.99
16.00	1.99	1.97	2.00	2.00	2.00	1.99	2.00	1.93	2.00
17.00	1.99	1.99	1.99	1.99	2.00	1.99	1.99	1.94	2.00
18.00	2.00	1.93	1.97	2.00	2.00	1.98	2.00	1.97	1.99
19.00	2.00	2.00	1.99	2.00	2.00	2.00	1.98	1.94	2.00
20.00	1.97	1.99	1.99	1.99	1.99	1.98	1.98	1.90	1.98
21.00	1.98	1.95	1.99	2.00	2.00	2.00	1.99	1.98	1.99
22.00	2.00	1.98	1.99	2.00	2.00	1.99	1.97	1.95	1.98
23.00	1.98	1.97	2.00	2.00	2.00	1.99	2.00	1.95	1.99
24.00	1.99	1.97	1.99	2.00	2.00	1.99	1.99	1.97	2.00
25.00	1.99	1.92	1.97	2.00	2.00	1.98	2.00	1.94	2.00
26.00	2.00	1.97	1.99	1.99	1.99	2.00	1.99	1.98	1.99
27.00	2.00	1.99	2.00	2.00	2.00	2.00	2.00	1.95	2.00
28.00	1.99	1.97	1.97	2.00	2.00	1.99	1.98	1.93	1.99
29.00	2.00	1.95	1.95	2.00	2.00	1.99	1.99	1.92	1.99
30.00	2.00	1.90	1.97	2.00	2.00	2.00	2.00	1.92	2.00
31.00	2.00	1.91	2.00	2.00	2.00	1.99	1.95	1.95	1.99
32.00	2.00	1.94	1.99	1.99	1.99	1.99	2.00	1.99	1.99
33.00	2.00	1.98	1.99	2.00	2.00	1.97	1.98	1.90	1.99
34.00	1.99	1.94	2.00	2.00	2.00	1.98	1.98	1.90	2.00
35.00	2.00	1.97	1.99	2.00	2.00	1.98	1.99	1.97	1.99
36.00	1.99	2.00	1.99	2.00	2.00	1.99	2.00	1.95	2.00
37.00	1.99	2.00	1.99	2.00	2.00	2.01	1.99	1.98	2.00
38.00	2.00	1.99	2.00	1.99	1.99	1.97	1.98	1.94	1.98
39.00	1.99	1.97	1.99	2.00	2.00	2.00	1.98	1.97	1.99
40.00	1.99	1.95	1.99	2.00	2.00	2.00	1.99	1.93	1.99
41.00	1.99	1.95	2.01	2.00	2.00	1.99	1.98	1.93	1.99
42.00	1.99	1.97	1.99	2.00	2.00	2.00	1.99	1.94	1.99
43.00	2.00	1.98	2.00	2.00	2.00	1.99	1.99	1.97	2.00
44.00	1.98	1.98	1.99	1.99	1.99	1.97	2.00	1.97	1.98
45.00	1.99	1.97	1.99	2.00	2.00	2.00	1.97	1.94	2.00
46.00	1.99	1.98	1.99	2.00	2.00	1.99	1.99	1.97	2.00
47.00	1.99	1.97	1.98	2.00	2.00	1.99	1.98	1.95	1.98
48.00	2.00	1.95	2.00	2.00	2.00	1.99	1.98	1.98	1.99
49.00	2.00	2.00	2.00	2.00	2.00	1.99	1.99	1.93	1.98
50.00	1.98	1.98	1.99	1.98	2.00	2.00	1.99	1.98	1.99
51.00	2.00	1.98	2.00	2.00	1.99	2.00	2.00	1.95	2.00
52.00	2.00	1.91	1.98	2.00	2.00	1.99	1.99	1.97	1.99
53.00	1.95	1.94	2.00	2.00	2.00	1.99	1.97	1.92	1.99
54.00	1.99	1.91	1.97	2.00	2.00	2.00	2.00	1.98	2.00
55.00	2.00	1.92	1.94	2.00	2.00	2.00	2.00	1.93	1.99
56.00	1.99	1.94	1.99	1.99	2.00	1.95	2.00	1.92	1.99
57.00	1.99	1.97	2.00	2.00	1.99	1.98	1.97	1.85	2.00
58.00	1.99	1.94	2.00	2.00	2.00	1.94	1.99	1.90	2.00
59.00	2.00	1.97	1.98	2.00	2.00	1.94	1.98	1.88	1.97
60.00	2.00	1.98	1.98	2.00	2.00	2.00	1.97	1.88	2.00
61.00	1.99	1.98	1.99	2.00	2.00	1.98	1.98	1.90	2.00
62.00	2.00	1.97	1.99	2.00	2.00	2.00	1.99	1.98	1.99
63.00	2.00	1.99	2.00	1.99	1.99	1.99	1.98	1.95	2.00
64.00	2.00	1.97	1.97	2.00	2.00	2.00	1.99	1.97	1.98
65.00	1.98	1.97	2.00	2.00	2.00	1.98	2.00	1.97	1.99
66.00	1.99	1.98	1.97	2.00	2.00	1.98	1.95	1.97	2.00
67.00	2.00	1.98	1.99	2.00	2.00	1.99	1.98	1.94	2.00
68.00	2.00	1.94	1.98	2.00	2.00	2.00	2.00	1.95	1.99
69.00	2.00	1.98	2.00	1.99	1.99	1.99	2.00	1.95	2.00
70.00	2.00	1.98	1.99	2.00	2.00	1.99	2.00	1.95	1.99
71.00	1.98	2.00	2.00	2.00	2.00	2.00	1.99	1.94	1.99
72.00	2.00	1.97	1.98	2.00	2.00	2.00	1.98	1.94	2.00
73.00	2.00	2.00	1.99	2.00	2.00	1.98	1.99	1.97	1.99
74.00	2.00	2.00	2.00	2.00	2.00	2.00	1.99	1.98	1.99
75.00	2.00	1.98	1.97	1.99	1.99	1.98	1.99	1.91	1.99
76.00	1.99	1.95	1.99	2.00	2.00	2.00	1.99	1.95	1.98
77.00	1.98	1.97	2.00	2.00	2.00	1.97	1.99	1.94	1.98
78.00	2.00	1.97	1.99	2.00	2.00	2.00	1.97	1.94	2.00
79.00	2.00	1.99	1.97	2.00	2.00	2.00	1.98	1.93	2.00
80.00	1.99	1.94	1.95	1.99	2.00	1.99	2.00	1.95	1.99
81.00	1.99	1.98	1.99	1.99	1.99	2.00	1.97	1.98	2.00
82.00	2.00	1.99	1.99	2.00	2.00	2.00	1.98	1.94	2.00
83.00	1.97	1.94	1.99	1.99	2.00	1.99	1.99	1.98	1.98
84.00	2.00	1.94	1.99	2.00	2.00	2.00	1.97	1.94	2.00
85.00	2.00	1.97	1.98	2.00	2.00	1.99	1.97	1.97	2.00
86.00	2.00	1.97	1.99	2.00	2.00	1.98	1.99	1.91	1.98
87.00	2.00	1.97	1.98	1.99	1.99	2.00	1.99	1.95	2.00
