Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.380s)
CreateVariables () DONE !!!
Creating 10 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9
2.00	0.00	0.45	0.00	0.00	0.00	1.98	0.00	0.00	0.00	0.00
3.00	0.00	1.71	0.00	1.60	0.00	2.00	1.97	1.77	0.00	1.73
4.00	0.00	1.95	0.00	1.88	0.02	2.00	2.00	1.81	0.00	1.70
5.00	0.00	2.00	1.46	1.50	0.00	2.00	1.98	1.64	0.00	1.24
6.00	1.57	1.97	1.59	0.46	0.93	2.00	1.86	0.58	0.00	0.13
7.00	1.99	1.99	1.40	0.00	0.08	2.00	1.93	0.49	0.00	0.07
8.00	2.00	1.94	2.03	0.00	0.42	1.99	2.00	0.71	0.00	0.00
9.00	2.00	1.91	1.31	0.99	0.00	2.00	1.97	1.79	0.00	0.00
10.00	2.00	1.98	2.20	1.44	0.55	2.00	1.95	1.47	0.00	0.21
11.00	1.99	1.55	1.66	0.84	0.00	2.00	1.72	1.30	0.00	0.12
12.00	2.00	1.99	1.98	0.00	1.45	2.00	2.00	1.99	0.00	0.01
13.00	1.99	2.00	1.97	0.00	2.00	2.00	1.99	2.00	0.00	0.31
14.00	2.00	2.00	1.92	0.00	1.70	1.99	2.00	2.00	0.00	0.00
15.00	2.00	2.00	1.98	0.80	1.19	2.00	2.00	2.00	0.00	0.00
16.00	2.00	2.00	2.00	0.00	0.00	2.00	2.00	1.77	0.00	0.82
17.00	1.99	1.97	1.79	0.52	0.44	2.00	2.00	1.78	0.00	0.04
18.00	2.00	1.70	0.87	0.31	0.29	2.00	1.85	1.20	0.00	0.00
19.00	1.98	1.95	0.67	0.00	0.00	2.00	2.00	1.46	0.00	0.00
20.00	1.99	1.94	0.84	0.31	0.04	1.99	1.91	1.34	0.00	0.46
21.00	1.74	1.83	1.71	0.00	0.28	2.00	1.86	0.04	0.00	0.00
22.00	1.92	1.94	1.88	0.00	0.16	2.00	1.99	1.44	0.00	0.05
23.00	2.01	2.00	2.00	0.00	0.00	2.00	2.01	2.01	0.00	0.00
24.00	2.00	1.97	1.87	0.46	0.00	2.00	1.92	1.77	0.00	0.01
25.00	1.99	1.97	1.54	0.00	0.04	2.00	1.93	1.52	0.00	0.00
