Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.330s)
CreateVariables () DONE !!!
Creating 24 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23
2.00	0.00	0.47	0.00	0.00	0.00	0.00	1.21	0.66	0.00	0.00	0.00	0.00	1.98	0.00	0.00	0.00	0.00	0.00	1.12	0.00	0.00	0.00	0.00	0.00
3.00	0.38	1.40	0.00	0.00	0.00	0.00	1.61	1.65	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	1.37	0.00	0.00	0.00	0.00	0.00
4.00	0.65	0.28	0.00	0.00	0.00	0.00	1.38	1.13	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	1.98	0.00	0.00	0.00	0.00	0.00
5.00	0.65	1.06	0.00	0.00	0.00	0.00	1.51	0.99	0.00	0.00	0.00	0.00	2.00	1.71	0.00	0.00	0.00	0.00	1.95	0.00	0.00	0.00	0.00	0.00
6.00	0.66	1.26	0.00	0.00	0.00	0.00	1.95	1.37	0.00	0.00	0.00	0.00	2.00	1.77	0.00	0.00	0.00	0.00	1.74	0.00	0.00	1.01	0.00	0.00
7.00	1.04	0.94	0.00	0.00	0.00	0.00	1.60	1.72	0.00	0.00	0.00	0.00	2.00	1.73	0.00	0.00	0.00	0.00	1.87	0.00	0.00	1.18	0.00	0.00
8.00	2.00	1.99	0.00	0.00	0.00	0.00	2.00	1.94	0.00	0.00	0.00	0.00	1.99	2.00	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.35	0.00	0.91
9.00	1.38	0.45	0.00	0.00	0.00	0.00	1.58	1.72	0.00	0.00	0.00	0.00	2.00	1.84	0.00	0.00	0.00	0.00	1.95	0.00	0.00	1.20	0.00	0.47
10.00	2.07	1.64	0.00	0.00	0.00	0.00	1.74	2.08	0.00	0.00	0.00	0.00	2.00	1.31	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.61	0.00	0.04
11.00	0.00	0.07	0.00	0.00	0.00	0.00	1.60	1.73	0.00	0.00	0.00	0.00	2.00	1.72	0.00	0.00	0.00	0.00	1.75	0.00	0.00	0.07	0.00	0.08
12.00	0.61	0.20	0.00	0.00	0.00	0.00	1.31	0.92	0.00	0.00	0.00	0.00	2.00	1.59	0.00	0.00	0.00	0.00	1.90	0.00	0.00	1.38	0.00	0.40
13.00	0.58	0.44	0.00	0.00	0.00	0.00	1.37	1.39	0.00	0.00	0.00	0.00	2.00	1.52	0.00	0.00	0.00	0.00	1.79	0.00	0.00	1.21	0.00	0.21
14.00	0.14	1.75	0.00	0.00	0.00	0.00	1.79	0.89	0.00	0.00	0.00	0.00	1.99	2.00	0.00	0.00	0.00	0.00	1.98	0.00	0.00	0.00	0.00	0.00
15.00	0.00	1.73	0.00	0.00	0.00	0.00	2.00	1.92	0.00	0.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.31	0.00	0.01
16.00	1.42	1.99	0.00	0.00	0.00	0.00	2.00	1.97	0.00	0.00	0.00	0.00	2.00	1.93	0.00	0.00	0.00	0.00	1.98	0.00	0.00	0.22	0.00	0.01
17.00	1.71	1.79	0.00	0.00	0.00	0.00	2.00	1.94	0.00	0.00	0.00	0.00	2.00	1.46	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.39	0.00	0.00
18.00	1.55	1.78	0.00	0.00	0.00	0.00	1.64	1.70	0.00	0.00	0.00	0.00	2.00	1.60	0.00	0.00	0.00	0.00	1.77	0.00	0.00	0.61	0.00	0.00
19.00	1.90	1.71	0.00	0.00	0.00	0.00	1.92	2.01	0.00	0.00	0.00	0.00	2.00	1.85	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.01	0.00	0.00
20.00	1.61	1.44	0.00	0.00	0.00	0.00	1.67	1.60	0.00	0.00	0.00	0.00	1.99	1.31	0.00	0.00	0.00	0.00	1.91	0.00	0.00	0.00	0.00	0.00
21.00	1.45	1.41	0.00	0.00	0.00	0.00	1.50	1.57	0.00	0.00	0.00	0.00	2.00	1.52	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.48	0.00	0.01
22.00	1.95	1.97	0.00	0.00	0.00	0.00	1.98	2.00	0.00	0.06	0.00	0.00	2.00	1.72	0.00	0.00	0.00	0.00	1.68	0.00	0.00	0.75	0.00	0.11
23.00	0.77	1.52	0.00	0.00	0.00	0.00	1.93	1.75	0.00	0.00	0.00	0.00	2.00	1.74	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.15	0.00	0.00
24.00	0.61	1.48	0.00	0.00	0.00	0.00	1.85	2.00	0.00	0.00	0.00	0.00	2.00	1.94	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.29	0.00	0.00
25.00	0.07	0.31	0.00	0.00	0.00	0.00	2.00	1.90	0.00	0.19	0.00	0.00	2.00	1.93	0.00	0.00	0.00	0.00	2.01	0.00	0.00	1.22	0.00	0.40
26.00	0.77	0.72	0.00	0.00	0.00	0.00	1.20	0.45	0.00	0.00	0.00	0.00	1.99	1.31	0.00	0.00	0.00	0.00	1.51	0.00	0.00	0.00	0.00	0.01
27.00	0.06	1.73	0.00	0.00	0.00	0.00	1.80	2.81	0.00	0.00	0.00	0.00	2.00	2.06	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.57	0.00	0.00
28.00	0.62	0.61	0.00	0.00	0.00	0.00	2.00	1.84	0.00	0.00	0.00	0.00	2.00	1.80	0.00	0.00	0.00	0.00	1.99	0.00	0.00	1.55	0.00	0.00
29.00	0.74	0.41	0.00	0.00	0.00	0.00	1.68	1.38	0.00	0.00	0.00	0.00	2.00	1.70	0.00	0.00	0.00	0.00	1.80	0.00	0.00	0.82	0.00	0.04
