Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.454s)
CreateVariables () DONE !!!
Creating 15 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14
2.00	0.38	0.00	0.73	0.82	0.00	0.73	1.10	1.99	0.84	0.00	0.00	0.00	0.00	0.00	0.00
3.00	1.35	0.00	1.21	1.55	0.49	1.91	1.85	2.00	1.08	0.00	0.00	0.00	0.00	0.05	0.00
4.00	0.69	0.13	0.47	0.31	0.31	0.59	1.17	2.00	0.44	0.00	0.00	0.00	0.77	0.35	0.00
5.00	0.06	0.00	1.22	0.14	0.00	0.61	0.77	2.00	0.77	0.16	0.00	0.00	0.59	0.25	0.08
6.00	0.00	0.00	1.07	0.05	0.00	0.31	0.09	2.00	0.78	0.79	0.00	0.00	1.15	1.11	0.00
7.00	0.00	0.00	0.84	1.39	0.12	0.11	1.25	2.00	0.14	0.65	0.00	0.00	0.01	0.87	0.00
8.00	0.71	0.77	0.00	1.35	0.48	0.49	0.71	1.99	0.51	0.31	0.00	0.00	0.44	0.40	0.00
9.00	0.49	0.22	0.68	1.15	0.05	0.57	0.53	2.00	0.21	0.14	0.00	0.00	0.77	0.16	0.00
10.00	0.04	0.04	0.75	0.11	0.32	0.00	0.57	2.00	0.71	0.04	0.00	0.00	0.41	0.18	0.00
11.00	1.07	0.53	0.34	0.92	0.31	0.22	1.44	2.00	0.78	0.02	0.00	0.00	1.77	0.89	0.00
12.00	0.00	0.00	2.03	0.00	0.12	0.33	1.47	2.00	0.49	1.07	0.00	0.00	1.01	0.46	0.00
13.00	0.00	0.00	1.10	0.00	0.00	1.40	1.95	2.00	1.50	0.59	0.00	0.00	1.75	0.89	0.00
14.00	0.00	0.00	0.88	1.27	0.00	1.40	1.31	1.99	1.17	0.00	0.00	0.00	1.31	1.19	0.00
15.00	0.31	0.00	0.39	0.84	0.00	0.75	0.11	2.00	0.46	0.00	0.00	0.00	0.00	0.39	0.00
16.00	0.00	0.00	0.78	1.11	0.04	1.01	1.22	2.00	0.62	0.27	0.00	0.00	1.08	1.38	0.00
17.00	0.18	0.00	0.69	1.22	0.38	0.02	0.77	2.00	0.86	0.15	0.00	0.00	0.86	0.28	0.00
18.00	0.00	0.00	1.75	0.72	1.05	0.00	1.53	2.00	1.91	0.00	0.00	0.00	1.55	0.00	0.00
19.00	0.00	0.00	1.45	0.42	0.21	0.00	1.85	2.00	1.50	0.31	0.00	0.00	1.75	0.31	0.00
20.00	1.02	0.00	1.01	1.58	0.00	0.99	1.15	1.99	1.38	0.45	0.00	0.00	1.70	0.46	0.00
21.00	0.00	0.00	1.41	0.85	0.00	0.91	0.79	2.00	0.85	0.15	0.00	0.00	1.35	0.15	0.00
22.00	0.13	0.16	1.39	1.42	0.59	0.72	1.17	2.00	1.39	1.05	0.00	0.00	0.75	1.21	0.00
23.00	0.00	0.00	1.38	0.00	0.00	0.86	0.88	2.00	1.00	0.29	0.00	0.00	1.55	0.86	0.00
24.00	0.15	0.08	0.00	0.31	0.00	0.31	0.49	2.00	0.44	1.65	0.00	0.00	0.60	1.30	0.00
25.00	0.00	0.00	0.08	0.40	0.00	0.31	0.60	2.00	0.45	0.37	0.00	0.00	0.71	0.40	0.00
26.00	0.07	0.15	0.86	0.97	0.00	0.32	0.64	1.99	0.31	0.13	0.00	0.00	0.65	1.27	0.00
27.00	0.07	0.00	1.84	1.74	0.00	0.00	0.55	2.00	0.27	1.11	0.00	0.00	2.04	1.32	0.00
28.00	0.00	0.00	0.97	1.27	0.24	0.00	1.51	2.00	0.58	0.01	0.00	0.00	1.24	1.34	0.00
29.00	0.26	0.35	1.02	1.64	0.61	0.00	1.95	2.00	1.17	1.57	0.00	0.00	1.91	1.64	0.00
30.00	0.32	0.00	1.34	0.33	0.31	1.17	1.32	2.00	1.90	0.16	0.00	0.00	1.50	0.14	0.00
