Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.345s)
CreateVariables () DONE !!!
Creating 10 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9
2.00	0.00	0.00	0.00	1.26	0.00	1.98	0.00	0.00	0.00	0.00
3.00	0.00	1.46	1.26	1.74	0.00	2.00	1.77	0.00	1.41	0.00
4.00	0.00	1.93	1.80	0.58	0.15	2.00	1.98	0.00	0.64	0.53
5.00	1.90	1.97	1.80	0.51	1.22	2.00	2.00	0.37	0.25	0.34
6.00	2.00	1.99	1.77	1.30	0.05	2.00	1.99	1.44	0.00	0.21
7.00	1.99	1.95	1.73	0.01	0.00	2.00	1.73	1.20	0.02	0.24
8.00	2.00	1.99	1.86	0.69	0.40	1.99	2.04	2.18	0.64	0.62
9.00	2.00	1.83	1.70	0.32	0.31	2.00	1.83	1.58	0.34	0.00
10.00	2.00	1.97	1.35	0.24	0.21	2.00	2.00	1.40	0.00	0.07
11.00	1.85	1.79	1.61	0.15	0.00	2.00	1.86	1.78	0.00	0.14
12.00	1.99	1.93	1.66	1.42	0.73	2.00	1.97	1.92	0.59	0.67
13.00	1.88	1.90	1.72	1.14	0.00	2.00	1.83	1.58	0.26	1.26
14.00	1.66	1.71	0.95	0.55	0.00	1.99	1.70	1.31	0.00	0.49
15.00	2.01	1.95	0.86	0.13	0.24	2.00	1.98	0.87	0.00	0.13
16.00	2.00	2.00	1.04	0.00	0.00	2.00	1.87	1.31	0.00	0.00
17.00	2.00	2.00	1.77	0.11	0.00	2.00	1.84	1.71	0.00	0.00
18.00	1.99	1.88	1.90	0.31	0.00	2.00	1.90	0.87	0.00	0.00
19.00	2.00	2.01	2.01	2.00	0.00	2.00	2.00	2.14	0.00	0.00
20.00	1.99	1.95	1.71	1.66	0.06	1.99	1.91	1.45	0.31	0.00
21.00	1.95	1.66	1.33	0.58	0.00	2.00	1.70	0.66	0.06	0.00
22.00	2.05	1.92	1.78	0.44	0.00	2.00	2.04	1.38	0.13	0.00
23.00	1.92	2.00	1.98	0.09	0.00	2.00	1.94	0.54	0.00	0.18
24.00	1.88	2.00	2.00	0.53	0.08	2.00	2.00	0.40	0.00	0.44
25.00	2.00	1.99	1.67	1.31	0.87	2.00	1.99	1.87	0.00	0.00
26.00	1.99	2.00	2.00	2.00	2.00	1.99	2.00	1.93	0.00	0.00
27.00	2.00	2.00	2.00	1.94	1.72	2.00	2.00	1.92	0.00	0.00
28.00	1.99	1.99	1.85	0.37	0.16	2.00	1.99	1.90	0.13	0.11
29.00	1.85	1.46	1.34	0.72	0.55	2.00	1.98	1.90	0.00	0.00
30.00	2.00	1.58	1.39	0.51	0.14	2.00	1.85	1.72	0.07	0.00
31.00	2.00	1.99	1.79	0.14	0.00	2.00	1.88	1.91	0.09	0.13
32.00	1.99	1.98	2.00	0.16	0.31	1.99	1.99	1.67	0.16	0.16
33.00	2.00	2.00	1.90	0.38	0.55	2.00	1.99	1.91	0.37	0.24
34.00	2.00	1.84	1.79	0.18	0.31	2.00	1.99	1.90	0.34	0.20
35.00	2.00	1.90	1.70	0.13	0.31	2.00	1.94	1.61	0.00	0.11
36.00	2.00	1.99	1.99	0.49	1.66	2.00	2.00	1.84	0.00	0.42
37.00	2.00	1.97	1.74	0.00	1.74	2.00	1.95	1.81	0.00	0.00
