Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.319s)
CreateVariables () DONE !!!
Creating 7 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6
2.00	1.91	0.04	0.00	1.98	1.50	0.00	0.44
3.00	2.00	0.61	1.98	2.00	1.99	1.40	2.91
4.00	2.00	1.92	2.04	2.00	2.00	1.92	2.00
5.00	1.99	1.88	2.00	2.00	1.99	1.91	1.97
6.00	2.00	1.87	2.00	2.00	2.00	1.93	2.00
7.00	2.00	1.90	1.99	2.00	1.98	1.90	2.00
8.00	2.00	1.92	2.00	1.99	2.00	1.87	2.00
9.00	2.00	1.93	2.00	2.00	2.00	1.90	2.00
10.00	2.00	1.86	2.00	2.00	2.00	1.91	2.00
11.00	1.99	1.91	2.00	2.00	1.99	1.88	1.98
12.00	2.00	1.86	2.00	2.00	1.98	1.92	2.00
13.00	2.00	1.87	1.99	2.00	1.99	1.95	1.99
14.00	1.97	1.84	2.00	1.99	2.00	1.94	1.98
15.00	2.00	1.88	2.00	2.00	2.00	1.92	2.00
16.00	2.00	1.85	2.00	2.00	2.00	1.93	1.98
17.00	2.00	1.86	2.00	2.00	1.99	1.92	2.00
18.00	1.99	1.88	2.00	2.00	2.00	1.93	2.00
19.00	2.00	1.88	2.00	2.00	1.99	1.90	2.00
20.00	2.00	1.91	1.99	1.99	2.00	1.94	1.99
21.00	2.00	1.87	2.00	2.00	1.98	1.87	2.00
22.00	2.00	1.92	2.00	2.00	2.00	1.91	1.99
23.00	1.97	1.83	2.00	2.00	2.00	1.92	1.99
24.00	2.00	1.87	2.00	2.00	1.98	1.87	2.00
25.00	2.00	1.86	2.00	2.00	2.00	1.93	2.00
26.00	2.00	1.92	1.99	1.99	2.00	1.90	1.99
27.00	2.00	1.84	2.00	2.00	2.00	1.94	2.00
28.00	1.99	1.87	2.00	2.00	1.99	1.94	2.00
29.00	1.99	1.94	2.00	2.00	1.98	1.90	1.97
30.00	2.00	1.88	2.00	2.00	1.99	1.90	2.00
31.00	2.00	1.88	2.00	2.00	1.99	1.90	2.00
32.00	1.98	1.91	1.99	1.99	1.99	1.92	2.00
33.00	2.00	1.88	2.00	2.00	1.99	1.95	2.00
34.00	1.99	1.87	2.00	2.00	2.00	1.91	1.99
35.00	1.99	1.87	2.00	2.00	2.00	1.93	1.99
36.00	2.00	1.87	2.00	2.00	1.99	1.91	1.99
37.00	2.00	1.86	2.00	2.00	2.00	1.93	2.00
38.00	1.99	1.91	1.99	1.99	2.00	1.95	1.99
39.00	2.00	1.87	2.00	2.00	1.99	1.92	2.00
40.00	2.00	1.86	2.00	2.00	2.00	1.93	2.00
41.00	2.00	1.87	2.00	2.00	1.99	1.94	1.99
42.00	1.99	1.88	2.00	2.00	1.98	1.90	2.00
43.00	2.00	1.85	2.00	2.00	2.01	1.91	2.00
44.00	2.00	1.87	1.99	1.99	1.99	1.92	2.00
45.00	2.00	1.92	2.00	2.00	2.00	1.90	2.00
46.00	2.00	1.85	2.00	2.00	2.00	1.93	2.00
47.00	2.00	1.91	2.00	2.00	1.99	1.94	1.99
48.00	1.99	1.85	2.00	2.00	1.99	1.91	2.00
49.00	2.00	1.93	2.00	2.00	2.00	1.88	2.00
50.00	2.00	1.90	1.99	2.00	2.00	1.92	1.99
51.00	2.00	1.87	2.00	1.99	2.00	1.90	2.00
52.00	2.00	1.90	2.00	2.00	1.99	1.90	2.00
53.00	2.00	1.90	2.00	2.00	1.99	1.90	1.99
54.00	1.99	1.83	2.00	2.00	1.99	1.91	1.99
55.00	2.00	1.87	2.00	2.00	1.99	1.91	2.00
56.00	1.99	1.88	1.99	2.00	2.00	1.92	2.00
57.00	2.00	1.87	2.00	1.99	2.00	1.93	2.00
58.00	2.00	1.92	2.00	2.00	2.00	1.92	2.00
59.00	2.00	1.85	2.00	2.00	2.00	1.91	2.00
60.00	1.99	1.87	2.00	2.00	2.00	1.87	2.00
61.00	2.00	1.88	2.00	2.00	1.97	1.90	1.99
62.00	2.00	1.88	2.00	2.00	1.99	1.91	2.00
63.00	2.00	1.90	1.99	1.99	2.00	1.92	2.00
64.00	2.00	1.85	2.00	2.00	1.99	1.88	2.00
65.00	2.00	1.88	2.00	2.00	2.00	1.91	1.99
66.00	1.99	1.81	2.00	2.00	1.99	1.92	1.99
67.00	2.00	1.90	2.00	2.00	1.99	1.90	2.00
68.00	1.99	1.92	2.00	2.00	2.00	1.91	1.99
69.00	2.00	1.87	1.99	1.99	1.99	1.87	2.00
70.00	2.00	1.91	2.00	2.00	2.00	1.92	2.00
71.00	1.99	1.91	2.00	2.00	2.00	1.93	1.99
72.00	1.99	1.91	2.00	2.00	2.00	1.91	2.00
73.00	2.00	1.91	2.00	2.00	1.99	1.93	1.99
74.00	1.98	1.92	2.00	2.00	2.00	1.93	1.99
75.00	2.00	1.93	1.99	1.99	1.94	1.87	2.00
76.00	2.00	1.93	2.00	2.00	1.99	1.88	2.00
77.00	1.98	1.91	2.00	2.00	2.00	1.88	1.99
78.00	1.99	1.88	2.00	2.00	1.99	1.91	2.00
79.00	1.99	1.87	2.00	2.00	1.99	1.87	1.98
80.00	2.00	1.90	2.00	2.00	2.00	1.93	1.99
81.00	2.00	1.87	1.99	1.99	2.00	1.94	2.00
82.00	2.00	1.91	2.00	2.00	2.00	1.91	2.00
83.00	2.00	1.90	2.00	2.00	2.00	1.95	1.99
84.00	2.00	1.88	2.00	2.00	2.00	1.93	1.99
85.00	1.99	1.92	2.00	2.00	2.00	1.93	2.00
86.00	2.00	1.91	2.00	2.00	1.99	1.92	2.00
87.00	2.00	1.85	1.99	1.99	2.00	1.95	2.00
88.00	2.00	1.90	2.00	2.00	1.99	1.92	1.99
89.00	2.00	1.97	2.00	2.00	2.00	1.87	1.99
90.00	1.99	1.87	2.00	2.00	2.00	1.87	2.00
91.00	2.00	1.87	2.00	2.00	2.00	1.90	1.98
92.00	2.00	1.88	2.00	2.00	2.00	1.91	1.99
93.00	2.00	1.90	1.99	1.99	1.99	1.93	2.00
94.00	2.00	1.92	2.00	2.00	1.99	1.88	2.00
95.00	1.99	1.91	2.00	2.00	2.00	1.88	2.00
96.00	2.00	1.93	2.00	2.00	2.00	1.90	2.00
97.00	1.99	1.90	2.00	2.00	1.99	1.94	1.98
98.00	2.00	1.90	2.00	2.00	1.99	1.91	2.00
99.00	2.00	1.88	1.99	2.00	2.00	1.91	2.00
100.00	2.00	1.87	2.00	1.99	1.99	1.93	2.00
101.00	2.00	1.90	2.00	2.00	2.00	1.94	1.99
102.00	2.00	1.88	2.00	2.00	2.00	1.98	2.00
103.00	1.98	1.90	2.00	2.00	2.00	1.92	1.98
104.00	2.00	1.88	2.00	2.00	1.97	1.92	1.99
105.00	2.00	1.88	1.99	2.00	2.00	1.95	2.00
106.00	2.00	1.90	2.00	1.99	2.00	1.91	2.00
107.00	1.98	1.91	2.00	2.00	2.00	1.92	2.00
108.00	2.00	1.90	2.00	2.00	2.00	1.90	2.00
109.00	1.99	1.88	2.00	2.00	2.00	1.94	1.99
110.00	1.99	1.90	2.00	2.00	2.00	1.90	2.00
111.00	2.00	1.91	2.00	2.00	1.99	1.90	2.00
112.00	2.00	1.88	1.99	1.99	1.99	1.88	2.00
113.00	2.00	1.93	2.00	2.00	2.00	1.91	2.00
114.00	2.00	1.87	2.00	2.00	2.00	1.93	2.00
115.00	1.99	1.90	2.00	2.00	2.00	1.88	1.99
116.00	1.99	1.86	2.00	2.00	1.99	1.92	1.99
117.00	2.00	1.90	2.00	2.00	1.99	1.88	2.00
118.00	1.99	1.88	1.99	1.99	2.00	1.91	2.00
119.00	2.00	1.91	1.99	2.00	2.00	1.24	1.30
120.00	2.00	1.85	2.00	2.00	2.00	0.00	0.00
121.00	2.00	1.91	2.00	2.00	2.00	0.00	0.00
122.00	1.99	1.94	2.00	2.00	2.00	0.00	0.00
123.00	2.00	1.95	2.00	2.00	1.99	0.00	0.00
124.00	2.00	1.90	1.99	1.99	2.00	0.00	0.00
125.00	1.99	1.92	2.00	2.00	2.00	0.00	0.00
126.00	2.00	1.87	2.00	2.00	2.00	0.00	0.00
127.00	2.00	1.88	2.00	2.00	2.00	0.00	0.00
128.00	1.98	1.85	2.00	2.00	2.00	0.00	0.00
129.00	2.00	1.92	2.00	2.00	1.99	0.00	0.00
130.00	2.00	1.90	1.99	1.99	2.00	0.00	0.00
131.00	2.00	1.93	2.00	2.00	2.00	0.00	0.00
132.00	2.00	1.94	2.00	2.00	2.00	0.00	0.00
133.00	1.99	1.90	2.00	2.00	2.00	0.00	0.00
134.00	1.99	1.90	2.00	2.00	2.00	0.00	0.00
135.00	2.00	1.87	2.00	2.00	1.99	0.00	0.00
136.00	2.00	1.90	1.99	1.99	2.00	0.00	0.00
137.00	2.00	1.91	2.00	2.00	2.00	0.00	0.00
138.00	2.00	1.90	2.00	2.00	2.00	0.00	0.00
139.00	2.00	1.88	2.00	2.00	2.00	0.00	0.00
140.00	1.99	1.94	2.00	2.00	2.00	0.00	0.00
141.00	2.00	1.93	2.00	2.00	2.00	0.00	0.00
142.00	2.00	1.92	1.99	2.00	1.99	0.00	0.00
143.00	1.99	1.93	2.00	1.99	2.00	0.00	0.00
144.00	2.00	1.85	2.00	2.00	2.00	0.00	0.00
145.00	2.00	1.88	2.00	2.00	2.00	0.00	0.00
146.00	1.99	1.90	2.00	2.00	2.00	0.00	0.00
147.00	2.00	1.91	2.00	2.00	1.99	0.00	0.00
148.00	2.00	1.93	2.00	2.00	2.00	0.00	0.00
149.00	2.00	1.92	1.99	1.99	2.00	0.00	0.00
150.00	2.00	1.92	2.00	2.00	2.00	0.00	0.00
151.00	2.00	1.85	2.00	2.00	2.00	0.00	0.00
152.00	2.00	1.92	2.00	2.00	2.00	0.00	0.00
153.00	1.99	1.92	2.00	2.00	1.99	0.00	0.00
154.00	2.00	1.88	2.00	2.00	2.00	0.00	0.00
155.00	2.00	1.87	1.99	1.99	2.00	0.00	0.00
156.00	2.00	1.88	2.00	2.00	2.00	0.00	0.00
157.00	2.00	1.92	2.00	2.00	2.00	0.00	0.00
158.00	2.00	1.92	2.00	2.00	2.00	0.00	0.00
159.00	1.99	1.87	2.00	2.00	2.00	0.00	0.00
160.00	2.00	1.90	2.00	2.00	1.99	0.00	0.00
161.00	2.00	1.92	1.99	1.99	2.00	0.00	0.00
162.00	2.00	1.90	2.00	2.00	2.00	0.00	0.00
163.00	2.00	1.90	2.00	2.00	2.00	0.00	0.00
164.00	1.98	1.91	2.00	2.00	2.00	0.00	0.00
165.00	2.00	1.86	2.00	2.00	2.00	0.00	0.00
166.00	2.00	1.93	2.00	2.00	1.99	0.00	0.00
167.00	1.99	1.92	1.99	1.99	2.00	0.00	0.00
168.00	2.00	1.90	2.00	2.00	2.00	0.00	0.00
