Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.311s)
CreateVariables () DONE !!!
Creating 20 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19
2.00	0.00	0.00	0.00	0.00	0.00	1.84	0.79	0.00	0.00	0.00	1.98	0.00	0.00	0.00	0.00	0.00	1.67	0.00	0.00	0.00
3.00	0.32	0.34	0.00	0.00	0.00	1.66	1.31	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	1.50	0.00	0.00	0.00
4.00	0.53	0.42	0.00	0.00	0.00	1.57	0.94	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	1.81	0.21	0.00	0.00
5.00	0.02	0.00	0.00	0.00	0.00	0.64	1.27	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.01	0.00	1.65	0.82	0.02	0.01
6.00	0.59	0.60	0.00	0.00	0.00	1.98	1.63	0.00	0.01	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.40	0.00	0.00	0.00
7.00	0.53	0.71	0.00	0.00	0.00	2.04	1.97	0.00	0.00	0.02	2.00	0.00	0.00	0.00	0.25	0.00	2.30	1.31	0.31	0.34
8.00	0.20	0.20	0.00	0.00	0.00	2.00	1.99	0.00	0.00	0.39	1.99	0.00	0.00	0.00	0.15	0.00	1.92	0.45	0.31	0.32
9.00	1.24	1.22	0.00	0.00	0.00	1.45	1.25	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.02	0.00	1.60	1.46	0.09	0.14
10.00	0.11	0.71	0.00	0.00	0.00	1.70	1.68	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	1.54	0.92	0.04	0.02
11.00	0.74	0.79	0.00	0.00	0.00	1.87	2.26	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	1.32	1.35	0.15	0.16
12.00	0.86	0.68	0.00	0.00	0.00	2.01	1.67	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	1.63	0.80	0.74	0.25
13.00	2.04	1.98	0.00	0.00	0.00	1.99	1.80	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	2.16	2.47	0.00	0.00
14.00	1.34	1.34	0.00	0.00	0.00	1.48	1.34	0.00	0.00	0.18	1.99	0.00	0.00	0.00	0.15	0.00	1.54	1.04	0.14	0.14
15.00	2.32	2.32	0.00	0.00	0.00	2.00	2.33	0.00	0.00	0.12	2.00	0.00	0.00	0.00	0.12	0.00	1.85	0.40	0.12	0.12
16.00	2.00	1.92	0.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00
17.00	1.60	1.59	0.00	0.00	0.00	1.99	1.58	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	1.73	1.04	0.00	0.00
18.00	0.77	0.69	0.00	0.00	0.00	1.57	0.89	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	2.00	1.63	0.15	0.15
19.00	1.06	1.08	0.00	0.00	0.00	1.45	1.26	0.00	0.00	0.28	2.00	0.00	0.00	0.00	0.37	0.00	1.95	1.39	0.53	0.54
20.00	0.08	0.08	0.00	0.00	0.00	1.21	1.00	0.00	0.00	0.14	1.99	0.00	0.00	0.00	0.09	0.00	1.98	0.68	0.00	0.02
21.00	1.24	1.19	0.00	0.00	0.00	1.55	1.20	0.00	0.00	0.07	2.00	0.00	0.00	0.00	0.07	0.00	1.88	0.79	0.07	0.07
22.00	1.06	1.05	0.00	0.00	0.00	2.00	0.67	0.00	0.00	0.12	2.00	0.00	0.00	0.00	0.11	0.00	1.68	0.98	0.11	0.09
23.00	0.20	0.26	0.00	0.00	0.00	2.00	1.48	0.00	0.00	0.48	2.00	0.00	0.00	0.00	0.55	0.00	1.34	1.70	0.75	0.75
24.00	0.54	0.52	0.00	0.00	0.00	1.71	1.65	0.00	0.00	0.05	2.00	0.00	0.00	0.00	0.05	0.00	1.99	1.72	0.19	0.16
25.00	0.26	0.26	0.00	0.00	0.00	1.39	1.64	0.00	0.00	0.22	2.00	0.00	0.00	0.00	0.24	0.00	1.86	1.55	0.22	0.21
26.00	0.16	0.27	0.00	0.00	0.00	2.30	1.27	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.00	1.86	1.18	0.00	0.00
27.00	0.75	1.01	0.00	0.00	0.00	1.79	1.91	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.54	0.33	0.16	0.14
28.00	1.22	1.22	0.00	0.00	0.00	1.83	1.99	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	2.00	1.46	0.29	0.01
29.00	0.07	0.08	0.00	0.00	0.00	1.64	0.93	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	1.95	0.35	0.12	0.06
30.00	0.80	0.85	0.00	0.00	0.00	1.92	2.06	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	1.63	0.00	0.00	0.00
31.00	1.13	1.05	0.00	0.00	0.00	1.32	1.10	0.00	0.00	0.18	2.00	0.00	0.00	0.00	0.18	0.00	1.52	0.87	0.13	0.13
32.00	1.38	1.78	0.00	0.00	0.00	1.84	1.88	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.00	2.03	0.52	0.00	0.00
33.00	1.28	1.38	0.00	0.00	0.00	1.79	1.99	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	1.84	0.93	0.00	0.00
34.00	1.11	1.11	0.00	0.00	0.00	1.95	0.95	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	1.85	0.53	0.12	0.14
35.00	0.06	0.00	0.00	0.00	0.00	1.64	1.02	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	1.37	0.33	0.01	0.01
36.00	0.00	0.00	0.00	0.00	0.00	1.50	1.88	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	1.61	0.59	0.00	0.00
37.00	0.68	0.80	0.00	0.00	0.00	1.77	1.41	0.00	0.00	0.05	2.00	0.00	0.00	0.00	0.06	0.00	1.78	0.40	0.28	0.29
38.00	0.04	0.57	0.00	0.00	0.00	2.00	1.86	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.00	1.97	0.00	0.00	0.00
39.00	0.55	0.57	0.00	0.00	0.00	1.64	1.46	0.00	0.00	0.18	2.00	0.00	0.00	0.00	0.19	0.00	2.00	0.31	0.21	0.19
40.00	0.91	0.94	0.00	0.00	0.00	2.00	2.27	0.00	0.00	0.08	2.00	0.00	0.00	0.00	0.07	0.00	2.00	0.86	0.01	0.00
41.00	0.78	0.87	0.00	0.00	0.00	1.78	1.45	0.00	0.00	0.11	2.00	0.00	0.00	0.00	0.08	0.00	1.31	0.89	0.07	0.00
42.00	0.41	0.52	0.00	0.00	0.00	1.99	2.17	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	1.95	1.14	0.31	0.00
43.00	0.16	0.73	0.00	0.00	0.00	1.73	0.91	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	1.77	1.33	0.00	0.00
44.00	0.47	0.77	0.00	0.00	0.00	2.01	2.07	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.05	0.00	1.44	0.99	0.00	0.00
45.00	0.45	0.46	0.00	0.00	0.00	1.81	2.03	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	1.91	1.59	0.02	0.01
46.00	0.33	0.35	0.00	0.00	0.00	1.44	1.07	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	1.02	0.42	0.00	0.00
47.00	0.99	0.93	0.00	0.00	0.00	2.10	2.34	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	1.72	0.75	0.86	0.75
48.00	0.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00	0.00	0.12	2.00	0.00	0.00	0.00	0.12	0.00	2.00	2.30	0.42	0.42
49.00	0.66	0.71	0.00	0.00	0.00	1.77	1.92	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	1.32	0.91	0.15	0.15
50.00	0.00	0.00	0.00	0.00	0.00	1.80	1.68	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	1.07	1.00	0.31	0.77
51.00	1.20	1.24	0.00	0.00	0.00	2.00	1.54	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.00	0.55	0.00	0.00	0.00
52.00	0.15	0.15	0.00	0.00	0.00	1.98	1.59	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	1.11	0.00	0.00	0.00
53.00	0.00	0.00	0.00	0.00	0.00	1.30	0.00	0.00	0.00	0.31	2.00	0.00	0.00	0.00	0.32	0.00	1.95	1.32	0.62	0.61
54.00	0.05	0.05	0.00	0.00	0.00	1.50	1.64	0.00	0.00	0.27	2.00	0.00	0.00	0.00	0.25	0.00	1.99	0.08	0.25	0.05
55.00	0.29	0.29	0.00	0.00	0.00	1.31	0.59	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	2.00	0.46	0.00	0.00
56.00	0.61	0.46	0.00	0.00	0.00	1.19	1.35	0.00	0.00	0.13	2.00	0.00	0.00	0.00	0.13	0.00	1.27	0.26	0.47	0.25
