Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.310s)
CreateVariables () DONE !!!
Creating 10 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9
2.00	0.00	0.00	0.00	0.00	1.66	1.99	1.78	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	0.57	2.00	2.00	0.00	0.00	0.00
4.00	0.00	0.00	0.00	1.45	0.00	2.00	2.00	0.00	0.00	0.00
5.00	0.00	0.00	0.00	2.00	0.00	2.00	2.00	0.00	0.00	1.31
6.00	0.00	0.00	1.74	0.39	0.44	2.00	1.95	0.00	0.00	1.92
7.00	0.00	0.00	1.91	1.77	0.00	2.00	2.04	0.00	0.00	1.78
8.00	0.00	0.00	1.98	1.93	0.22	1.99	2.00	0.00	0.00	2.00
9.00	0.00	0.00	2.00	0.14	0.15	2.00	2.00	0.00	0.00	0.15
10.00	0.00	0.00	2.00	0.00	0.00	2.00	1.98	0.00	0.00	0.00
11.00	0.00	0.00	2.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00
12.00	0.00	0.00	1.99	0.00	0.00	2.00	2.00	0.00	0.00	0.00
13.00	0.00	0.00	2.00	0.00	0.00	2.00	1.98	0.00	0.00	0.00
14.00	0.00	0.00	2.00	0.00	0.00	1.99	1.99	0.00	0.00	0.00
15.00	0.00	0.00	2.00	0.00	0.00	2.00	1.99	0.00	0.00	0.00
16.00	0.00	0.00	2.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00
17.00	0.00	0.00	1.99	0.00	0.00	2.00	1.99	0.00	0.00	0.00
18.00	0.00	0.00	2.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00
19.00	0.00	0.00	2.00	0.00	0.00	2.00	1.99	0.00	0.00	0.00
20.00	0.00	0.00	2.00	0.00	0.00	1.99	1.99	0.00	0.00	0.00
21.00	0.00	0.00	2.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00
22.00	0.00	0.00	2.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00
23.00	0.00	0.00	2.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00
24.00	0.00	0.00	1.99	0.00	0.00	2.00	2.00	0.00	0.00	0.00
25.00	0.00	0.00	2.00	0.00	0.00	2.00	1.99	0.00	0.00	0.00
26.00	0.00	0.00	2.00	0.00	0.00	1.99	2.00	0.00	0.00	0.00
27.00	0.00	0.00	2.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00
28.00	0.00	0.00	2.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00
29.00	0.00	0.00	1.99	0.00	0.00	2.00	1.99	0.00	0.00	0.00
30.00	0.00	0.00	2.00	0.00	0.00	2.00	1.99	0.00	0.00	0.00
31.00	0.00	0.00	2.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00
32.00	0.00	0.00	2.00	0.00	0.00	1.99	2.00	0.00	0.00	0.00
33.00	0.00	0.00	2.00	0.00	0.00	2.00	1.99	0.00	0.00	0.00
34.00	0.00	0.00	2.00	0.00	0.00	2.00	1.99	0.00	0.00	0.00
35.00	0.00	0.00	2.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00
36.00	0.00	0.00	1.99	0.00	0.00	2.00	1.99	0.00	0.00	0.00
37.00	0.00	0.00	2.00	0.00	0.00	2.00	1.99	0.00	0.00	0.00
38.00	0.00	0.00	2.00	0.00	0.00	1.99	2.00	0.00	0.00	0.00
39.00	0.00	0.00	2.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00
40.00	0.00	0.00	2.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00
41.00	0.00	0.00	2.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00
42.00	0.00	0.00	1.99	0.00	0.00	2.00	1.98	0.00	0.00	0.00
43.00	0.00	0.00	2.00	0.00	0.00	2.00	1.99	0.00	0.00	0.00
44.00	0.00	0.00	2.00	0.00	0.00	1.99	1.99	0.00	0.00	0.00
45.00	0.00	0.00	2.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00
46.00	0.00	0.00	2.00	0.00	0.00	2.00	1.99	0.00	0.00	0.00
47.00	0.00	0.00	1.99	0.00	0.00	2.00	1.99	0.00	0.00	0.00
48.00	0.00	0.00	2.00	0.00	0.00	2.00	1.98	0.00	0.00	0.00
49.00	0.00	0.00	2.00	0.00	0.00	2.00	2.01	0.00	0.00	0.00
50.00	0.00	0.00	2.00	0.00	0.00	2.00	1.99	0.00	0.00	0.00
51.00	0.00	0.00	2.00	0.00	0.00	1.99	2.00	0.00	0.00	0.00
52.00	0.00	0.00	2.00	0.00	0.00	2.00	1.99	0.00	0.00	0.00
53.00	0.00	0.00	2.00	0.00	0.00	2.00	1.99	0.00	0.00	0.00
54.00	0.00	0.00	1.99	0.00	0.00	2.00	1.98	0.00	0.00	0.00
55.00	0.00	0.00	2.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00
56.00	0.00	0.00	2.00	0.00	0.00	2.00	1.99	0.00	0.00	0.00
57.00	0.00	0.00	2.00	0.00	0.00	1.99	2.00	0.00	0.00	0.00
58.00	0.00	0.00	2.00	0.00	0.00	2.00	1.99	0.00	0.00	0.00
59.00	0.00	0.00	2.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00
60.00	0.00	0.00	2.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00
61.00	0.00	0.00	1.99	0.00	0.00	2.00	1.99	0.00	0.00	0.00
62.00	0.00	0.00	2.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00
63.00	0.00	0.00	2.00	0.00	0.00	1.99	1.98	0.00	0.00	0.00
64.00	0.00	0.00	2.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00
65.00	0.00	0.00	2.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00
66.00	0.00	0.00	1.99	0.00	0.00	2.00	2.00	0.00	0.00	0.00
67.00	0.00	0.00	2.00	0.00	0.00	2.00	1.99	0.00	0.00	0.00
68.00	1.34	0.00	2.00	1.32	0.86	2.00	1.94	0.00	0.00	1.19
69.00	1.99	0.00	2.00	1.97	1.99	1.99	2.00	0.00	0.00	2.00
70.00	2.00	0.00	1.99	1.99	1.98	2.00	1.99	0.00	0.00	0.33
71.00	2.00	0.00	2.00	1.99	1.99	2.00	2.00	0.00	0.00	0.00
72.00	2.00	0.00	1.99	1.99	2.00	2.00	2.00	0.00	0.00	0.00
73.00	2.00	0.00	2.00	2.00	2.00	2.00	2.00	0.00	0.00	0.00
74.00	0.66	0.00	1.99	1.99	2.00	2.00	0.66	0.00	0.00	0.00
75.00	0.00	0.00	2.00	2.00	2.00	1.99	0.00	0.00	0.00	0.00
76.00	0.00	0.00	1.98	1.98	1.98	2.00	0.00	0.00	0.00	0.00
77.00	0.00	0.00	2.03	2.01	2.01	2.00	0.00	0.00	0.00	0.00
78.00	0.00	0.00	2.00	2.01	2.00	2.00	0.00	0.00	0.00	0.00
79.00	0.00	0.00	2.00	1.99	2.00	2.00	0.00	0.00	0.00	0.00
80.00	0.00	0.00	1.99	2.00	2.00	2.00	0.00	0.00	0.00	0.00
81.00	0.00	0.00	2.00	2.00	2.00	1.99	0.00	0.00	0.00	0.00
82.00	0.00	0.00	2.00	2.00	2.00	2.00	0.00	0.00	0.00	0.00
83.00	1.72	0.00	1.99	2.00	1.93	2.00	1.58	0.00	0.00	1.13
84.00	2.00	0.00	1.93	1.98	1.90	2.00	2.00	0.00	0.00	2.00
85.00	2.00	0.00	1.97	2.00	1.90	2.00	2.00	0.00	0.00	2.00
86.00	2.00	0.00	1.98	1.98	1.91	2.00	1.99	0.00	0.00	1.99
87.00	1.99	0.00	1.99	1.99	1.91	1.99	2.00	0.00	0.00	2.00
88.00	2.00	0.00	1.98	1.99	1.88	2.00	2.00	0.00	0.00	1.99
89.00	2.00	0.00	1.95	1.99	1.83	2.00	2.00	0.00	0.00	1.99
