Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.356s)
CreateVariables () DONE !!!
Creating 20 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19
2.00	0.89	0.00	0.00	0.00	0.00	1.50	0.00	0.00	0.00	0.00	1.98	0.00	0.00	0.00	0.00	1.27	0.00	0.00	0.07	0.00
3.00	1.10	0.00	0.00	0.00	0.00	1.14	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.98	0.00	0.00	0.05	0.00
4.00	1.41	0.00	0.00	0.00	0.00	1.42	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	1.48	0.00	0.00	0.38	0.39
5.00	1.28	0.00	0.00	0.00	0.00	1.95	1.19	0.00	0.00	0.00	2.00	0.22	0.00	0.00	0.00	1.72	0.00	0.00	0.00	0.00
6.00	2.03	0.00	0.00	0.37	0.00	2.04	0.89	0.00	0.00	0.00	2.00	1.66	0.13	0.00	0.00	1.98	0.00	0.00	1.01	0.74
7.00	1.47	0.00	0.00	0.21	0.00	1.52	1.64	0.00	0.00	0.00	2.00	1.26	0.26	0.00	0.00	1.47	0.00	0.00	0.24	0.24
8.00	1.37	0.00	0.00	0.00	0.00	1.99	1.38	0.00	0.00	0.00	1.99	1.77	0.05	0.00	0.00	1.99	0.00	0.00	0.25	0.25
9.00	1.38	0.00	0.00	0.00	0.00	1.58	1.33	0.00	0.00	0.00	2.00	1.91	0.24	0.00	0.00	1.98	0.00	0.00	0.00	0.00
10.00	2.00	0.00	0.00	0.00	0.00	2.00	1.90	0.00	0.00	0.00	2.00	1.87	0.00	0.00	0.00	2.04	0.00	0.00	0.00	0.00
11.00	1.99	0.00	0.00	0.00	0.00	2.00	1.99	0.00	0.00	0.00	2.00	1.81	0.67	0.00	0.00	1.99	0.00	0.00	0.00	0.00
12.00	1.74	0.00	0.00	0.00	0.00	1.91	0.91	0.00	0.00	0.00	2.00	1.70	0.48	0.00	0.00	1.99	0.00	0.00	0.20	0.20
13.00	2.00	0.00	0.00	0.12	0.00	2.00	2.12	0.00	0.02	0.00	2.00	1.75	0.27	0.00	0.00	2.00	0.00	0.00	0.47	0.35
14.00	2.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00	1.99	2.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00
15.00	2.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00
16.00	1.63	0.00	0.00	0.41	0.00	1.64	1.48	0.00	0.28	0.00	2.00	1.65	0.00	0.00	0.00	2.00	0.00	0.00	0.29	0.24
17.00	0.27	0.00	0.00	0.00	0.00	2.08	2.40	0.00	0.00	0.00	2.00	2.10	0.51	0.00	0.00	2.00	0.00	0.00	0.00	0.00
18.00	1.40	0.00	0.00	0.04	0.00	1.99	1.98	0.00	0.02	0.00	2.00	1.86	0.32	0.00	0.00	1.99	0.00	0.00	0.07	0.08
19.00	0.00	0.00	0.00	0.07	0.00	2.01	1.80	0.00	0.15	0.00	2.00	1.77	0.14	0.00	0.00	1.99	0.00	0.00	0.13	0.12
20.00	1.39	0.00	0.00	0.06	0.00	1.77	0.09	0.00	0.16	0.00	1.99	1.33	0.53	0.00	0.00	2.00	0.00	0.00	0.40	0.48
21.00	2.05	0.00	0.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00	2.00	1.97	0.19	0.00	0.00	1.98	0.00	0.00	0.00	0.00
