Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.329s)
CreateVariables () DONE !!!
Creating 12 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11
2.00	0.00	0.69	0.00	0.00	0.00	0.11	1.98	1.91	0.00	1.65	0.00	0.48
3.00	0.00	1.97	0.00	0.00	0.00	0.16	2.00	1.31	0.41	0.71	0.32	0.13
4.00	0.00	2.00	0.00	0.77	0.58	0.29	2.00	2.13	2.11	1.54	0.93	0.28
5.00	1.63	2.00	0.00	1.22	0.67	0.00	2.00	2.00	1.77	1.30	0.28	0.00
6.00	2.00	1.98	0.00	1.68	1.04	0.00	2.00	1.99	1.72	1.48	0.27	0.00
7.00	1.99	2.00	0.00	0.64	0.28	0.16	2.00	2.00	2.00	0.47	0.06	0.16
8.00	2.00	1.92	0.00	0.84	0.22	0.00	1.99	2.00	1.72	2.01	0.00	0.00
9.00	1.99	2.00	0.00	1.66	0.00	0.00	2.00	1.98	1.77	1.57	0.42	0.00
10.00	2.01	2.01	0.00	0.97	0.19	0.22	2.00	1.98	1.19	0.42	0.37	0.22
11.00	1.99	1.94	0.00	0.87	0.00	0.00	2.00	1.80	1.54	0.71	1.12	0.00
12.00	1.97	1.99	0.00	1.08	0.14	0.00	2.00	1.94	1.81	0.13	0.07	0.00
13.00	2.00	2.00	0.00	0.92	0.00	0.00	2.00	1.90	1.27	1.07	0.00	0.00
14.00	1.94	2.00	0.00	0.48	0.29	0.00	1.99	2.00	1.53	0.82	0.34	0.00
15.00	2.00	2.00	0.00	1.31	0.00	0.00	2.00	2.00	0.86	0.80	0.02	0.00
16.00	2.00	1.84	0.00	1.39	0.08	0.00	2.00	2.00	1.78	0.45	0.00	0.00
