Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.309s)
CreateVariables () DONE !!!
Creating 16 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15
2.00	0.00	0.00	0.00	0.00	1.72	0.00	0.00	0.00	1.98	0.00	0.00	0.00	1.59	1.79	0.00	0.00
3.00	0.00	1.64	0.00	0.00	1.99	0.00	0.00	0.00	2.00	0.00	0.00	0.00	1.99	2.00	0.00	0.00
4.00	0.00	1.78	0.00	0.00	1.66	0.00	0.04	0.00	2.00	0.00	0.04	0.00	1.74	1.66	0.00	0.00
5.00	0.00	1.71	0.00	0.00	1.99	1.86	0.86	0.00	2.00	0.00	0.00	0.00	1.98	1.84	0.00	1.19
6.00	0.00	1.94	1.68	0.00	2.00	2.00	2.00	0.00	2.00	1.93	0.00	0.00	2.00	1.99	0.00	2.00
7.00	0.00	0.97	0.74	0.00	1.25	0.58	0.67	0.00	2.00	0.53	0.00	0.31	1.44	1.27	0.00	0.74
8.00	0.00	0.93	0.04	0.00	2.05	0.33	0.34	0.00	1.99	1.60	0.00	0.74	1.54	0.82	0.00	0.00
9.00	0.00	0.79	1.18	0.00	1.30	0.98	0.22	0.00	2.00	0.68	0.00	0.41	0.14	0.98	0.00	0.04
10.00	0.00	1.37	0.92	0.00	1.88	0.26	1.02	0.00	2.00	1.45	0.00	0.00	2.07	0.77	0.00	0.00
11.00	0.00	0.00	0.00	0.00	1.68	1.72	0.37	0.00	2.00	0.59	0.00	1.21	1.46	1.18	0.00	0.00
