Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.320s)
CreateVariables () DONE !!!
Creating 6 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5
2.00	0.00	0.00	0.00	1.99	1.92	0.00
3.00	1.93	0.00	0.00	2.00	1.99	0.00
4.00	1.99	1.92	1.93	2.00	2.00	1.92
5.00	1.99	2.00	1.99	2.00	2.00	0.04
6.00	2.00	1.99	2.00	2.00	2.00	1.97
7.00	1.99	2.00	2.00	2.00	1.99	2.00
8.00	2.00	2.00	2.00	1.99	2.00	1.99
9.00	2.00	2.00	2.00	2.00	2.00	2.00
10.00	2.00	2.00	2.00	2.00	2.00	2.00
11.00	2.00	2.00	2.00	2.00	2.00	1.99
12.00	2.00	1.99	1.99	2.00	2.00	2.00
13.00	1.99	2.00	2.00	2.00	1.99	2.00
14.00	2.00	2.00	2.00	1.99	2.00	2.00
15.00	2.00	2.00	2.00	2.00	2.00	2.00
16.00	2.00	2.00	2.00	2.00	2.00	2.00
17.00	2.00	2.00	1.99	2.00	2.00	2.00
18.00	2.00	2.00	2.00	2.00	2.00	1.99
19.00	2.00	1.99	2.00	2.00	1.99	2.00
20.00	1.99	2.00	2.00	1.99	2.00	2.00
21.00	2.00	2.00	2.00	2.00	2.00	2.00
22.00	2.00	2.00	2.00	2.00	2.00	2.00
23.00	2.00	2.00	1.99	2.00	2.00	1.98
24.00	2.00	1.99	2.00	2.00	2.00	2.00
25.00	2.00	2.00	2.00	2.00	1.99	2.00
26.00	1.98	2.00	2.00	1.99	2.00	2.00
27.00	2.00	2.00	2.00	2.00	2.00	2.00
28.00	2.00	2.00	2.00	2.00	2.00	2.00
29.00	2.00	2.00	1.99	2.00	2.00	2.00
30.00	2.00	2.00	2.00	2.00	2.00	1.99
31.00	2.00	1.99	2.00	2.00	1.99	2.00
32.00	1.99	2.00	2.00	1.99	2.00	2.00
33.00	2.00	2.00	2.00	2.00	2.00	2.00
34.00	2.00	2.00	2.00	2.00	2.00	2.00
35.00	2.00	2.00	2.00	2.00	2.00	2.00
36.00	2.00	2.00	1.99	2.00	2.00	1.99
37.00	2.00	1.99	2.00	2.00	1.99	2.00
38.00	1.99	2.00	2.00	1.99	2.00	2.00
39.00	2.00	2.00	2.00	2.00	2.00	2.00
40.00	2.00	2.00	2.00	2.00	2.00	2.00
41.00	1.99	2.00	1.99	2.00	2.00	1.99
42.00	2.00	2.00	2.00	2.00	2.00	1.99
43.00	2.00	1.99	1.99	2.00	1.99	2.00
44.00	1.99	2.00	2.00	1.99	2.00	2.00
45.00	2.00	2.00	2.00	2.00	2.00	2.00
46.00	2.00	2.00	2.00	2.00	2.00	2.00
47.00	2.00	2.00	2.00	2.00	2.00	2.00
48.00	2.00	2.00	2.00	2.00	2.00	1.99
49.00	2.00	2.00	1.99	2.00	1.99	2.00
50.00	1.99	1.99	2.00	2.00	2.00	2.00
51.00	2.00	2.00	2.00	1.99	2.00	2.00
52.00	2.00	2.00	2.00	2.00	2.00	2.00
53.00	2.00	2.00	2.00	2.00	2.00	2.00
54.00	2.00	2.00	1.99	2.00	2.00	1.99
55.00	2.00	2.00	2.00	2.00	1.99	2.00
56.00	1.99	1.99	2.00	2.00	2.00	2.00
57.00	2.00	2.00	2.00	1.99	2.00	2.00
58.00	2.00	2.00	2.00	2.00	2.00	2.00
59.00	2.00	2.00	1.99	2.00	2.00	1.98
60.00	2.00	2.00	2.00	2.00	2.00	2.00
61.00	2.00	1.99	1.99	2.00	2.00	2.00
62.00	2.00	2.00	2.00	2.00	1.99	2.00
63.00	1.99	2.00	2.00	1.99	2.00	2.00
64.00	2.00	2.00	2.00	2.00	2.00	2.00
65.00	2.00	2.00	2.00	2.00	2.00	2.00
66.00	2.00	2.00	2.00	2.00	2.00	1.99
67.00	2.00	2.00	1.99	2.00	2.00	2.00
68.00	2.00	1.99	2.00	2.00	1.99	2.00
69.00	1.99	2.00	2.00	1.99	2.00	2.00
70.00	1.99	2.00	0.09	2.00	1.99	1.05
71.00	1.97	1.99	2.17	2.00	1.98	1.85
72.00	2.01	2.00	1.98	2.00	2.00	1.93
73.00	1.99	1.99	1.99	2.00	1.99	1.97
74.00	2.00	2.00	2.00	2.00	2.00	1.98
75.00	2.00	2.00	2.00	1.99	2.00	1.98
76.00	2.00	2.00	2.00	2.00	2.00	1.94
77.00	2.00	2.00	1.99	2.00	2.00	1.94
78.00	2.00	2.00	2.00	2.00	1.99	1.97
79.00	1.99	2.00	2.00	2.00	2.00	1.94
80.00	2.00	2.00	2.00	2.00	2.00	1.97
81.00	2.00	1.99	2.00	1.99	2.00	1.99
82.00	2.00	2.00	2.00	2.00	2.00	1.98
83.00	2.00	2.00	1.99	2.00	2.00	1.95
84.00	2.00	2.00	2.00	2.00	1.99	1.95
85.00	2.00	2.00	1.99	2.00	2.00	1.95
86.00	1.99	1.99	2.00	2.00	2.00	1.98
87.00	2.00	2.00	2.00	1.99	2.00	1.97
88.00	2.00	1.99	1.99	2.00	1.87	2.00
89.00	2.00	2.00	1.99	2.00	1.87	2.00
90.00	1.99	2.00	2.00	2.00	1.83	1.99
91.00	2.00	1.99	1.99	2.00	1.87	1.99
92.00	2.00	2.01	2.00	2.00	1.90	1.98
93.00	2.00	1.99	2.00	1.99	1.90	1.98
94.00	2.00	2.00	2.00	2.00	1.91	1.99
95.00	2.00	2.00	2.00	2.00	1.87	1.99
96.00	2.00	2.00	1.99	2.00	1.90	2.00
97.00	1.99	2.00	2.00	2.00	1.93	1.99
98.00	2.00	1.99	2.00	2.00	1.81	2.00
99.00	2.00	2.00	2.00	2.00	1.87	2.00
100.00	2.00	2.00	1.99	1.99	1.88	1.98
101.00	2.00	2.00	1.99	2.00	1.87	1.97
102.00	2.00	2.00	2.00	2.00	1.86	1.99
103.00	1.99	1.99	2.00	2.00	1.84	2.00
104.00	1.95	1.99	1.84	2.00	2.00	1.85
105.00	1.95	2.00	2.00	2.00	2.00	1.98
106.00	1.81	1.85	1.74	1.99	1.84	1.84
107.00	1.99	2.00	1.99	2.00	2.00	1.97
108.00	2.01	2.00	2.00	2.00	1.99	2.00
109.00	1.99	2.00	1.99	2.00	2.00	1.99
110.00	1.99	2.00	2.00	2.00	2.00	1.95
111.00	2.00	1.98	2.00	2.00	2.00	1.98
112.00	2.00	2.00	2.00	1.99	2.00	1.97
113.00	2.00	2.00	2.00	2.00	2.00	1.98
114.00	1.99	2.00	2.00	2.00	2.00	1.98
115.00	2.00	2.00	1.97	2.00	2.00	1.97
116.00	2.00	1.98	2.00	2.00	1.99	1.99
117.00	2.00	2.00	2.00	2.00	2.00	1.99
118.00	2.00	2.00	2.00	1.99	2.00	1.98
119.00	2.00	2.00	2.00	2.00	2.00	1.99
120.00	2.00	2.00	1.99	2.00	2.00	1.93
121.00	2.00	2.00	2.00	2.00	2.00	1.92
122.00	1.99	2.00	2.00	2.00	1.99	1.98
123.00	2.00	1.99	2.00	2.00	2.00	1.98
124.00	1.99	1.98	1.99	1.99	1.99	1.94
125.00	2.01	2.00	2.01	2.00	2.01	1.99
126.00	2.00	2.00	1.99	2.00	2.00	1.97
127.00	1.99	2.00	2.00	2.00	1.99	1.94
128.00	2.00	1.98	2.00	2.00	2.00	1.92
129.00	2.00	2.00	2.00	2.00	2.00	1.97
130.00	2.00	2.00	1.99	1.99	2.00	1.95
131.00	2.00	2.00	1.99	2.00	2.00	1.97
132.00	2.00	1.99	1.99	2.00	2.00	1.94
133.00	2.00	2.00	2.00	2.00	2.00	1.95
134.00	1.99	2.00	2.00	2.00	1.99	1.95
135.00	2.00	1.99	2.00	2.00	2.00	1.97
136.00	2.00	2.00	2.00	1.99	2.00	1.94
137.00	2.00	2.00	2.00	2.00	2.00	1.95
138.00	2.00	2.00	2.00	2.00	2.00	1.95
139.00	2.00	2.00	1.98	2.00	2.00	1.94
140.00	1.99	1.99	2.00	2.00	1.99	1.98
141.00	2.00	2.00	2.00	2.00	2.00	1.98
142.00	2.00	2.00	2.00	2.00	2.00	1.99
143.00	2.00	2.00	2.00	1.99	2.00	2.00
144.00	2.00	2.00	1.99	2.00	2.00	1.93
145.00	2.00	2.00	2.00	2.00	2.00	1.97
146.00	1.99	2.00	2.00	2.00	2.00	1.98
147.00	2.00	1.99	2.00	2.00	1.99	1.95
148.00	2.00	2.00	2.00	2.00	2.00	1.99
149.00	2.00	2.00	2.00	1.99	2.00	2.00
150.00	2.00	2.00	2.00	2.00	2.00	1.99
151.00	2.00	2.00	1.99	2.00	2.00	1.91
152.00	1.99	1.99	2.00	2.00	1.99	1.97
153.00	2.00	2.01	2.00	2.00	2.00	1.99
154.00	2.00	1.99	2.00	2.00	2.00	1.98
155.00	2.00	2.00	2.00	1.99	2.00	1.95
156.00	1.99	2.00	2.00	2.00	2.00	1.97
157.00	2.00	2.00	2.00	2.00	1.99	1.98
158.00	1.91	1.91	1.90	2.00	1.91	1.90
159.00	2.10	2.10	2.10	2.00	2.10	2.08
160.00	2.00	1.99	2.00	2.00	2.00	1.98
161.00	2.00	2.00	1.99	1.99	2.00	1.97
162.00	2.00	2.00	2.00	2.00	2.00	1.99
163.00	2.00	2.00	1.99	2.00	1.99	1.97
164.00	1.99	2.00	1.99	2.00	2.00	1.95
165.00	2.00	2.00	2.00	2.00	2.01	1.98
166.00	0.21	0.20	0.22	2.00	0.19	0.21
167.00	0.00	0.00	0.00	1.99	0.00	0.00
168.00	0.47	0.47	0.32	2.00	0.85	0.77
169.00	0.37	0.35	0.35	2.00	0.35	0.35
170.00	1.99	1.99	2.00	2.00	1.99	1.99
171.00	2.00	2.01	2.00	2.00	2.00	1.99
172.00	2.00	1.99	2.00	2.00	2.00	1.99
173.00	2.00	2.00	2.00	1.99	2.00	2.00
174.00	2.00	2.00	2.00	2.00	2.00	2.00
175.00	2.00	2.00	1.99	2.00	2.00	2.00
176.00	1.99	2.00	2.00	2.00	1.99	2.00
177.00	2.00	2.00	2.00	2.00	2.00	1.99
178.00	1.99	2.00	2.00	2.00	2.00	2.00
179.00	2.00	1.99	2.00	1.99	2.00	2.00
10.1.1.1	1.98	3565.67
10.1.1.2	1.97	3404.10
10.1.1.3	1.96	5722.94
10.2.1.2	2.04	8.18
10.1.1.5	1.99	4134.04
10.1.1.6	1.94	5048.15
