Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.353s)
CreateVariables () DONE !!!
Creating 8 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7
2.00	0.00	1.88	1.41	0.14	1.98	0.00	1.55	0.59
3.00	1.70	1.91	0.06	1.65	2.00	1.70	1.83	0.11
4.00	1.48	2.00	0.00	1.44	2.00	1.54	2.00	1.84
5.00	0.92	2.00	0.00	0.91	2.00	0.95	2.00	1.97
6.00	2.00	2.00	0.00	1.92	2.00	2.01	1.99	2.00
7.00	1.27	1.99	0.00	1.22	2.00	1.26	2.00	2.00
8.00	0.00	2.00	0.00	0.00	1.99	0.00	2.00	2.00
9.00	0.00	2.00	0.00	0.00	2.00	0.00	1.99	2.00
10.00	0.00	2.00	0.00	0.00	2.00	0.00	2.01	1.99
11.00	0.00	1.99	0.00	0.02	2.00	0.00	1.99	2.00
12.00	0.00	2.00	0.00	0.00	2.00	0.00	2.00	2.00
13.00	0.00	2.00	0.00	0.01	2.00	0.00	2.00	2.00
14.00	0.00	2.00	0.00	0.02	1.99	0.00	2.00	2.00
15.00	0.00	2.00	0.00	0.00	2.00	0.00	2.00	2.00
16.00	0.00	2.00	0.00	0.01	2.00	0.00	2.00	1.99
17.00	0.00	2.00	0.00	0.01	2.00	0.00	2.00	2.00
18.00	0.00	1.99	0.00	0.00	2.00	0.00	1.99	2.00
19.00	0.00	2.00	0.00	0.00	2.00	0.00	2.00	2.00
20.00	0.00	2.00	0.00	0.04	1.99	0.00	2.00	2.00
21.00	0.00	2.00	0.00	0.00	2.00	0.00	2.00	2.00
22.00	0.00	2.00	0.00	0.00	2.00	0.00	1.99	2.00
23.00	0.00	2.00	0.00	0.00	2.00	0.00	2.01	1.99
24.00	0.00	1.99	0.00	0.00	2.00	0.00	1.99	2.00
25.00	0.00	2.00	0.00	0.01	2.00	0.00	2.00	2.00
26.00	0.00	2.00	0.00	0.02	1.99	0.00	2.00	1.99
27.00	0.00	2.00	0.00	0.00	2.00	0.00	2.00	2.00
28.00	0.00	2.00	0.00	0.00	2.00	0.00	2.00	1.99
29.00	0.00	1.99	0.00	0.01	2.00	0.00	1.99	2.00
30.00	0.00	2.00	0.00	0.00	2.00	0.00	2.00	2.00
31.00	0.00	2.00	0.00	0.00	2.00	0.00	2.00	2.00
32.00	0.00	2.00	0.00	0.02	1.99	0.00	2.00	1.99
33.00	0.00	2.00	0.00	0.00	2.00	0.00	2.00	2.00
34.00	0.00	2.00	0.00	0.01	2.00	0.00	2.00	1.99
35.00	0.00	2.00	0.00	0.00	2.00	0.00	2.00	1.99
36.00	0.00	2.00	0.00	0.00	2.00	0.00	1.99	2.00
37.00	0.00	1.99	0.00	0.01	2.00	0.00	2.00	2.00
38.00	0.00	2.00	0.00	0.01	1.99	0.00	2.00	2.00
39.00	0.00	2.00	0.00	0.00	2.00	0.00	2.00	2.00
40.00	0.00	2.00	0.00	0.00	2.00	0.00	2.00	2.00
41.00	0.00	2.00	0.00	0.00	2.00	0.00	2.00	1.99
42.00	0.00	2.00	0.00	0.00	2.00	0.00	1.99	2.00
43.00	0.00	2.00	0.00	0.00	2.00	0.00	2.00	2.00
44.00	0.00	1.99	0.00	0.02	1.99	0.00	2.00	1.99
45.00	0.00	2.00	0.00	0.00	2.00	0.00	2.00	2.00
46.00	0.00	2.00	0.00	0.00	2.00	0.00	2.00	2.00
47.00	0.00	2.00	0.00	0.02	2.00	0.00	2.00	1.99
48.00	0.00	2.00	0.00	0.00	2.00	0.00	1.99	2.00
49.00	0.00	1.99	0.00	0.00	2.00	0.00	2.00	2.00
50.00	0.00	2.00	0.00	0.04	2.00	0.00	2.00	1.99
51.00	0.00	2.00	0.00	0.00	1.99	0.00	2.00	2.00
52.00	0.00	2.00	0.00	0.00	2.00	0.00	2.00	1.99
53.00	0.00	2.00	0.00	0.00	2.00	0.00	1.99	2.00
54.00	0.00	2.00	0.00	0.00	2.00	0.00	2.00	2.00
55.00	0.00	1.99	0.00	0.00	2.00	0.00	2.00	2.00
56.00	0.00	2.00	0.00	0.04	2.00	0.00	2.00	1.98
57.00	0.00	2.00	0.00	0.00	1.99	0.00	2.00	2.00
58.00	0.22	1.90	0.00	0.33	2.00	0.80	1.87	1.83
59.00	1.68	1.50	0.00	1.31	2.00	1.52	0.88	0.62
60.00	1.74	1.93	0.00	1.67	2.00	1.70	1.58	0.14
61.00	1.45	2.01	0.00	2.01	2.00	2.00	2.00	0.72
62.00	0.00	2.00	0.00	2.00	2.00	2.00	2.00	2.00
63.00	0.00	2.00	0.00	2.00	1.99	2.00	2.00	2.00
64.00	0.00	2.00	0.00	2.00	2.00	2.00	2.00	2.00
65.00	0.00	2.00	0.00	1.99	2.00	2.00	2.00	1.99
66.00	0.00	2.00	0.00	1.99	2.00	2.00	1.99	2.00
67.00	0.00	2.00	0.00	2.00	2.00	1.99	2.00	2.00
68.00	0.00	1.99	0.00	2.00	2.00	2.00	2.00	2.00
69.00	0.00	1.99	0.00	1.81	1.99	1.81	2.00	1.81
70.00	0.00	2.00	0.00	0.00	2.00	0.00	2.00	0.00
71.00	0.00	2.00	0.00	0.00	2.00	0.00	2.00	0.00
72.00	0.00	2.00	0.00	0.00	2.00	0.00	2.00	0.00
73.00	0.00	2.00	0.00	0.00	2.00	0.00	1.99	0.00
74.00	0.00	1.99	0.00	0.00	2.00	0.00	2.00	0.00
75.00	0.00	2.00	0.00	0.00	1.99	0.00	2.00	0.00
76.00	0.00	2.00	0.00	0.00	2.00	0.00	2.00	0.00
77.00	0.00	2.00	0.00	0.00	2.00	0.00	2.00	0.00
78.00	0.00	2.00	0.00	0.00	2.00	0.00	1.99	0.00
79.00	0.00	2.00	0.00	0.00	2.00	0.00	2.01	0.00
80.00	0.00	1.99	0.00	0.00	2.00	0.00	1.99	0.00
81.00	0.00	2.00	0.00	0.00	1.99	0.00	2.00	0.00
82.00	0.00	1.99	0.00	0.00	2.00	0.00	2.00	0.00
83.00	0.00	2.00	0.00	0.00	2.00	0.00	2.00	0.00
84.00	0.00	1.99	0.00	0.00	2.00	0.00	1.99	0.00
85.00	0.00	2.00	0.00	0.00	2.00	0.00	2.00	0.00
86.00	0.00	1.99	0.00	0.00	2.00	0.00	2.00	0.00
87.00	0.00	2.00	0.00	0.00	1.99	0.00	2.00	0.00
88.00	0.00	2.00	0.00	0.00	2.00	0.00	2.00	0.00
89.00	0.00	1.99	0.00	0.00	2.00	0.00	2.00	0.00
90.00	0.00	2.00	0.00	0.00	2.00	0.00	1.99	0.00
91.00	0.00	2.00	0.00	0.00	2.00	0.00	2.00	0.00
92.00	0.00	1.99	0.00	0.00	2.00	0.00	2.00	0.00
93.00	0.00	2.00	0.00	0.00	1.99	0.00	2.00	0.00
94.00	0.00	2.00	0.00	0.00	2.00	0.00	2.00	0.00
95.00	0.00	2.00	0.00	0.00	2.00	0.00	2.00	0.00
96.00	0.00	2.00	0.00	0.00	2.00	0.00	2.00	0.00
97.00	0.00	2.00	0.00	0.00	2.00	0.00	1.99	0.00
98.00	0.00	1.98	0.00	0.00	2.00	0.00	2.00	0.00
99.00	0.00	2.00	0.00	0.00	2.00	0.00	2.00	0.00
100.00	0.00	2.00	0.00	0.00	1.99	0.00	2.00	0.00
101.00	0.00	1.98	0.00	0.00	2.00	0.00	2.00	0.00
102.00	0.00	2.00	0.00	0.00	2.00	0.00	2.00	0.00
103.00	0.00	2.00	0.00	0.00	2.00	0.00	1.99	0.00
104.00	0.00	1.98	0.00	0.00	2.00	0.00	2.00	0.00
105.00	0.00	2.00	0.00	0.00	2.00	0.00	2.00	0.00
106.00	1.27	1.98	0.00	1.63	1.99	1.90	1.87	1.58
107.00	1.92	1.86	1.80	1.91	2.00	1.97	1.99	1.93
108.00	2.01	2.00	2.00	1.92	2.00	2.00	2.00	2.00
109.00	2.00	1.97	1.99	1.91	2.00	2.00	1.99	2.00
110.00	1.98	1.97	2.00	1.90	2.00	1.99	2.00	1.98
111.00	2.00	1.98	2.00	1.93	2.00	1.99	1.99	2.00
112.00	1.99	1.98	2.00	1.91	1.99	2.00	1.99	2.00
113.00	1.99	1.99	2.00	1.95	2.00	2.00	2.00	1.95
114.00	1.98	2.00	2.00	1.99	2.00	1.99	1.98	0.91
115.00	0.45	1.95	2.00	0.45	2.00	0.45	0.46	0.00
116.00	0.00	1.97	2.00	0.00	2.00	0.00	0.00	0.00
117.00	0.00	1.99	1.99	0.00	2.00	0.00	0.00	0.00
118.00	0.00	1.98	2.00	0.00	1.99	0.00	0.00	0.00
119.00	0.00	1.99	2.00	0.00	2.00	0.00	0.00	0.00
120.00	0.00	1.99	2.00	0.00	2.00	0.00	0.00	0.00
121.00	0.00	2.00	1.99	0.00	2.00	0.00	0.00	0.00
122.00	0.00	1.99	2.00	0.00	2.00	0.00	0.00	0.00
123.00	0.00	1.99	2.00	0.00	2.00	0.00	0.00	0.00
124.00	0.00	1.98	2.00	0.00	1.99	0.00	0.00	0.00
125.00	0.00	1.91	2.00	0.00	2.00	0.00	0.00	0.00
126.00	0.00	2.00	2.00	0.00	2.00	0.00	0.00	0.00
127.00	0.00	2.00	2.00	0.00	2.00	0.00	0.00	0.00
128.00	0.00	1.98	1.99	0.00	2.00	0.00	0.00	0.00
129.00	0.00	1.99	2.00	0.00	2.00	0.00	0.00	0.00
130.00	0.00	1.94	2.00	0.00	1.99	0.00	0.00	0.00
131.00	0.00	1.97	2.00	0.00	2.00	0.00	0.00	0.00
132.00	0.00	2.00	2.00	0.00	2.00	0.00	0.00	0.00
133.00	0.00	1.99	2.00	0.00	2.00	0.00	0.00	0.00
134.00	0.00	1.99	1.99	0.00	2.00	0.00	0.00	0.00
135.00	0.00	1.97	2.00	0.00	2.00	0.00	0.00	0.00
136.00	0.00	1.99	2.00	0.00	1.99	0.00	0.00	0.00
137.00	0.00	1.97	2.00	0.00	2.00	0.00	0.00	0.00
138.00	0.00	2.00	2.00	0.00	2.00	0.00	0.00	0.00
139.00	0.00	2.00	2.00	0.00	2.00	0.00	0.00	0.00
140.00	0.00	1.98	1.99	0.00	2.00	0.00	0.00	0.00
141.00	0.00	1.97	2.00	0.00	2.00	0.00	0.00	0.00
142.00	0.00	2.00	2.00	0.00	2.00	0.00	0.00	0.00
143.00	0.00	1.98	2.00	0.00	1.99	0.00	0.00	0.00
144.00	0.00	2.00	2.00	0.00	2.00	0.00	0.00	0.00
145.00	0.00	1.95	2.00	0.00	2.00	0.00	0.00	0.00
146.00	0.00	1.98	1.99	0.00	2.00	0.00	0.00	0.00
147.00	0.00	1.99	2.00	0.00	2.00	0.00	0.00	0.00
148.00	0.00	1.99	2.00	0.00	2.00	0.00	0.00	0.00
149.00	0.00	2.00	2.00	0.00	1.99	0.00	0.00	0.00
150.00	0.00	1.99	2.00	0.00	2.00	0.00	0.00	0.00
151.00	0.00	1.98	2.00	0.00	2.00	0.00	0.00	0.00
152.00	0.00	1.97	1.99	0.00	2.00	0.00	0.00	0.00
153.00	0.00	1.99	2.00	0.00	2.00	0.00	0.00	0.00
154.00	0.00	1.97	2.00	0.00	2.00	0.00	0.00	0.00
155.00	0.00	1.99	2.00	0.00	1.99	0.00	0.00	0.00
156.00	0.00	1.98	2.00	0.00	2.00	0.00	0.00	0.00
157.00	0.00	2.00	2.00	0.00	2.00	0.00	0.00	0.00
158.00	0.00	2.00	2.00	0.00	2.00	0.00	0.00	0.00
159.00	0.00	1.99	1.99	0.00	2.00	0.00	0.00	0.00
160.00	0.00	1.97	2.00	0.00	2.00	0.00	0.00	0.00
161.00	0.00	1.99	2.00	0.00	1.99	0.00	0.00	0.00
162.00	0.00	1.99	2.00	0.00	2.00	0.00	0.00	0.00
163.00	0.00	2.00	2.00	0.00	2.00	0.00	0.00	0.00
164.00	0.00	1.98	1.99	0.00	2.00	0.00	0.00	0.00
165.00	0.00	1.98	2.00	0.00	2.00	0.00	0.00	0.00
166.00	0.00	2.00	2.00	0.00	2.00	0.00	0.00	0.00
167.00	0.00	1.99	2.00	0.00	1.99	0.00	0.00	0.00
168.00	0.00	1.97	2.00	0.00	2.00	0.00	0.00	0.00
169.00	0.00	1.98	2.00	0.00	2.00	0.00	0.00	0.00
170.00	0.00	2.00	1.99	0.00	2.00	0.00	0.00	0.00
171.00	0.00	1.98	2.00	0.00	2.00	0.00	0.00	0.00
172.00	0.00	1.98	2.00	0.00	2.00	0.00	0.00	0.00
173.00	0.32	0.82	0.78	0.27	1.99	0.59	0.38	0.16
174.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
175.00	1.22	1.61	1.59	0.00	2.00	1.59	1.59	1.60
176.00	0.66	1.28	1.88	0.00	2.00	1.98	1.38	1.39
177.00	2.92	2.00	2.00	0.00	2.00	1.99	2.00	2.00
178.00	2.00	2.00	2.00	0.00	2.00	2.00	1.99	2.00
179.00	1.99	2.00	2.00	0.00	1.99	2.00	2.00	2.00
10.1.1.1	0.23	33020.34
10.1.1.2	2.00	2083.05
10.1.1.3	0.83	3558.03
10.1.1.4	0.26	14491.87
10.2.1.2	2.04	8.04
10.1.1.6	0.34	13853.44
10.1.1.7	1.34	3758.62
10.1.1.8	0.88	6097.98
