Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (3.477s)
CreateVariables () DONE !!!
Creating 9 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8
2.00	1.33	0.00	0.67	0.00	1.99	0.64	0.00	1.86	0.00
3.00	1.92	1.91	2.45	1.92	2.00	1.98	0.00	1.94	1.32
4.00	1.84	2.00	1.93	1.93	2.00	2.00	0.00	2.00	1.94
5.00	1.98	2.00	1.95	1.99	2.00	2.00	0.00	2.00	2.00
6.00	2.00	2.00	2.00	1.99	2.00	1.99	0.00	2.00	2.00
7.00	2.00	1.99	2.00	2.00	2.00	2.00	0.00	1.99	2.00
8.00	2.00	2.00	1.99	2.00	1.99	2.00	0.00	2.00	1.99
9.00	2.00	2.00	2.00	2.00	2.00	2.00	0.00	2.00	2.00
10.00	2.00	2.00	2.00	2.00	2.00	2.00	0.00	2.00	1.99
11.00	1.99	2.00	2.00	2.00	2.00	1.99	0.00	2.00	1.99
12.00	2.00	2.00	2.00	1.99	2.00	2.01	0.00	1.99	2.00
13.00	2.00	1.99	1.99	2.00	2.00	1.99	0.00	2.00	2.00
14.00	2.00	2.00	1.99	2.00	1.99	2.00	0.00	2.00	1.99
15.00	2.00	2.00	2.00	2.00	2.00	2.00	0.00	2.00	2.00
16.00	2.00	2.00	2.00	2.00	2.00	2.00	0.00	2.00	2.00
17.00	1.99	2.00	1.99	2.00	2.00	2.00	0.00	2.00	2.00
18.00	2.00	2.00	2.01	2.00	2.00	1.99	0.00	1.99	1.99
19.00	2.00	2.00	1.99	1.99	2.00	2.00	0.00	2.00	2.00
20.00	1.98	1.99	2.00	2.00	1.99	2.00	0.00	2.00	2.00
21.00	2.00	2.00	2.00	2.00	2.00	2.00	0.00	2.00	2.00
22.00	2.00	2.00	2.00	2.00	2.00	2.00	0.00	2.00	2.00
23.00	1.99	2.00	1.99	1.99	2.00	2.00	0.00	1.99	1.98
24.00	1.99	2.00	1.99	2.00	2.00	2.00	0.00	2.00	2.00
25.00	2.00	2.00	2.00	1.99	2.00	1.99	0.00	2.00	2.00
26.00	1.99	1.99	1.99	0.02	1.99	2.00	0.00	2.00	1.99
27.00	2.00	2.00	2.00	0.00	2.00	2.00	0.00	2.00	2.00
28.00	2.00	2.00	2.00	0.00	2.00	2.00	0.00	2.00	2.00
29.00	1.99	2.00	2.00	0.00	2.00	1.99	0.00	2.00	2.00
30.00	1.99	2.00	1.99	0.00	2.00	2.01	0.00	1.99	2.00
31.00	2.00	2.00	2.00	0.00	2.00	1.99	0.00	2.00	1.99
32.00	1.98	1.99	2.00	0.00	1.99	2.00	0.00	2.00	1.98
33.00	2.00	2.00	2.00	0.00	2.00	2.00	0.00	2.00	2.00
34.00	2.00	2.00	2.00	0.00	2.00	2.00	0.00	2.00	2.00
35.00	2.00	2.00	1.99	0.00	2.00	2.00	0.00	2.00	2.00
36.00	2.00	2.00	2.01	0.00	2.00	1.99	0.00	1.99	1.99
37.00	1.99	2.00	2.00	0.00	2.00	2.00	0.00	2.00	2.00
38.00	1.99	1.99	1.99	0.00	1.99	2.00	0.00	2.00	2.00
39.00	2.00	2.00	2.00	0.00	2.00	2.00	0.00	2.00	2.00
40.00	2.00	2.00	2.00	0.00	2.00	2.00	0.00	2.00	2.00
41.00	2.00	2.00	2.00	0.00	2.00	2.00	0.00	2.00	1.98
42.00	1.99	2.00	1.99	0.00	2.00	2.00	0.00	2.00	1.99
43.00	2.00	2.00	2.01	0.00	2.00	1.99	0.00	1.99	2.00
44.00	2.00	1.99	1.98	0.00	1.99	2.00	0.00	2.00	1.99
45.00	2.00	2.00	2.00	0.00	2.00	2.00	0.00	2.00	2.00
46.00	2.00	2.00	2.00	0.00	2.00	2.00	0.00	2.00	2.00
47.00	1.99	2.00	2.00	0.00	2.00	2.00	0.00	2.00	2.00
48.00	2.01	1.99	1.99	0.00	2.00	2.00	0.00	2.00	2.00
49.00	2.00	2.01	2.00	0.00	2.00	1.99	0.00	1.99	1.99
50.00	1.99	1.99	2.00	0.00	2.00	2.00	0.00	2.00	1.99
51.00	2.00	2.00	2.00	0.00	1.99	2.00	0.00	2.00	2.00
52.00	2.00	2.00	2.00	0.00	2.00	2.00	0.00	2.00	2.00
53.00	1.99	2.00	2.00	0.00	2.00	2.00	0.00	2.00	1.99
54.00	1.99	2.00	2.00	0.00	2.00	2.00	0.00	1.99	2.00
55.00	2.00	2.00	2.00	0.00	2.00	1.99	0.00	2.00	2.00
56.00	2.00	1.99	1.99	0.00	2.00	2.00	0.00	2.00	1.99
57.00	2.00	2.00	2.00	0.00	1.99	2.00	0.00	2.00	2.00
58.00	2.00	2.00	2.00	0.00	2.00	2.00	0.00	2.00	2.00
59.00	2.00	2.00	2.00	0.00	2.00	2.00	0.00	2.00	2.00
60.00	2.00	2.00	2.00	0.00	2.00	2.00	0.00	2.00	1.99
61.00	1.99	2.00	2.00	0.00	2.00	1.99	0.00	2.00	2.00
62.00	1.99	2.00	1.98	0.00	2.00	2.00	0.00	1.99	1.99
63.00	2.00	1.99	2.00	0.00	1.99	2.00	0.00	2.00	2.00
64.00	2.00	2.00	2.00	0.00	2.00	2.00	0.00	2.00	2.00
65.00	1.99	2.00	1.99	0.00	2.00	2.00	0.00	2.00	1.99
66.00	2.00	2.00	2.00	0.00	2.00	2.00	0.00	1.99	2.00
