Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.252s)
CreateVariables () DONE !!!
Creating 4 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3
2.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	1.57	0.00
4.00	0.00	0.00	2.00	0.00
5.00	0.99	0.00	2.00	1.18
6.00	2.00	1.21	2.00	1.99
7.00	1.99	2.00	2.00	2.00
8.00	2.00	2.00	1.99	2.00
9.00	2.00	1.99	2.00	1.98
10.00	2.00	2.01	2.00	1.99
11.00	1.99	1.99	2.00	2.01
12.00	2.00	2.00	2.00	2.00
13.00	2.00	2.00	2.00	1.99
14.00	1.99	2.00	1.99	2.00
15.00	2.00	1.99	2.00	1.97
16.00	1.99	2.01	2.00	2.03
17.00	2.00	1.99	2.00	1.98
18.00	1.99	2.00	2.00	2.01
19.00	2.00	2.00	2.00	2.00
20.00	2.00	2.00	1.99	2.00
21.00	1.97	2.00	2.00	2.00
22.00	2.00	2.00	2.00	1.99
23.00	2.00	1.99	2.00	2.01
24.00	2.00	2.00	2.00	1.99
25.00	1.99	2.00	2.00	2.00
26.00	2.00	2.00	1.99	1.98
27.00	2.00	2.00	2.00	2.00
28.00	2.00	1.99	2.00	1.98
29.00	2.00	2.00	2.00	2.01
30.00	2.00	2.00	2.00	2.01
31.00	1.99	1.99	2.00	1.98
32.00	1.99	2.00	1.99	2.00
33.00	2.00	2.00	2.00	2.00
34.00	2.00	1.99	2.00	1.99
35.00	2.00	2.00	2.00	2.01
36.00	2.00	2.00	2.00	2.00
37.00	1.99	2.00	2.00	1.99
38.00	2.00	2.00	1.99	2.00
39.00	2.00	1.99	2.00	1.99
40.00	2.00	2.01	2.00	2.00
41.00	1.98	2.00	2.00	1.99
42.00	2.00	1.99	2.00	2.01
43.00	1.98	2.00	2.00	1.99
44.00	2.01	2.00	1.99	2.00
45.00	1.97	2.00	2.00	1.99
46.00	2.00	1.99	2.00	2.00
47.00	2.00	2.00	2.00	1.99
48.00	2.00	2.00	2.00	2.00
49.00	2.00	2.00	2.00	2.00
50.00	2.00	2.00	2.00	1.99
