Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (3.404s)
CreateVariables () DONE !!!
Creating 5 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4
2.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	1.55	0.00	0.00
4.00	0.00	0.00	2.00	0.00	0.00
5.00	1.84	1.85	2.00	1.66	0.00
6.00	1.99	1.99	2.00	2.00	1.86
7.00	2.00	2.00	2.00	1.99	1.99
8.00	2.00	2.00	1.99	2.01	2.00
9.00	1.99	1.98	2.00	1.99	2.00
10.00	2.00	2.00	2.00	2.01	2.00
11.00	0.84	0.82	2.00	2.00	1.99
12.00	0.00	0.99	2.00	1.99	2.00
13.00	0.49	3.03	2.00	1.98	0.52
14.00	2.89	1.97	1.99	1.67	2.48
15.00	1.94	2.00	2.00	2.28	2.28
16.00	2.00	1.98	2.00	1.99	2.00
17.00	0.26	1.51	2.00	1.99	1.98
18.00	1.51	2.00	2.00	2.00	2.00
19.00	2.00	1.99	2.00	2.00	2.00
20.00	1.99	2.00	1.99	2.00	2.01
21.00	1.99	2.00	2.00	1.99	1.98
22.00	1.99	2.00	2.00	1.99	2.00
23.00	1.99	2.00	2.00	2.00	2.00
24.00	2.00	1.99	2.00	2.00	2.00
25.00	2.00	2.01	2.00	2.00	2.00
26.00	1.98	1.98	1.99	2.00	1.97
27.00	1.98	1.99	2.00	1.99	1.98
28.00	2.00	2.00	2.00	2.00	2.00
29.00	1.99	1.98	2.00	2.00	1.99
30.00	2.00	2.01	2.00	1.99	2.00
31.00	2.00	1.99	2.00	2.00	2.00
32.00	2.00	2.00	1.99	2.00	1.99
33.00	2.00	1.99	2.00	1.99	2.00
34.00	1.99	2.00	2.00	2.01	2.00
35.00	1.99	1.99	2.00	1.99	2.00
36.00	1.98	1.95	2.00	2.00	1.99
37.00	2.00	2.00	2.00	2.00	2.01
38.00	1.99	2.00	1.99	2.00	1.99
39.00	1.99	2.00	2.00	2.00	1.98
40.00	2.00	2.00	2.00	2.00	2.01
41.00	2.00	1.98	2.00	1.99	1.99
42.00	1.99	2.00	2.00	2.00	2.01
43.00	2.01	1.98	2.00	2.00	2.00
44.00	1.99	1.99	1.99	2.00	1.99
45.00	1.98	1.99	2.00	2.00	1.98
46.00	1.99	1.99	2.00	2.00	1.99
47.00	1.99	1.99	2.00	1.99	2.00
48.00	2.00	2.01	2.00	2.00	2.00
49.00	2.00	2.00	2.00	2.00	2.00
50.00	1.99	1.99	2.00	2.00	1.99
51.00	1.99	1.98	1.99	2.00	2.00
52.00	2.00	2.01	2.00	2.00	2.00
53.00	2.00	2.00	2.00	1.99	2.00
54.00	2.00	2.00	2.00	2.00	2.00
55.00	1.99	1.99	2.00	2.00	1.97
56.00	2.00	2.00	2.00	2.00	1.99
57.00	1.98	1.99	1.99	1.99	1.99
58.00	2.01	2.01	2.00	2.00	2.00
59.00	2.01	2.00	2.00	1.99	1.99
60.00	1.98	1.99	2.00	2.00	2.00
61.00	2.00	1.98	2.00	1.99	1.98
62.00	2.00	2.00	2.00	2.00	2.00
63.00	1.98	2.00	1.99	2.00	2.00
64.00	2.00	2.00	2.00	1.99	2.00
65.00	1.95	1.98	2.00	2.00	2.00
66.00	2.03	2.01	2.00	2.00	2.00
67.00	1.99	2.00	2.00	2.00	2.00
68.00	2.00	2.00	2.00	2.00	2.00
69.00	2.00	1.97	1.99	2.00	1.99
70.00	1.99	2.00	2.00	2.00	2.00
71.00	1.98	2.00	2.00	1.99	1.98
72.00	1.99	1.99	2.00	2.00	2.00
73.00	2.00	2.00	2.00	2.00	2.00
74.00	1.99	2.00	2.00	2.00	2.00
75.00	1.99	1.01	1.99	2.00	1.99
76.00	1.05	0.00	2.00	2.00	1.99
77.00	1.75	1.78	2.00	1.98	1.99
78.00	2.00	1.99	2.00	2.00	2.01
79.00	2.00	1.45	2.00	2.00	0.69
80.00	2.00	2.04	2.00	2.00	0.00
81.00	2.00	1.99	1.99	2.00	0.00
82.00	1.99	2.00	2.00	2.00	0.00
83.00	2.01	2.00	2.00	1.99	0.00
84.00	1.99	2.00	2.00	2.00	0.00
85.00	2.00	2.00	2.00	2.00	0.00
86.00	2.00	2.00	2.00	2.00	0.00
87.00	2.00	1.99	1.99	2.00	0.00
88.00	1.99	2.00	2.00	2.00	0.00
89.00	2.01	2.00	2.00	2.00	0.00
90.00	2.00	2.00	2.00	1.99	0.00
91.00	1.99	2.00	2.00	2.00	0.00
92.00	2.00	2.00	2.00	2.00	0.00
93.00	1.99	1.99	1.99	2.00	1.64
94.00	2.00	2.00	2.00	2.00	2.00
95.00	2.00	1.99	2.00	1.99	1.99
96.00	1.98	1.98	2.00	1.99	2.00
97.00	2.00	2.01	2.00	2.00	1.98
98.00	2.00	2.00	2.00	2.00	2.00
99.00	1.99	1.99	2.00	2.00	1.95
100.00	1.99	2.00	1.99	2.00	2.00
101.00	1.94	1.98	2.00	1.99	1.97
102.00	2.01	2.01	2.00	2.00	2.01
103.00	1.99	1.99	2.00	2.00	1.99
104.00	2.00	2.00	2.00	2.00	1.99
105.00	1.99	2.00	2.00	2.00	1.99
106.00	1.99	1.99	1.99	2.00	2.00
107.00	1.99	1.99	2.00	2.00	1.99
108.00	2.00	1.99	2.00	1.99	2.00
109.00	2.00	2.01	2.00	2.00	1.98
110.00	1.99	1.98	2.00	2.00	2.00
111.00	2.01	2.00	2.00	2.00	1.98
112.00	2.00	2.00	1.99	1.99	1.99
113.00	2.00	2.00	2.00	2.01	1.98
114.00	1.99	2.00	2.00	2.00	2.00
115.00	1.99	2.00	2.00	1.99	2.00
116.00	1.99	1.98	2.00	2.00	1.99
117.00	1.97	2.00	2.00	2.00	1.94
118.00	2.04	2.00	1.99	1.99	2.03
119.00	1.99	1.98	2.00	2.00	1.98
120.00	1.99	1.99	2.00	2.01	2.00
121.00	2.00	2.00	2.00	1.99	2.00
122.00	2.00	2.00	2.00	2.00	2.00
123.00	2.00	1.99	2.00	1.99	1.99
124.00	1.99	2.00	1.99	2.01	2.00
125.00	2.00	2.00	2.00	1.99	2.00
126.00	1.99	1.98	2.00	2.01	2.00
127.00	1.99	2.00	2.00	1.99	0.22
128.00	2.00	2.00	2.00	2.00	0.00
129.00	2.00	2.00	2.00	2.00	0.00
130.00	2.00	1.99	1.99	2.00	0.00
131.00	1.99	2.00	2.00	1.99	0.00
132.00	2.00	2.00	2.00	2.01	0.00
133.00	2.00	2.00	2.00	1.99	0.00
134.00	1.99	2.00	2.00	2.00	0.00
135.00	1.99	2.00	2.00	2.00	0.00
136.00	2.00	1.99	1.99	2.00	0.00
137.00	2.00	2.00	2.00	1.99	0.00
138.00	2.00	2.00	2.00	2.00	0.00
139.00	1.99	2.00	2.00	2.00	0.00
140.00	2.00	2.00	2.00	2.00	0.00
141.00	1.99	2.00	2.00	2.00	0.00
142.00	2.00	1.99	2.00	2.00	0.00
143.00	1.99	2.00	1.99	2.00	0.00
144.00	2.00	2.00	2.00	1.99	0.00
145.00	1.99	2.00	2.00	2.00	0.00
146.00	2.00	2.00	2.00	2.00	0.00
147.00	2.00	2.00	2.00	2.00	0.00
148.00	2.00	2.00	2.00	2.00	0.00
149.00	1.98	1.99	1.99	2.00	0.00
150.00	2.00	2.00	2.00	1.99	0.00
151.00	2.00	2.00	2.00	2.00	0.00
152.00	2.00	2.00	2.00	2.00	0.00
153.00	2.00	1.99	2.00	2.00	1.02
154.00	2.00	2.00	2.00	2.00	2.00
155.00	1.99	1.99	1.99	2.00	1.99
156.00	1.99	2.00	2.00	1.99	1.99
157.00	1.98	1.99	2.00	2.00	1.99
158.00	1.77	1.78	2.00	2.00	2.00
159.00	1.99	1.99	2.00	1.99	1.98
160.00	2.00	2.01	2.00	2.00	2.00
161.00	1.98	1.98	1.99	2.00	1.99
162.00	2.00	2.00	2.00	2.00	1.99
163.00	2.00	1.99	2.00	1.99	1.98
164.00	1.99	2.00	2.00	2.00	2.01
165.00	2.01	2.01	2.00	2.00	2.00
166.00	1.99	1.99	2.00	2.00	1.97
167.00	1.98	2.00	1.99	2.00	2.00
168.00	2.01	2.00	2.00	2.00	2.00
169.00	1.97	1.99	2.00	1.99	1.99
170.00	2.00	2.00	2.00	2.01	2.00
171.00	2.00	1.98	2.00	1.99	1.98
172.00	2.00	1.99	2.00	2.00	2.00
173.00	1.98	1.99	1.99	2.00	1.98
174.00	2.00	2.00	2.00	2.00	2.00
175.00	1.99	1.99	2.00	2.00	1.99
176.00	1.99	1.98	2.00	1.99	1.99
177.00	2.00	2.00	2.00	2.00	2.00
178.00	2.00	1.99	2.00	2.00	1.99
179.00	1.98	1.99	1.99	2.00	1.98
10.2.1.2	2.04	8.07
10.1.1.1	1.99	11900.16
10.1.1.2	2.00	8210.30
10.1.1.4	2.04	5542.23
10.1.1.5	1.55	11850.32
