Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.179s)
CreateVariables () DONE !!!
Creating 4 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3
2.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	1.63	0.00
4.00	0.00	0.00	2.00	0.00
5.00	1.11	1.35	2.00	1.57
6.00	1.39	1.60	2.00	2.04
7.00	0.77	2.30	2.00	1.97
8.00	1.44	1.55	1.99	1.99
9.00	1.20	1.80	2.00	1.98
10.00	1.19	1.75	2.00	2.01
11.00	0.55	2.51	2.00	2.01
12.00	0.00	2.13	2.00	2.00
13.00	0.73	1.80	2.00	1.98
14.00	1.47	1.54	1.99	2.03
15.00	1.18	1.77	2.00	1.93
16.00	1.22	1.90	2.00	2.04
17.00	1.20	1.77	2.00	1.95
18.00	1.05	1.90	2.00	2.04
19.00	1.02	2.07	2.00	2.00
20.00	0.00	2.53	1.99	2.01
21.00	0.87	1.77	2.00	1.98
22.00	1.55	1.51	2.00	2.00
23.00	1.26	1.78	2.00	1.94
24.00	1.22	1.86	2.00	2.05
25.00	0.47	2.40	2.00	1.94
26.00	1.12	1.98	1.99	2.00
27.00	0.88	1.59	2.00	1.99
28.00	1.25	1.75	2.00	2.01
29.00	1.12	1.75	2.00	2.01
30.00	1.30	1.74	2.00	1.99
31.00	1.15	1.81	2.00	1.97
32.00	1.24	1.81	1.99	2.01
33.00	0.77	2.34	2.00	1.95
34.00	0.00	2.28	2.00	2.03
35.00	0.15	1.99	2.00	2.00
36.00	0.00	1.99	2.00	1.99
37.00	1.48	1.26	2.00	2.00
38.00	0.80	2.23	1.99	1.99
39.00	1.34	1.58	2.00	1.98
40.00	1.21	1.77	2.00	1.98
41.00	0.66	2.24	2.00	1.99
42.00	1.52	1.51	2.00	2.00
43.00	1.06	1.88	2.00	2.00
44.00	1.17	1.85	1.99	1.95
45.00	0.98	2.08	2.00	1.80
46.00	0.00	2.46	2.00	2.20
47.00	1.02	1.72	2.00	1.98
48.00	1.51	1.58	2.00	2.00
49.00	1.17	1.85	2.00	2.00
50.00	0.81	2.38	2.00	2.00
51.00	0.00	2.19	1.99	2.01
52.00	1.75	1.22	2.00	1.97
53.00	0.58	2.16	2.00	2.01
54.00	0.00	2.47	2.00	2.00
55.00	1.10	1.71	2.00	2.00
56.00	1.45	1.60	2.00	1.98
57.00	1.18	1.70	1.99	2.01
58.00	1.31	1.73	2.00	1.99
59.00	1.17	1.84	2.00	1.98
60.00	1.24	1.83	2.00	2.01
61.00	0.85	1.95	2.00	1.99
