Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.246s)
CreateVariables () DONE !!!
Creating 5 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4
2.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	1.24	0.00	0.00
4.00	0.00	0.00	2.00	0.00	0.00
5.00	1.00	1.18	2.00	1.00	1.00
6.00	1.98	1.99	2.00	2.00	1.98
7.00	1.99	2.00	2.00	1.93	0.66
8.00	1.93	1.92	1.99	1.90	2.12
9.00	2.05	2.07	2.00	1.59	1.37
10.00	2.03	2.00	2.00	2.01	2.04
11.00	1.98	2.00	2.00	1.99	1.97
12.00	2.00	2.00	2.00	2.00	2.00
13.00	1.99	2.00	2.00	1.99	1.99
14.00	2.00	2.00	1.99	2.00	2.00
15.00	2.00	1.99	2.00	1.99	2.00
16.00	1.98	2.00	2.00	1.97	1.99
17.00	1.99	2.00	2.00	2.03	2.01
18.00	2.00	2.00	2.00	1.99	2.00
19.00	1.99	2.00	2.00	1.98	2.00
20.00	1.99	2.00	1.99	2.00	2.00
21.00	2.00	2.00	2.00	0.81	0.84
22.00	2.00	1.99	2.00	2.66	0.49
23.00	1.99	2.00	2.00	2.00	3.00
24.00	2.00	2.00	2.00	2.00	1.99
25.00	1.98	1.99	2.00	1.84	1.84
26.00	1.98	2.00	1.99	1.99	1.98
27.00	1.99	1.99	2.00	1.99	1.98
28.00	2.00	2.01	2.00	2.00	2.00
29.00	2.00	1.99	2.00	1.98	1.99
30.00	2.00	2.00	2.00	2.00	2.00
31.00	1.97	2.00	2.00	2.00	2.00
32.00	2.00	2.00	1.99	1.99	1.99
33.00	2.00	1.99	2.00	2.01	2.00
34.00	2.00	2.00	2.00	2.00	2.00
35.00	2.00	2.01	2.00	2.00	1.99
36.00	1.99	1.99	2.00	1.99	1.97
37.00	2.00	2.00	2.00	2.01	2.00
38.00	1.99	2.00	1.99	1.99	1.99
39.00	1.99	2.00	2.00	1.99	2.00
40.00	2.00	2.00	2.00	2.00	1.99
41.00	1.99	1.99	2.00	1.99	1.99
42.00	2.00	2.00	2.00	1.99	2.00
43.00	1.97	2.00	2.00	1.99	1.99
44.00	2.01	2.00	1.99	2.01	2.01
45.00	1.99	2.00	2.00	1.99	1.99
46.00	1.99	1.99	2.00	1.98	1.97
47.00	1.99	2.00	2.00	2.01	2.00
48.00	2.00	1.99	2.00	1.99	2.00
49.00	1.99	2.00	2.00	1.99	2.00
50.00	1.99	2.00	2.00	2.00	2.00
51.00	1.99	2.00	1.99	1.99	1.99
52.00	2.00	2.00	2.00	2.00	2.00
53.00	2.00	1.99	2.00	1.87	1.50
54.00	2.00	2.00	2.00	2.00	2.39
55.00	1.99	0.77	2.00	2.01	1.99
56.00	2.00	1.27	2.00	1.99	1.99
57.00	2.00	1.99	1.99	2.00	1.98
58.00	2.00	2.04	2.00	2.00	1.99
59.00	1.84	1.86	2.00	1.95	1.20
60.00	2.14	2.11	2.00	2.00	2.25
61.00	2.00	2.00	2.00	1.99	1.98
62.00	1.99	2.00	2.00	2.00	2.00
63.00	1.99	2.00	1.99	1.99	1.99
64.00	2.00	2.00	2.00	2.00	2.00
65.00	1.99	1.99	2.00	2.00	2.01
66.00	1.97	2.00	2.00	1.98	1.98
67.00	1.99	2.00	2.00	1.97	1.98
68.00	1.99	2.00	2.00	2.01	2.01
69.00	2.00	2.00	1.99	1.99	1.99
70.00	2.00	1.99	2.00	1.99	1.99
71.00	2.00	2.01	2.00	2.00	1.99
72.00	2.00	1.99	2.00	2.00	2.00
73.00	1.99	2.00	2.00	1.98	1.99
74.00	2.01	2.00	2.00	2.01	2.00
75.00	1.99	2.00	1.99	1.98	1.99
76.00	1.99	2.00	2.00	2.00	1.99
77.00	1.99	1.98	2.00	2.00	1.99
78.00	2.00	2.00	2.00	1.99	1.99
79.00	2.00	2.00	2.00	2.01	2.00
80.00	2.00	2.00	2.00	1.99	1.99
81.00	1.99	2.00	1.99	1.99	1.99
82.00	2.00	1.99	2.00	1.99	2.00
83.00	1.98	2.00	2.00	2.01	2.00
