Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.242s)
CreateVariables () DONE !!!
Creating 8 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	1.70	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
5.00	1.00	0.00	0.95	0.00	2.00	1.21	0.97	0.00
6.00	2.00	1.22	1.97	0.00	2.00	2.00	1.99	0.00
7.00	1.99	1.79	1.50	0.00	2.00	1.26	1.10	0.00
8.00	1.11	1.15	0.81	0.00	1.99	1.46	0.53	0.00
9.00	1.28	0.91	0.12	0.00	2.00	0.86	0.00	0.00
10.00	1.79	1.38	0.55	0.00	2.00	1.92	0.42	0.00
11.00	2.23	2.39	0.54	0.00	2.00	0.73	0.11	0.00
12.00	2.00	2.00	0.00	0.00	2.00	1.93	0.00	0.00
13.00	1.98	1.99	1.18	0.87	2.00	1.88	1.18	1.04
14.00	2.00	2.00	2.00	2.00	1.99	2.00	1.95	1.91
15.00	1.86	1.20	0.73	0.78	2.00	1.28	0.71	0.44
16.00	1.19	1.40	0.22	0.00	2.00	0.55	0.31	0.00
17.00	2.19	1.73	0.00	0.00	2.00	1.95	0.64	0.00
18.00	2.03	1.45	1.77	0.40	2.00	2.03	1.50	0.00
19.00	1.54	1.54	0.62	0.00	2.00	0.67	0.67	0.01
20.00	2.01	1.81	0.91	0.53	1.99	2.04	2.07	0.02
21.00	1.39	1.66	1.42	0.11	2.00	1.59	0.05	0.00
22.00	1.47	0.93	0.40	0.21	2.00	1.25	0.11	0.00
23.00	1.58	1.30	0.61	0.02	2.00	1.06	1.24	0.00
24.00	2.01	2.07	1.58	0.00	2.00	2.17	2.39	1.22
25.00	1.98	1.74	0.75	0.42	2.00	1.94	1.51	0.32
26.00	1.78	1.86	1.52	1.34	1.99	1.99	1.02	0.57
27.00	1.94	1.91	1.48	1.37	2.00	1.85	1.67	0.00
28.00	2.04	1.53	1.12	0.58	2.00	1.79	0.86	0.00
29.00	1.99	1.68	1.46	1.63	2.00	2.03	1.80	0.00
30.00	2.00	1.79	2.07	2.13	2.00	2.00	1.65	0.31
31.00	1.98	1.81	0.72	0.66	2.00	1.75	0.77	0.00
32.00	2.01	2.01	1.65	1.75	1.99	1.97	1.81	0.11
33.00	1.80	1.59	0.65	0.07	2.00	1.53	1.55	0.00
34.00	1.73	2.05	2.13	0.06	2.00	1.99	1.37	0.57
35.00	1.98	1.86	1.94	1.41	2.00	1.95	1.35	1.25
36.00	1.74	1.83	1.21	0.08	2.00	1.97	0.74	0.53
37.00	1.80	1.79	1.53	1.41	2.00	1.84	1.67	0.35
38.00	1.64	1.60	1.72	0.26	1.99	1.64	1.30	0.00
39.00	1.94	1.68	1.22	0.44	2.00	1.55	0.65	0.00
40.00	1.97	1.66	1.74	1.06	2.00	1.94	1.68	0.11
41.00	1.84	1.91	0.62	0.09	2.00	2.04	1.38	0.33
42.00	1.98	1.74	0.82	0.00	2.00	1.72	0.15	0.16
43.00	2.03	2.04	1.87	0.26	2.00	1.87	1.61	0.29
44.00	1.99	1.99	1.99	0.14	1.99	1.93	1.93	0.00
45.00	2.00	2.00	1.78	0.00	2.00	2.07	1.94	0.00
46.00	1.92	2.01	1.59	0.05	2.00	2.00	1.73	0.16
47.00	1.99	0.85	1.78	0.12	2.00	1.95	1.75	0.00
48.00	2.00	0.00	2.01	0.04	2.00	2.04	2.01	0.04
49.00	1.98	0.00	1.93	1.57	2.00	2.00	2.03	2.44
50.00	1.99	0.00	1.99	1.99	2.00	2.00	2.00	1.99
51.00	1.80	1.63	1.65	0.72	1.99	1.97	1.46	0.32
52.00	2.00	1.30	0.13	0.02	2.00	1.51	1.19	0.28
53.00	2.00	2.00	1.71	0.12	2.00	1.98	0.98	0.00
54.00	2.00	2.00	2.08	2.00	2.00	1.99	1.99	0.00
55.00	1.87	1.77	1.58	1.00	2.00	1.99	0.86	0.38
56.00	1.99	1.98	1.93	1.93	2.00	2.00	1.31	0.80
57.00	1.98	1.99	1.72	1.60	1.99	1.84	0.47	1.84
58.00	2.00	1.84	1.63	1.37	2.00	1.73	0.99	1.00
59.00	1.98	1.92	1.10	0.59	2.00	1.83	1.66	0.41
60.00	2.01	2.00	2.24	2.00	2.00	2.00	2.00	0.95
61.00	1.99	1.63	0.98	1.02	2.00	1.95	1.57	0.49
62.00	1.92	2.24	1.55	1.21	2.00	1.90	1.58	0.00
63.00	0.71	0.68	2.14	0.02	1.99	1.99	2.05	0.38
64.00	2.00	0.00	2.00	0.00	2.00	2.00	1.94	2.00
65.00	0.86	0.00	1.74	0.65	2.00	0.75	1.74	0.35
66.00	0.00	0.00	1.99	0.93	2.00	0.00	1.99	0.00
67.00	0.00	0.00	2.00	1.98	2.00	0.00	2.00	1.92
68.00	0.00	0.00	2.00	1.94	2.00	0.00	1.97	1.97
69.00	0.00	1.83	1.75	1.77	1.99	0.00	1.77	0.18
70.00	0.00	2.00	2.00	2.01	2.00	0.00	2.01	1.21
71.00	0.00	1.87	1.79	1.70	2.00	0.00	1.88	0.80
72.00	0.00	1.95	1.68	1.70	2.00	0.00	1.85	1.39
73.00	1.07	1.59	1.78	0.62	2.00	0.00	1.40	0.15
74.00	2.01	1.97	1.91	0.64	2.00	0.00	1.84	0.05
75.00	1.98	1.84	1.41	0.39	1.99	0.84	1.74	0.94
76.00	1.99	1.87	0.00	0.79	2.00	1.74	1.25	0.74
77.00	2.00	2.05	0.85	0.47	2.00	2.03	1.86	0.08
78.00	1.99	1.99	0.00	0.85	2.00	1.91	1.80	0.55
79.00	1.99	1.93	0.00	0.04	2.00	1.40	0.73	0.47
80.00	1.90	1.86	0.00	2.04	2.00	1.73	1.60	1.19
81.00	0.58	0.58	0.00	0.27	1.99	0.01	0.59	0.53
82.00	2.80	2.45	0.00	0.86	2.00	0.00	1.05	0.00
83.00	2.00	0.20	0.00	0.00	2.00	1.80	2.10	1.99
84.00	1.99	0.07	0.00	1.63	2.00	2.00	1.95	1.99
85.00	1.99	1.04	1.87	1.98	2.00	1.99	0.47	1.99
86.00	2.00	2.00	0.92	1.57	2.00	2.00	0.00	0.65
87.00	1.94	1.48	0.67	0.77	1.99	1.70	0.00	0.02
88.00	2.04	2.16	2.19	1.84	2.00	2.04	0.00	0.15
89.00	2.00	1.97	1.80	1.80	2.00	2.00	1.11	0.84
90.00	1.99	2.00	1.97	1.99	2.00	2.00	1.98	0.01
91.00	1.98	1.99	1.91	1.34	2.00	2.00	2.05	0.72
92.00	1.99	1.98	1.99	1.77	2.00	1.98	2.00	0.18
93.00	2.00	2.01	1.94	2.01	1.99	1.99	2.00	0.00
94.00	1.90	1.66	1.17	0.80	2.00	1.75	1.35	0.49
95.00	1.98	1.37	0.38	0.31	2.00	1.80	1.83	0.16
96.00	2.00	2.40	1.77	0.00	2.00	2.00	1.71	0.00
97.00	2.00	1.87	1.84	0.65	2.00	1.97	1.28	1.28
98.00	1.99	1.99	1.98	1.91	2.00	1.98	1.99	2.00
99.00	1.87	1.85	1.72	1.90	2.00	2.00	1.95	1.90
100.00	1.98	1.75	0.51	1.81	1.99	2.00	1.85	1.40
