Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.271s)
CreateVariables () DONE !!!
Creating 6 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5
2.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	1.24	0.00	0.00
4.00	0.00	0.00	0.00	2.00	0.00	0.00
5.00	1.38	1.38	0.00	2.00	0.00	1.34
6.00	1.99	2.01	1.50	2.00	1.63	2.00
7.00	2.00	1.99	1.99	2.00	1.99	2.00
8.00	1.99	1.99	1.99	1.99	2.00	2.00
9.00	2.00	2.00	1.98	2.00	2.00	1.99
10.00	1.02	1.04	0.40	2.00	0.86	0.60
11.00	1.60	0.78	0.32	2.00	0.28	0.07
12.00	1.38	1.32	0.20	2.00	1.70	0.34
13.00	1.91	1.35	0.07	2.00	1.98	0.19
14.00	2.60	1.46	0.82	1.99	1.70	1.11
15.00	1.88	2.10	0.19	2.00	1.68	0.51
16.00	1.63	1.90	0.39	2.00	1.97	0.87
17.00	1.39	1.65	0.75	2.00	1.98	0.40
18.00	2.03	1.92	0.80	2.00	2.04	0.32
19.00	2.07	1.83	0.28	2.00	1.66	0.01
20.00	1.97	1.94	1.44	1.99	2.01	1.81
21.00	1.87	1.92	1.46	2.00	1.99	1.14
22.00	2.05	1.97	2.24	2.00	1.83	1.27
23.00	1.73	1.42	1.26	2.00	1.90	1.01
24.00	2.00	1.88	1.07	2.00	2.00	1.41
25.00	1.19	1.08	1.04	2.00	1.00	0.72
26.00	2.01	1.86	1.79	1.99	2.00	2.18
27.00	1.94	1.91	1.15	2.00	1.95	1.46
28.00	2.01	2.01	2.60	2.00	1.83	1.57
29.00	2.00	1.99	1.98	2.00	2.00	2.00
30.00	2.00	2.00	2.00	2.00	2.01	2.00
31.00	2.00	2.00	1.99	2.00	1.99	1.98
32.00	1.99	2.00	2.00	1.99	2.00	2.00
33.00	1.99	1.98	1.97	2.00	1.99	1.86
34.00	2.01	1.98	2.01	2.00	2.01	2.06
35.00	2.00	1.99	1.98	2.00	2.00	1.98
36.00	2.00	2.01	2.00	2.00	2.00	1.95
37.00	1.90	1.93	1.87	2.00	1.98	1.87
38.00	1.39	1.57	1.32	1.99	1.68	1.13
39.00	1.99	1.08	0.99	2.00	1.53	0.41
40.00	2.00	2.20	3.18	2.00	1.92	2.24
41.00	1.05	1.24	0.85	2.00	1.55	0.87
42.00	0.08	1.81	0.62	2.00	1.87	0.28
43.00	0.65	0.58	0.69	2.00	0.99	0.07
44.00	2.10	0.68	0.48	1.99	2.10	1.53
45.00	1.84	1.01	0.51	2.00	0.98	1.26
46.00	1.66	1.94	1.53	2.00	1.97	0.93
47.00	1.92	1.90	1.88	2.00	1.95	1.93
48.00	2.00	2.00	2.00	2.00	1.99	2.00
49.00	2.00	2.00	0.14	2.00	2.01	2.00
50.00	1.99	2.00	0.04	2.00	1.99	2.00
51.00	1.99	2.00	0.13	1.99	2.00	1.99
52.00	2.00	2.00	0.00	2.00	1.99	2.00
53.00	0.85	2.00	1.17	2.00	0.84	1.99
54.00	0.00	1.99	2.00	2.00	0.00	2.00
55.00	0.00	2.00	2.00	2.00	0.00	1.99
56.00	0.00	1.99	1.98	2.00	0.00	1.99
57.00	0.00	1.99	2.00	1.99	0.00	2.00
58.00	0.00	2.00	2.00	2.00	0.00	1.99
59.00	1.40	1.64	1.53	2.00	1.39	0.75
60.00	0.66	1.39	0.53	2.00	0.67	0.14
61.00	0.72	1.18	1.04	2.00	2.54	1.61
62.00	2.89	1.70	1.72	2.00	1.99	2.08
63.00	1.97	1.80	1.83	1.99	1.98	1.98
64.00	2.01	1.85	1.87	2.00	2.01	1.99
65.00	1.50	1.15	1.15	2.00	1.74	1.50
66.00	2.07	2.03	1.97	2.00	1.71	1.45
67.00	1.39	1.58	0.88	2.00	1.21	0.38
68.00	1.01	1.93	0.57	2.00	1.28	0.55
69.00	1.12	2.06	2.30	1.99	0.42	1.81
70.00	1.95	1.87	1.94	2.00	0.00	1.99
71.00	2.00	1.95	1.83	2.00	0.00	1.86
72.00	2.00	1.92	1.91	2.00	0.15	2.05
73.00	1.74	1.55	0.88	2.00	1.93	1.39
74.00	1.52	1.77	2.18	2.00	1.63	1.55
75.00	1.90	1.87	0.66	1.99	1.70	1.68
76.00	1.99	2.00	2.61	2.00	2.00	2.00
77.00	2.00	2.00	1.98	2.00	1.99	1.99
78.00	2.00	2.00	2.00	2.00	2.00	2.00
79.00	2.00	2.00	2.00	2.00	2.00	1.99
80.00	2.00	1.99	1.99	2.00	1.99	2.00
81.00	1.99	2.00	2.00	1.99	2.00	2.00
82.00	2.00	1.99	2.00	2.00	2.00	2.00
83.00	2.00	2.00	2.00	2.00	2.00	2.00
84.00	2.00	1.99	2.00	2.00	2.00	2.00
85.00	2.00	1.99	1.98	2.00	2.00	1.99
86.00	2.00	1.98	2.00	2.00	1.99	2.00
87.00	1.99	1.99	2.00	1.99	1.99	2.00
88.00	2.00	2.00	2.00	2.00	2.00	2.00
89.00	2.00	1.98	1.99	2.00	1.99	2.00
90.00	2.00	2.00	2.00	2.00	2.00	2.00
91.00	2.00	2.00	1.98	2.00	2.00	2.00
92.00	2.00	1.99	2.00	2.00	1.99	1.99
93.00	1.99	1.99	1.99	1.99	2.00	2.00
94.00	2.00	2.00	2.00	2.00	2.00	2.00
95.00	2.00	1.99	1.99	2.00	2.00	2.00
96.00	2.00	1.99	1.99	2.00	2.00	2.00
97.00	2.00	2.00	1.99	2.00	2.00	1.99
98.00	2.00	1.98	2.00	2.00	2.00	2.00
99.00	1.99	2.00	2.00	2.00	1.99	2.00
100.00	2.00	2.00	2.00	1.99	1.99	2.00
101.00	2.00	2.00	2.00	2.00	2.00	2.00
102.00	2.00	1.99	2.00	2.00	2.00	2.00
103.00	2.00	2.00	1.99	2.00	2.00	1.99
104.00	2.00	2.00	2.00	2.00	2.00	2.00
105.00	2.00	1.99	2.00	2.00	1.99	2.00
106.00	1.99	2.00	2.00	1.99	2.00	2.00
107.00	2.00	2.00	2.00	2.00	2.00	2.00
108.00	2.00	1.99	2.00	2.00	2.00	2.00
109.00	2.00	2.00	2.00	2.00	2.00	2.00
110.00	2.00	1.99	1.99	2.00	2.00	2.00
111.00	2.00	1.99	2.00	2.00	1.99	2.00
112.00	1.99	2.00	2.00	1.99	2.00	2.00
113.00	2.00	1.99	1.98	2.00	1.99	1.99
114.00	2.00	2.00	2.00	2.00	2.00	2.00
115.00	2.00	2.00	1.99	2.00	2.00	1.99
116.00	2.00	2.00	2.00	2.00	2.00	2.00
117.00	2.00	1.99	2.00	2.00	1.99	2.00
118.00	1.99	2.00	2.00	1.99	2.00	2.00
119.00	2.00	2.00	1.99	2.00	2.00	2.00
120.00	2.00	2.00	2.00	2.00	2.00	2.00
121.00	2.00	2.00	1.99	2.00	2.00	1.99
122.00	2.00	2.00	1.99	2.00	2.00	1.99
123.00	2.00	1.97	2.00	2.00	2.00	2.00
124.00	1.99	2.00	2.00	1.99	1.99	2.00
125.00	2.00	2.00	1.99	2.00	2.00	2.00
126.00	2.00	2.00	2.00	2.00	2.00	2.00
127.00	2.00	2.00	1.99	2.00	2.00	2.00
128.00	2.00	2.00	1.99	2.00	2.00	2.00
129.00	2.00	1.99	2.00	2.00	1.98	1.99
130.00	1.99	1.99	2.00	1.99	2.00	2.00
131.00	2.00	2.00	2.00	2.00	2.00	2.00
132.00	2.00	1.99	2.00	2.00	1.99	2.00
133.00	2.00	2.00	2.00	2.00	2.00	2.00
134.00	2.00	1.99	1.99	2.00	2.00	2.00
135.00	2.00	2.00	2.00	2.00	1.99	1.99
136.00	1.99	1.99	2.00	1.99	2.00	2.00
137.00	2.00	2.00	2.00	2.00	2.00	2.00
138.00	2.00	2.00	2.00	2.00	2.00	2.00
139.00	2.00	2.00	1.99	2.00	2.00	2.00
140.00	2.00	2.00	1.99	2.00	2.00	2.00
141.00	2.00	1.99	2.00	2.00	1.99	1.99
142.00	1.99	2.00	2.00	2.00	1.99	2.00
143.00	2.00	1.99	2.00	1.99	2.00	2.00
144.00	2.00	1.99	2.00	2.00	2.00	2.00
145.00	2.00	2.00	2.00	2.00	1.99	2.00
146.00	2.00	2.00	2.00	2.00	2.00	2.00
147.00	2.00	1.99	1.99	2.00	1.99	1.99
148.00	2.00	2.00	2.00	2.00	2.00	2.00
149.00	1.99	2.00	2.00	1.99	2.00	2.00
150.00	2.00	2.00	2.00	2.00	1.99	2.00
151.00	2.00	2.00	2.00	2.00	2.00	2.00
152.00	2.00	1.99	1.99	2.00	2.00	1.99
153.00	2.00	1.98	2.00	2.00	2.00	2.00
154.00	2.00	1.98	2.00	2.00	1.99	2.00
155.00	1.99	2.00	1.99	1.99	2.00	2.00
156.00	2.00	2.00	2.00	2.00	2.00	2.00
157.00	2.00	2.00	2.00	2.00	2.00	2.00
158.00	2.00	2.00	1.99	2.00	2.00	2.00
159.00	2.00	1.99	1.99	2.00	2.00	1.99
160.00	2.00	2.00	2.00	2.00	1.99	2.00
161.00	1.99	2.00	2.00	1.99	2.00	2.00
162.00	2.00	2.00	2.00	2.00	2.00	2.00
163.00	2.00	2.00	2.00	2.00	2.00	2.00
164.00	2.00	1.99	2.00	2.00	2.00	2.00
165.00	2.00	2.00	1.99	2.00	2.00	1.99
166.00	2.00	1.99	2.00	2.00	1.99	2.00
167.00	1.99	1.99	2.00	1.99	2.00	2.00
168.00	2.00	2.00	2.00	2.00	2.00	2.00
169.00	1.99	2.00	1.99	2.00	2.00	1.99
170.00	2.00	2.00	2.00	2.00	2.00	1.99
171.00	2.00	2.00	1.99	2.00	2.00	2.00
172.00	2.00	1.99	2.00	2.00	1.99	2.00
173.00	1.99	2.00	2.00	1.99	2.00	2.00
174.00	2.00	2.00	2.00	2.00	1.99	2.00
175.00	2.00	1.99	1.98	2.00	2.00	1.99
176.00	2.00	1.95	1.98	2.00	2.00	1.95
177.00	2.00	1.99	1.99	2.00	2.00	1.99
178.00	2.00	2.00	2.00	2.00	1.99	2.00
179.00	1.99	1.99	2.00	1.99	1.99	2.00
10.2.1.2	2.04	7.85
10.1.1.1	1.88	20419.81
10.1.1.2	1.93	20772.31
10.1.1.3	1.76	51889.50
10.1.1.5	1.84	8349.23
10.1.1.6	1.80	40506.58
