Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.205s)
CreateVariables () DONE !!!
Creating 8 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	1.26	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
5.00	1.51	0.00	1.37	0.00	2.00	1.51	0.00	0.00
6.00	1.94	0.00	1.22	0.00	2.00	1.71	0.00	0.53
7.00	1.93	1.05	1.79	1.01	2.00	1.85	0.00	0.77
8.00	1.48	0.58	0.26	0.07	1.99	0.69	0.00	0.32
9.00	1.83	1.21	0.26	0.18	2.00	1.06	0.00	0.25
10.00	1.86	1.91	1.15	0.04	2.00	2.05	0.00	0.00
11.00	1.19	0.92	0.93	0.05	2.00	2.01	0.00	0.34
12.00	1.46	1.63	1.52	0.16	2.00	1.99	0.00	0.00
13.00	1.04	0.89	0.91	0.44	2.00	0.74	0.00	0.46
14.00	1.86	1.19	1.12	0.48	1.99	2.21	0.00	0.61
15.00	1.90	2.01	1.80	0.44	2.00	1.64	0.00	0.97
16.00	1.99	1.95	0.92	0.98	2.00	1.99	0.00	0.00
17.00	1.44	0.82	0.25	0.00	2.00	1.19	0.00	0.00
18.00	1.98	1.61	0.82	0.91	2.00	1.92	0.00	0.89
19.00	1.98	1.63	1.33	1.10	2.00	1.52	0.00	1.24
20.00	1.99	1.84	0.79	0.61	1.99	2.00	0.00	0.73
21.00	1.86	1.94	1.13	0.26	2.00	1.12	0.00	1.50
22.00	2.00	1.66	1.38	0.12	2.00	2.39	0.00	0.65
23.00	1.97	1.95	1.91	0.37	2.00	1.98	0.00	0.02
24.00	2.03	1.97	1.21	0.00	2.00	1.75	0.00	0.53
25.00	1.99	1.81	1.63	0.33	2.00	1.80	0.00	0.05
26.00	1.74	0.82	0.27	0.66	1.99	1.37	0.00	0.20
27.00	0.73	1.47	1.39	1.04	2.00	1.79	0.00	0.53
28.00	2.00	1.90	0.89	0.52	2.00	1.65	0.00	0.04
29.00	2.00	1.92	1.99	0.00	2.00	1.94	0.00	0.28
30.00	1.42	1.40	1.48	0.00	2.00	1.92	0.00	0.94
31.00	2.03	2.47	0.66	0.41	2.00	2.01	0.00	0.05
32.00	1.99	1.93	0.41	0.72	1.99	1.99	0.00	0.02
33.00	1.99	2.00	1.68	2.67	2.00	1.99	0.00	0.28
34.00	2.00	1.20	1.15	1.08	2.00	1.58	0.00	0.07
35.00	0.31	2.41	0.72	1.07	2.00	1.67	0.00	0.98
36.00	0.00	2.00	0.00	1.61	2.00	1.94	0.00	0.12
37.00	0.00	2.00	1.02	1.92	2.00	2.00	0.00	2.00
38.00	0.00	1.99	1.99	1.93	1.99	1.99	0.00	2.00
39.00	1.28	1.66	1.67	0.74	2.00	1.98	0.00	0.41
40.00	2.03	1.58	1.73	0.00	2.00	1.79	0.00	0.31
41.00	2.00	2.03	1.79	0.00	2.00	1.97	0.00	0.92
42.00	2.00	1.99	2.00	1.91	2.00	1.99	0.00	0.01
43.00	2.00	2.00	1.78	0.51	2.00	2.00	0.00	0.54
44.00	1.99	1.99	1.91	1.63	1.99	2.00	0.00	0.60
45.00	2.00	1.99	1.98	1.92	2.00	2.00	0.00	1.93
46.00	2.00	2.00	2.00	1.99	2.00	2.00	0.00	2.00
47.00	1.99	0.37	1.48	1.63	2.00	1.52	0.00	0.82
48.00	1.98	1.39	1.61	0.57	2.00	0.42	0.00	0.46
49.00	1.87	1.80	1.33	0.32	2.00	0.00	0.00	0.00
50.00	2.00	1.95	1.32	0.39	2.00	0.22	0.00	0.00
51.00	2.00	2.01	2.27	0.35	1.99	2.06	0.00	1.64
52.00	2.00	1.99	1.98	1.63	2.00	2.00	0.00	1.19
53.00	2.00	2.00	2.00	2.01	2.00	2.00	0.00	1.98
54.00	2.00	1.99	1.79	1.84	2.00	1.64	0.00	1.80
55.00	1.99	1.73	1.61	0.28	2.00	2.16	0.00	0.27
56.00	1.95	1.99	1.85	1.65	2.00	2.00	0.00	1.11
57.00	1.99	1.61	1.39	1.37	1.99	1.64	0.00	1.06
58.00	2.01	2.05	1.95	1.92	2.00	2.01	0.00	0.00
59.00	1.99	1.91	1.86	1.80	2.00	1.99	0.00	2.71
60.00	2.00	2.00	1.91	1.80	2.00	1.98	0.00	0.35
61.00	1.95	2.00	1.99	0.72	2.00	2.00	0.00	2.07
62.00	2.00	2.01	1.99	0.00	2.00	2.00	0.00	1.99
63.00	0.26	1.08	1.28	0.37	1.99	1.53	0.00	0.86
64.00	1.83	1.60	1.13	0.89	2.00	1.55	0.00	1.40
65.00	1.99	1.77	0.68	0.37	2.00	1.66	0.00	0.06
66.00	2.00	2.00	1.47	0.18	2.00	2.00	0.00	0.31
67.00	1.99	1.70	1.77	1.10	2.00	1.99	0.00	1.05
68.00	1.94	1.81	1.73	0.52	2.00	1.77	0.00	0.33
69.00	2.04	2.05	0.16	0.02	1.99	0.35	0.00	1.64
70.00	2.00	1.97	0.01	0.85	2.00	0.59	0.00	1.51
71.00	2.00	1.98	0.00	1.51	2.00	0.11	0.00	1.93
72.00	2.00	2.01	0.00	1.98	2.00	0.00	0.00	1.99
73.00	1.99	1.95	1.91	1.99	2.00	0.00	0.00	1.98
74.00	2.00	2.01	2.01	2.01	2.00	0.00	0.00	2.01
75.00	1.98	1.92	1.21	0.65	1.99	0.00	0.00	0.27
76.00	2.00	1.80	1.80	1.26	2.00	0.00	0.00	0.52
77.00	1.86	1.99	1.99	0.49	2.00	1.93	0.00	0.05
78.00	1.99	1.81	1.80	0.00	2.00	1.63	0.00	0.00
79.00	1.99	1.83	2.01	0.48	2.00	2.06	0.00	0.91
80.00	2.00	2.00	1.99	1.24	2.00	1.99	0.00	1.85
81.00	1.99	2.00	2.00	2.00	1.99	1.99	0.00	1.99
82.00	2.00	2.00	2.00	2.00	2.00	2.00	0.00	1.97
83.00	2.00	1.99	1.54	0.84	2.00	1.99	0.00	0.59
84.00	2.00	2.00	1.70	0.00	2.00	1.99	0.00	0.00
85.00	2.00	1.97	1.90	0.60	2.00	1.99	0.00	0.58
86.00	1.94	1.98	1.87	0.00	2.00	1.97	0.00	0.00
87.00	0.94	0.95	0.80	0.32	1.99	1.99	0.04	0.00
88.00	2.21	1.19	1.17	0.59	2.00	2.00	0.00	0.00
89.00	2.00	2.01	2.01	1.98	2.00	2.00	0.00	0.00
90.00	2.00	2.00	1.99	2.01	2.00	2.00	0.00	0.04
91.00	1.99	2.00	2.00	1.99	2.00	2.00	0.00	0.00
92.00	1.99	1.98	2.00	2.00	2.00	1.99	0.00	0.00
93.00	1.98	2.00	2.00	1.93	1.99	2.00	0.11	1.78
94.00	2.00	1.99	2.00	1.97	2.00	2.00	0.00	2.00
95.00	1.99	1.97	1.99	1.97	2.00	2.00	0.00	1.99
96.00	1.99	1.98	1.99	1.93	2.00	2.00	0.00	1.97
97.00	1.99	1.91	1.46	0.81	2.00	1.87	0.00	0.99
98.00	2.00	2.04	0.19	0.00	2.00	1.84	0.00	1.72
99.00	1.97	1.94	3.18	0.24	2.00	2.04	0.00	1.28
100.00	1.57	1.88	1.88	2.34	1.99	1.71	0.00	1.22
101.00	1.98	1.99	1.98	1.64	2.00	1.99	0.00	0.24
102.00	1.99	2.00	1.99	2.00	2.00	2.00	0.00	0.00
103.00	2.01	0.49	1.07	1.41	2.00	1.63	0.00	0.00
104.00	2.00	0.00	1.97	2.00	2.00	2.00	0.00	0.65
105.00	2.00	1.64	1.98	2.00	2.00	1.98	0.00	0.59
106.00	1.99	2.00	1.93	1.98	1.99	2.00	0.00	2.00
107.00	2.00	1.99	1.92	1.98	2.00	1.99	0.00	2.00
108.00	2.00	2.00	1.92	2.00	2.00	2.00	0.00	2.00
109.00	1.46	1.86	1.77	1.24	2.00	1.88	0.00	0.99
110.00	1.52	1.87	1.92	1.00	2.00	1.93	0.21	1.72
111.00	1.88	1.55	1.74	1.58	2.00	2.00	0.99	0.59
112.00	1.99	1.99	1.53	0.59	1.99	1.66	1.58	1.22
113.00	1.98	1.87	1.54	0.31	2.00	1.94	0.81	0.55
114.00	2.00	1.98	0.24	0.00	2.00	2.00	1.91	0.22
115.00	2.00	1.98	0.41	0.35	2.00	1.99	1.50	0.34
116.00	2.00	1.99	0.91	0.78	2.00	1.98	0.92	0.78
117.00	2.00	1.91	0.49	0.00	2.00	2.00	1.21	0.00
118.00	1.99	1.90	1.01	0.74	1.99	2.00	1.71	0.25
119.00	1.99	2.00	1.98	1.99	2.00	2.00	2.00	0.57
120.00	2.00	1.83	1.50	0.61	2.00	1.68	0.46	0.99
121.00	0.92	1.04	1.02	0.62	2.00	1.21	0.73	0.21
122.00	1.20	1.97	0.05	0.00	2.00	0.35	0.04	0.00
123.00	1.99	2.00	2.28	0.00	2.00	2.13	0.89	1.81
124.00	2.00	2.00	1.99	0.00	1.99	2.00	1.65	0.24
125.00	1.99	1.91	1.98	0.39	2.00	2.00	1.84	0.51
126.00	1.99	1.92	1.90	0.97	2.00	1.93	1.80	0.02
127.00	2.00	2.01	1.97	2.00	2.00	2.01	0.91	0.16
128.00	1.99	1.86	1.88	0.87	2.00	1.91	0.92	0.00
129.00	2.01	1.66	1.65	0.35	2.00	1.99	2.52	0.00
130.00	1.97	1.71	1.79	1.33	1.99	1.67	1.63	0.00
131.00	1.99	1.98	2.00	1.68	2.00	2.27	2.14	0.00
132.00	2.00	1.99	1.99	1.98	2.00	1.99	1.97	0.00
133.00	1.99	2.01	2.00	1.99	2.00	2.00	2.00	0.00
134.00	1.99	1.99	2.00	1.99	2.00	2.00	1.99	0.00
135.00	1.99	1.99	1.98	2.01	2.00	2.01	2.01	0.00
136.00	2.00	2.00	2.00	1.97	1.99	1.99	1.99	0.00
137.00	2.00	2.00	2.01	2.01	2.00	2.00	1.97	0.00
138.00	2.00	1.99	1.98	1.99	2.00	1.99	1.97	0.00
139.00	1.91	1.94	1.64	0.24	2.00	1.88	0.84	0.42
140.00	1.80	1.77	1.67	0.61	2.00	1.78	2.01	0.09
141.00	1.57	1.97	0.69	0.06	2.00	2.00	0.40	0.00
142.00	2.01	2.04	2.25	0.00	2.00	2.01	0.08	1.20
143.00	1.95	1.79	0.79	0.47	1.99	1.55	1.46	0.46
144.00	2.03	2.04	2.32	0.75	2.00	2.03	0.41	0.00
145.00	1.99	1.99	1.92	1.61	2.00	2.00	2.50	0.11
146.00	1.98	1.97	1.83	1.93	2.00	1.94	1.25	0.06
147.00	2.00	1.99	1.72	1.57	2.00	1.97	2.14	0.73
148.00	2.00	1.75	1.50	0.00	2.00	1.70	1.10	0.33
149.00	1.99	2.00	1.99	0.00	1.99	2.00	0.00	0.00
150.00	1.68	1.71	1.71	0.29	2.00	1.99	1.45	1.20
151.00	1.83	1.74	1.63	0.00	2.00	1.65	1.80	0.73
152.00	2.18	1.92	1.75	0.91	2.00	1.92	2.16	0.99
153.00	1.98	1.93	1.47	0.48	2.00	1.88	1.19	0.47
154.00	1.94	1.93	1.64	0.33	2.00	1.78	1.32	0.04
155.00	1.73	2.04	0.31	0.00	1.99	2.04	0.44	0.00
156.00	1.94	1.86	0.02	0.00	2.00	1.71	1.25	0.91
157.00	1.99	1.78	0.05	0.00	2.00	1.99	1.01	0.28
158.00	2.00	1.94	1.40	0.00	2.00	1.90	1.84	0.00
159.00	1.01	1.99	1.75	1.01	2.00	1.94	0.40	0.32
160.00	2.61	1.91	2.00	0.00	2.00	1.99	0.78	0.32
161.00	1.98	1.93	1.91	0.51	1.99	1.98	1.57	0.62
162.00	2.00	2.05	1.67	1.11	2.00	2.01	1.80	1.68
163.00	2.01	2.00	2.25	0.09	2.00	2.00	2.11	1.98
164.00	2.00	2.01	1.99	1.41	2.00	2.01	1.90	1.79
165.00	1.99	1.99	1.98	1.99	2.00	2.00	1.99	2.00
166.00	2.00	2.00	1.98	2.00	2.00	1.99	1.97	2.00
167.00	1.99	2.00	1.98	2.00	1.99	0.53	1.98	2.00
168.00	2.00	2.00	1.99	2.00	2.00	0.00	1.99	2.00
