Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.253s)
CreateVariables () DONE !!!
Creating 4 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3
2.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	1.74	0.00
4.00	0.00	0.00	2.00	0.00
5.00	0.47	0.82	2.00	0.80
6.00	0.77	2.16	2.00	2.01
7.00	1.61	1.05	2.00	1.98
8.00	1.10	1.77	1.99	1.99
9.00	0.82	2.12	2.00	2.00
10.00	1.01	1.98	2.00	2.00
11.00	1.05	1.97	2.00	1.94
12.00	1.39	1.54	2.00	2.04
13.00	1.11	1.78	2.00	1.97
14.00	1.19	1.78	1.99	1.95
15.00	0.99	1.84	2.00	2.06
16.00	1.07	1.73	2.00	1.98
17.00	1.32	1.75	2.00	1.94
18.00	0.00	2.67	2.00	2.04
19.00	1.00	1.68	2.00	1.98
20.00	1.48	1.59	1.99	2.00
21.00	1.11	1.90	2.00	2.00
22.00	1.28	1.68	2.00	2.00
23.00	1.07	1.86	2.00	1.98
24.00	0.75	2.31	2.00	1.99
25.00	0.46	1.97	2.00	2.00
26.00	1.50	1.52	1.99	1.98
27.00	1.20	1.92	2.00	1.98
28.00	1.15	1.86	2.00	2.00
29.00	1.22	1.66	2.00	1.98
30.00	1.26	1.81	2.00	2.00
31.00	0.59	2.24	2.00	1.99
32.00	0.25	2.34	1.99	2.00
33.00	1.34	1.48	2.00	1.91
34.00	1.28	1.68	2.00	2.07
35.00	1.15	1.86	2.00	2.00
36.00	1.28	1.83	2.00	1.95
37.00	0.85	2.24	2.00	1.84
38.00	1.60	1.34	1.99	1.99
39.00	0.45	2.51	2.00	2.14
40.00	0.00	2.23	2.00	2.01
41.00	0.93	1.78	2.00	1.93
42.00	1.45	1.52	2.00	2.01
43.00	1.26	1.73	2.00	1.93
44.00	1.02	1.90	1.99	2.07
45.00	1.12	1.85	2.00	2.01
46.00	1.21	1.84	2.00	1.77
47.00	0.86	1.81	2.00	2.17
48.00	0.00	2.67	2.00	2.03
49.00	0.84	1.73	2.00	1.98
50.00	1.47	1.52	2.00	1.98
51.00	0.93	2.06	1.99	2.01
52.00	1.40	1.54	2.00	1.99
53.00	1.12	1.91	2.00	1.99
54.00	1.15	1.88	2.00	2.01
55.00	0.99	1.98	2.00	1.94
56.00	0.00	2.51	2.00	2.05
57.00	1.18	1.60	1.99	1.99
58.00	1.44	1.64	2.00	1.99
59.00	0.69	2.31	2.00	1.85
60.00	1.45	1.41	2.00	2.12
61.00	1.17	1.83	2.00	2.00
62.00	1.28	1.85	2.00	2.01
63.00	0.69	2.26	1.99	2.00
64.00	0.00	2.38	2.00	2.00
65.00	0.65	1.72	2.00	2.00
66.00	0.59	2.23	2.00	2.00
67.00	1.72	1.22	2.00	1.97
68.00	1.30	1.81	2.00	1.97
69.00	1.11	1.85	1.99	2.03
70.00	1.22	1.74	2.00	2.00
71.00	1.07	1.93	2.00	1.98
72.00	0.00	2.63	2.00	2.01
73.00	1.04	1.78	2.00	2.00
74.00	1.58	1.45	2.00	1.98
75.00	1.10	1.78	1.99	2.01
76.00	1.17	1.78	2.00	1.98
77.00	1.22	1.86	2.00	1.94
78.00	1.08	1.79	2.00	2.05
79.00	0.66	2.37	2.00	1.98
80.00	0.00	2.25	2.00	2.03
81.00	0.97	1.65	1.99	1.94
82.00	1.08	1.70	2.00	2.03
83.00	1.17	1.80	2.00	1.93
84.00	1.02	1.88	2.00	2.05
85.00	1.25	1.93	2.00	1.92
86.00	1.13	1.70	2.00	2.06
87.00	0.94	1.94	1.99	1.97
88.00	0.00	2.57	2.00	2.01
89.00	0.00	2.01	2.00	1.99
90.00	0.00	1.99	2.00	2.00
91.00	1.08	1.59	2.00	1.99
92.00	1.48	1.58	2.00	1.99
93.00	0.77	2.27	1.99	2.00
94.00	1.42	1.53	2.00	2.00
95.00	1.21	1.84	2.00	1.99
96.00	1.17	1.83	2.00	1.98
97.00	0.69	2.34	2.00	2.01
98.00	0.00	2.27	2.00	2.00
99.00	0.75	1.75	2.00	1.98
100.00	1.55	1.51	1.99	2.00
101.00	1.15	1.84	2.00	1.99
102.00	1.10	1.63	2.00	2.00
103.00	1.18	1.81	2.00	1.98
104.00	1.24	1.85	2.00	1.98
105.00	1.07	1.93	2.00	2.00
106.00	0.00	2.52	1.99	2.00
107.00	0.00	1.98	2.00	2.00
108.00	0.00	2.00	2.00	2.00
109.00	1.38	1.58	2.00	2.00
110.00	1.52	1.61	2.00	1.99
111.00	1.19	1.81	2.00	2.00
112.00	1.14	1.85	1.99	2.00
113.00	1.28	1.67	2.00	1.98
114.00	1.20	1.85	2.00	2.01
115.00	0.53	2.27	2.00	1.99
116.00	0.00	2.39	2.00	1.99
117.00	0.35	2.00	2.00	1.99
118.00	0.00	1.99	1.99	2.01
119.00	1.46	1.18	2.00	1.99
120.00	1.13	1.73	2.00	2.00
121.00	1.11	1.80	2.00	1.99
122.00	0.92	2.11	2.00	1.99
123.00	1.37	1.66	2.00	2.00
124.00	1.26	1.81	1.99	2.00
125.00	0.65	2.52	2.00	1.99
126.00	0.00	2.13	2.00	2.00
127.00	1.12	1.60	2.00	1.99
128.00	1.34	1.46	2.00	2.01
129.00	1.24	1.79	2.00	1.94
130.00	1.22	1.84	1.99	2.00
131.00	1.08	1.75	2.00	2.00
132.00	1.24	1.88	2.00	2.01
133.00	0.82	2.27	2.00	1.99
134.00	0.00	2.26	2.00	2.00
135.00	1.26	1.58	2.00	1.99
136.00	1.37	1.54	1.99	2.00
137.00	1.11	1.74	2.00	2.00
138.00	1.18	1.85	2.00	2.00
139.00	1.17	1.88	2.00	1.98
140.00	1.25	1.74	2.00	1.99
141.00	0.67	2.38	2.00	1.95
142.00	0.00	2.27	2.00	2.03
143.00	1.07	1.72	1.99	1.99
144.00	1.45	1.53	2.00	2.00
145.00	1.11	1.79	2.00	2.00
146.00	1.22	1.74	2.00	1.97
147.00	1.17	1.67	2.00	2.00
148.00	1.22	1.78	2.00	1.97
149.00	0.78	2.23	1.99	2.04
150.00	0.00	2.41	2.00	2.00
151.00	1.22	1.71	2.00	1.99
152.00	1.53	1.51	2.00	2.00
153.00	1.19	1.94	2.00	1.99
154.00	1.19	1.80	2.00	2.00
155.00	1.22	1.80	1.99	2.00
156.00	1.22	1.79	2.00	1.98
157.00	0.74	2.21	2.00	2.00
158.00	0.00	2.39	2.00	2.00
159.00	0.73	1.75	2.00	2.00
160.00	1.45	1.57	2.00	1.97
161.00	1.17	1.77	1.99	2.01
162.00	1.17	1.88	2.00	2.00
163.00	1.17	1.80	2.00	1.97
164.00	1.20	1.79	2.00	2.03
165.00	1.08	1.86	2.00	1.97
166.00	0.00	2.61	2.00	2.01
167.00	1.17	1.66	1.99	2.00
168.00	1.46	1.60	2.00	1.98
169.00	1.06	2.01	2.00	1.99
170.00	1.21	1.65	2.00	2.01
171.00	1.20	1.85	2.00	1.92
172.00	1.19	1.63	2.00	2.05
173.00	0.61	2.39	1.99	2.01
174.00	0.00	2.36	2.00	2.01
175.00	0.80	1.74	2.00	2.00
176.00	1.39	1.45	2.00	1.97
177.00	1.15	1.80	2.00	1.95
178.00	1.25	1.86	2.00	2.01
179.00	1.19	1.84	1.99	1.99
10.2.1.2	2.04	7.93
10.1.1.1	0.99	392628.91
10.1.1.2	1.92	262819.08
10.1.1.4	2.03	13335.63
