Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.185s)
CreateVariables () DONE !!!
Creating 6 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5
2.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	1.75	0.00	0.00
4.00	0.00	0.00	0.00	2.00	0.00	0.00
5.00	0.00	1.50	1.48	2.00	0.00	0.00
6.00	0.00	1.98	1.61	2.00	0.00	0.00
7.00	0.00	2.00	1.98	2.00	1.70	0.00
8.00	1.39	1.42	1.20	1.99	1.64	0.00
9.00	1.21	1.64	0.89	2.00	2.36	0.00
10.00	0.79	1.11	0.55	2.00	1.99	0.00
11.00	0.59	1.14	0.80	2.00	2.03	0.00
12.00	0.35	0.66	0.94	2.00	1.95	0.00
13.00	1.68	1.33	0.33	2.00	1.30	0.00
14.00	2.16	2.63	2.06	1.99	2.25	0.00
15.00	2.00	0.60	0.60	2.00	2.00	0.00
16.00	2.00	0.00	0.00	2.00	2.00	0.00
17.00	2.00	1.99	1.98	2.00	2.00	0.00
18.00	2.00	1.99	1.99	2.00	2.00	0.00
19.00	2.00	1.98	2.00	2.00	1.99	0.00
20.00	1.99	1.99	2.00	1.99	2.00	0.00
21.00	2.00	2.00	2.00	2.00	2.00	0.00
22.00	2.00	2.00	2.00	2.00	2.00	0.00
23.00	2.00	2.00	2.00	2.00	2.00	0.00
24.00	2.00	2.00	1.99	2.00	2.00	0.00
25.00	2.00	1.99	2.00	2.00	1.99	0.00
26.00	1.99	2.00	2.00	1.99	2.00	0.00
27.00	2.00	2.00	2.00	2.00	2.00	0.00
28.00	2.00	2.00	2.00	2.00	2.00	0.00
29.00	2.00	2.00	1.99	2.00	2.00	0.00
30.00	2.00	2.00	1.99	2.00	2.00	0.00
31.00	2.00	1.99	2.00	2.00	2.00	0.00
32.00	1.99	2.00	2.00	1.99	1.99	0.00
33.00	2.00	1.99	2.00	2.00	2.00	0.00
34.00	2.00	2.00	2.00	2.00	2.00	0.00
35.00	2.00	2.00	2.00	2.00	2.00	0.00
36.00	2.00	2.00	1.98	2.00	2.00	0.00
37.00	2.00	1.98	2.00	2.00	1.99	0.00
38.00	1.99	1.99	2.00	1.99	2.00	0.00
39.00	2.00	1.99	2.00	2.00	2.00	0.00
40.00	2.00	2.00	2.00	2.00	2.00	0.00
41.00	2.00	2.00	2.00	2.00	2.00	0.00
42.00	2.00	2.00	1.99	2.00	2.00	0.00
43.00	2.00	1.99	2.00	2.00	2.00	0.00
44.00	1.99	2.00	2.00	1.99	1.99	0.00
45.00	2.00	2.00	2.00	2.00	2.00	0.00
46.00	2.00	1.99	2.00	2.00	2.00	0.00
47.00	2.00	2.00	2.00	2.00	2.00	0.00
48.00	2.00	2.00	2.00	2.00	2.00	0.00
49.00	2.00	1.99	1.99	2.00	2.00	0.00
50.00	1.99	2.00	2.00	2.00	1.99	0.00
51.00	2.00	2.00	2.00	1.99	2.00	0.00
52.00	2.00	2.00	2.00	2.00	2.00	0.00
53.00	2.00	2.00	1.99	2.00	2.00	0.00
54.00	2.00	2.00	2.00	2.00	2.00	0.00
55.00	2.00	1.99	1.99	2.00	2.00	0.00
56.00	2.00	1.99	2.00	2.00	1.99	0.00
57.00	1.99	2.00	2.00	1.99	2.00	0.00
58.00	2.00	2.00	2.00	2.00	2.00	0.00
59.00	2.00	2.00	1.99	2.00	2.00	0.00
60.00	2.00	1.99	2.00	2.00	2.00	0.00
61.00	2.00	1.99	1.99	2.00	1.99	0.00
62.00	2.00	1.99	2.00	2.00	2.00	0.00
63.00	1.99	2.00	2.00	1.99	2.00	0.00
64.00	2.00	1.99	2.00	2.00	2.00	0.00
65.00	2.00	2.00	2.26	2.00	2.00	0.00
