Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.287s)
CreateVariables () DONE !!!
Creating 6 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5
2.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	1.33	0.00	0.00
4.00	0.00	0.00	0.00	2.00	0.00	0.00
5.00	1.01	1.10	1.30	2.00	0.00	1.42
6.00	0.86	1.12	2.32	2.00	1.70	1.77
7.00	0.01	1.13	1.99	2.00	2.00	2.00
8.00	0.00	0.49	1.99	1.99	1.99	2.00
9.00	0.00	0.00	2.00	2.00	1.99	2.00
10.00	0.00	1.71	1.48	2.00	1.86	1.78
11.00	0.18	0.68	2.38	2.00	2.03	2.01
12.00	1.02	1.02	2.07	2.00	1.99	2.03
13.00	0.00	0.89	1.99	2.00	2.00	1.98
14.00	0.00	0.00	2.00	1.99	2.00	1.99
15.00	0.21	1.46	1.98	2.00	1.99	1.99
16.00	0.04	1.97	1.99	2.00	2.01	2.01
17.00	0.41	0.93	1.98	2.00	1.99	1.17
18.00	0.00	1.95	1.51	2.00	1.99	2.12
19.00	0.00	2.17	2.14	2.00	1.68	1.32
20.00	0.93	1.63	1.86	1.99	2.18	0.00
21.00	0.84	1.60	1.72	2.00	2.01	2.52
22.00	0.93	1.54	1.85	2.00	2.00	1.99
23.00	0.44	0.79	2.40	2.00	1.99	1.98
24.00	0.25	0.00	2.00	2.00	2.01	2.01
25.00	1.30	1.31	1.51	2.00	1.99	1.97
26.00	0.92	1.59	1.90	1.99	1.84	1.34
27.00	0.06	2.13	2.23	2.00	0.00	0.00
28.00	0.00	0.44	2.23	2.00	2.43	0.00
29.00	0.00	0.87	1.61	2.00	2.01	0.00
30.00	0.46	2.06	1.85	2.00	1.79	0.48
31.00	0.35	2.04	2.19	2.00	2.00	0.00
32.00	0.06	1.59	1.71	1.99	1.99	1.86
33.00	0.95	1.17	2.26	2.00	1.99	1.99
34.00	1.26	1.42	1.55	2.00	2.00	1.92
35.00	0.91	1.50	1.90	2.00	2.00	2.01
36.00	0.89	1.52	1.88	2.00	1.98	1.94
37.00	0.94	1.51	1.77	2.00	0.81	0.67
38.00	0.00	1.60	1.99	1.99	2.94	2.79
39.00	0.00	1.57	2.17	2.00	2.01	1.98
40.00	0.38	0.00	2.28	2.00	2.00	2.03
41.00	0.81	0.82	1.72	2.00	1.98	1.98
42.00	1.19	1.51	1.70	2.00	2.01	2.03
43.00	0.91	1.46	1.80	2.00	1.83	1.79
44.00	0.39	0.64	2.40	1.99	1.64	0.99
45.00	0.01	2.54	1.59	2.00	1.99	1.75
46.00	0.00	2.11	2.31	2.00	1.08	1.06
47.00	0.00	0.99	1.63	2.00	2.41	0.00
48.00	0.41	2.03	2.16	2.00	1.99	0.00
49.00	0.58	1.91	1.85	2.00	2.00	1.25
50.00	1.14	1.45	1.72	2.00	2.00	2.00
51.00	0.92	1.58	1.88	1.99	1.99	1.99
52.00	0.89	1.52	1.83	2.00	2.00	1.99
53.00	0.62	1.05	2.39	2.00	1.98	1.86
54.00	0.00	0.00	2.00	2.00	2.00	2.00
55.00	0.68	1.04	1.80	2.00	1.98	1.95
56.00	1.15	1.13	2.14	2.00	1.52	1.46
57.00	0.00	1.85	1.57	1.99	2.00	1.98
58.00	0.00	2.19	2.21	2.00	1.90	1.90
59.00	1.06	1.53	1.86	2.00	1.53	1.20
60.00	0.74	1.71	1.75	2.00	2.00	1.98
61.00	0.92	1.48	1.93	2.00	1.98	1.99
62.00	0.29	0.82	2.19	2.00	1.99	1.99
63.00	0.00	0.57	2.24	1.99	1.99	1.98
64.00	0.00	1.02	1.48	2.00	1.99	1.99
65.00	0.01	2.27	2.17	2.00	1.98	1.98
66.00	0.71	0.38	2.23	2.00	1.50	1.00
67.00	0.51	1.46	1.44	2.00	2.00	1.11
68.00	0.07	0.59	2.51	2.00	2.00	0.99
69.00	0.00	0.00	1.99	1.99	2.00	1.27
70.00	0.14	1.40	1.41	2.00	1.99	1.98
71.00	0.93	1.53	1.83	2.00	1.99	1.97
72.00	0.97	1.46	1.88	2.00	2.00	1.99
73.00	0.84	1.40	1.72	2.00	1.75	1.74
74.00	0.54	1.68	2.12	2.00	1.98	1.99
75.00	0.80	1.32	2.31	1.99	2.03	1.98
76.00	0.00	0.00	2.10	2.00	2.00	2.03
77.00	1.32	1.34	1.51	2.00	1.99	1.97
78.00	0.84	1.38	1.88	2.00	2.00	2.01
79.00	0.93	1.50	1.85	2.00	2.00	2.00
80.00	0.89	1.55	1.92	2.00	1.99	1.98
81.00	0.93	1.52	1.90	1.99	1.99	2.00
82.00	1.02	1.41	1.81	2.00	2.00	1.99
83.00	0.31	0.54	2.45	2.00	2.00	1.99
