Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.211s)
CreateVariables () DONE !!!
Creating 5 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4
2.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	1.05	0.00	0.00
4.00	0.00	0.00	2.00	0.00	0.00
5.00	0.00	1.35	2.00	1.53	0.00
6.00	1.33	2.00	2.00	2.00	1.55
7.00	1.98	1.99	2.00	2.00	1.99
8.00	2.00	2.00	1.99	2.00	2.00
9.00	1.99	1.99	2.00	1.99	2.00
10.00	1.99	2.00	2.00	2.00	2.00
11.00	2.00	2.00	2.00	2.00	1.99
12.00	1.99	1.99	2.00	2.00	2.00
13.00	2.01	2.00	2.00	2.00	1.99
14.00	2.00	2.00	1.99	2.00	2.00
15.00	1.99	1.98	2.00	2.00	2.00
16.00	2.00	1.97	2.00	2.00	2.00
17.00	1.99	1.99	2.00	1.99	1.99
18.00	2.00	2.00	2.00	2.00	2.00
19.00	1.98	1.98	2.00	2.00	1.99
20.00	2.01	2.00	1.99	2.00	2.00
21.00	1.98	2.00	2.00	2.00	1.99
22.00	2.00	2.00	2.00	2.00	2.00
23.00	2.00	2.00	2.00	2.00	2.00
24.00	2.00	2.00	2.00	1.99	2.00
25.00	1.99	1.99	2.00	2.00	1.98
26.00	1.97	2.00	1.99	2.00	1.98
27.00	2.01	1.99	2.00	1.99	1.99
28.00	1.99	2.00	2.00	2.01	2.00
29.00	1.98	1.98	2.00	1.99	2.00
30.00	2.00	2.01	2.00	2.00	2.00
