Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (3.399s)
CreateVariables () DONE !!!
Creating 12 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	0.00	0.00	1.92	0.00	0.00	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
5.00	1.47	1.46	0.89	0.00	0.00	0.08	2.00	1.42	0.00	0.00	0.00	0.08
6.00	1.99	1.70	1.35	0.00	0.00	0.04	2.00	1.98	0.00	0.00	0.00	0.69
7.00	1.94	2.13	0.73	0.00	0.00	0.84	2.00	1.97	0.49	0.00	0.00	0.49
8.00	2.00	1.95	1.10	0.02	0.00	0.00	1.99	1.90	1.63	0.00	0.00	0.38
9.00	1.99	1.94	1.99	0.16	0.00	0.00	2.00	1.99	1.81	0.00	0.00	0.33
10.00	2.00	1.90	1.78	0.64	0.00	0.04	2.00	2.00	1.73	0.00	0.00	0.04
11.00	1.99	1.93	1.81	0.00	0.00	0.00	2.00	1.98	1.58	0.00	0.00	0.32
12.00	1.98	1.95	1.58	0.79	0.00	0.00	2.00	1.97	1.60	0.00	0.00	0.00
13.00	1.99	2.03	1.87	2.30	0.00	0.29	2.00	2.00	1.72	0.00	0.00	0.00
14.00	1.99	1.99	2.00	1.91	0.00	0.91	1.99	2.00	2.00	0.00	0.00	0.02
15.00	1.93	1.90	1.97	1.20	0.00	0.00	2.00	1.99	1.95	0.00	0.00	0.00
16.00	2.00	1.99	1.40	1.35	0.00	0.44	2.00	2.01	1.45	0.00	0.54	0.00
17.00	1.98	1.68	0.02	0.59	0.16	0.55	2.00	1.94	0.55	0.00	0.57	0.00
18.00	2.01	1.99	2.32	0.82	0.74	0.28	2.00	2.00	0.00	0.00	0.87	0.00
19.00	1.30	1.57	1.51	1.02	0.57	0.20	2.00	1.40	0.24	0.00	0.00	0.01
20.00	1.99	2.00	1.99	0.62	0.00	0.00	1.99	2.00	1.55	0.00	0.00	0.00
21.00	1.95	2.00	1.78	0.00	0.00	0.59	2.00	1.77	0.65	0.00	0.00	0.31
22.00	2.03	1.99	2.01	0.00	0.00	0.00	2.00	2.00	1.84	0.00	0.00	0.31
23.00	2.00	1.80	1.07	0.58	0.00	0.00	2.00	2.00	1.27	0.00	0.00	0.11
24.00	1.98	1.92	1.13	0.00	0.00	0.00	2.00	2.00	0.49	0.00	0.00	0.00
25.00	2.00	2.01	1.55	0.71	0.00	0.13	2.00	1.97	1.74	0.00	0.00	0.05
26.00	1.99	2.00	1.87	0.18	0.00	0.00	1.99	1.97	1.60	0.00	0.00	0.16
27.00	1.98	1.78	0.48	0.24	0.00	0.22	2.00	1.35	1.47	0.00	0.00	0.00
28.00	2.00	2.03	2.36	1.65	0.00	0.49	2.00	2.08	2.12	0.00	0.00	0.00
29.00	1.98	1.78	1.71	1.37	0.00	0.00	2.00	0.13	1.38	0.00	0.00	1.04
30.00	1.99	1.92	1.80	1.02	0.00	0.57	2.00	0.00	2.07	0.00	0.00	0.00
31.00	2.01	1.85	1.52	0.75	0.00	0.06	2.00	0.00	0.99	0.00	0.00	0.00
32.00	1.99	1.75	1.46	0.40	0.00	0.00	1.99	1.40	1.48	0.00	0.00	0.14
33.00	1.67	1.71	1.52	0.08	0.00	0.00	2.00	1.60	1.42	0.00	0.00	0.72
34.00	1.99	1.95	1.68	0.08	0.00	0.81	2.00	1.98	1.57	0.00	0.00	0.66
35.00	2.01	1.97	0.52	0.00	0.00	0.39	2.00	2.01	2.13	0.00	0.32	0.34
36.00	2.00	2.00	0.00	0.00	0.00	1.67	2.00	2.01	1.99	0.00	0.00	0.48
37.00	1.98	1.86	0.00	0.00	0.00	0.08	2.00	1.88	0.25	0.00	0.00	0.00
38.00	1.99	1.94	0.31	0.00	0.00	0.75	1.99	1.86	2.68	0.00	0.25	0.51
39.00	2.01	1.86	1.02	0.00	0.00	0.00	2.00	1.84	1.73	0.00	0.33	0.00
40.00	1.99	1.67	1.94	0.00	0.00	0.00	2.00	1.98	1.94	0.00	0.00	0.31
41.00	2.01	2.00	1.35	0.00	0.00	0.00	2.00	1.87	1.81	0.00	0.00	0.00
42.00	2.00	2.01	1.74	0.00	0.00	0.04	2.00	1.99	1.80	0.00	0.00	0.00
43.00	2.00	1.92	1.51	0.00	0.00	0.28	2.00	1.84	1.59	0.00	0.20	0.39
44.00	1.99	2.00	1.97	0.00	0.00	0.00	1.99	2.00	1.94	0.00	0.00	0.00
45.00	0.92	0.92	0.93	0.24	0.00	0.00	2.00	0.92	0.53	0.33	0.00	0.00
46.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
47.00	1.58	1.61	1.59	0.00	0.00	0.00	2.00	0.07	0.00	0.06	0.00	0.01
48.00	2.00	2.00	1.99	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
49.00	1.68	1.65	0.71	0.00	0.00	0.00	2.00	0.27	0.00	0.15	0.00	0.28
50.00	2.00	0.80	0.00	0.00	0.00	0.00	2.00	0.42	0.00	0.00	0.00	1.00
51.00	1.97	2.91	2.60	0.04	0.00	0.00	1.99	2.34	0.95	0.26	0.00	0.00
52.00	2.00	2.01	1.91	0.13	0.00	0.04	2.00	2.01	1.97	0.26	0.14	0.14
53.00	1.95	1.33	0.92	0.00	0.00	0.00	2.00	1.14	0.49	0.00	0.00	0.00
54.00	2.00	1.22	1.99	0.99	0.00	0.00	2.00	1.99	1.46	0.00	0.00	0.00
55.00	1.98	2.77	1.84	0.94	0.00	0.00	2.00	1.97	1.99	0.00	0.00	0.68
