Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.316s)
CreateVariables () DONE !!!
Creating 18 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17
2.00	0.00	0.00	0.00	0.46	0.00	0.00	0.06	0.08	0.40	1.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.52	0.00	0.00	0.00	0.00	0.20	2.00	0.00	0.00	0.00	0.00	0.00	0.98	0.00	0.86
4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.22	0.93	2.00	0.80	0.00	0.00	0.14	0.00	0.71	0.00	0.00
5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.19	0.15	0.00	2.00	0.84	0.00	0.00	0.00	0.00	0.07	0.00	0.42
6.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.81	0.00	0.00	0.00	0.00	1.18	0.00	0.60
7.00	0.00	0.00	0.00	0.80	0.00	0.00	0.00	0.00	0.00	2.00	0.91	0.00	0.00	0.00	0.00	0.89	0.00	0.47
8.00	0.00	0.00	0.00	0.66	0.00	0.00	0.00	0.49	0.61	1.99	0.61	0.00	0.00	0.00	0.00	1.02	0.00	0.00
9.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.05	0.18	2.00	0.60	0.00	0.00	0.00	0.00	0.64	0.00	0.24
10.00	0.00	0.00	0.00	1.37	0.00	0.00	0.00	0.00	0.69	2.00	0.98	0.00	0.00	0.00	0.00	1.15	0.00	0.53
11.00	0.00	0.00	0.00	0.40	0.00	0.00	0.00	1.99	1.44	2.00	1.44	0.00	0.00	0.00	0.00	0.65	0.00	0.46
12.00	0.00	0.00	0.00	0.31	0.00	0.00	0.16	0.68	1.83	2.00	1.46	0.00	0.00	0.13	0.00	1.83	0.00	1.25
13.00	0.00	0.00	0.00	0.31	0.00	0.00	0.00	0.53	0.00	2.00	1.20	0.00	0.00	0.00	0.00	1.39	0.00	0.60
