Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.212s)
CreateVariables () DONE !!!
Creating 4 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3
2.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	1.57	0.00
4.00	0.00	0.00	2.00	0.00
5.00	0.00	0.00	2.00	0.00
6.00	0.00	0.00	2.00	1.20
7.00	1.21	0.00	2.00	1.98
8.00	2.00	1.21	1.99	2.00
9.00	2.00	1.99	2.00	2.00
10.00	2.00	2.00	2.00	2.00
11.00	2.00	2.00	2.00	1.98
12.00	2.00	2.00	2.00	2.00
13.00	2.00	2.00	2.00	2.00
14.00	1.99	2.00	1.99	2.00
15.00	1.99	1.99	2.00	1.98
16.00	2.00	2.00	2.00	2.01
17.00	2.00	2.00	2.00	1.98
18.00	2.00	2.00	2.00	2.00
19.00	2.00	2.00	2.00	2.00
20.00	1.99	2.00	1.99	2.00
21.00	2.00	1.99	2.00	1.99
22.00	2.00	2.00	2.00	2.01
23.00	2.00	2.00	2.00	1.98
24.00	2.00	2.00	2.00	2.00
25.00	2.00	2.00	2.00	1.99
26.00	1.99	2.00	1.99	2.00
27.00	2.00	1.99	2.00	1.99
28.00	2.00	2.00	2.00	2.01
29.00	2.00	2.00	2.00	1.99
30.00	2.00	2.00	2.00	2.00
31.00	2.00	2.00	2.00	2.00
32.00	1.99	2.00	1.99	2.00
33.00	2.00	1.99	2.00	2.00
34.00	2.00	2.00	2.00	1.99
35.00	2.00	2.00	2.00	2.01
36.00	2.00	2.00	2.00	1.98
37.00	2.00	2.00	2.00	2.00
38.00	1.99	2.00	1.99	2.00
39.00	2.00	2.00	2.00	1.99
40.00	2.00	1.99	2.00	2.01
41.00	2.00	2.00	2.00	1.99
42.00	2.00	2.00	2.00	2.00
43.00	2.00	2.00	2.00	2.00
44.00	1.99	2.00	1.99	2.00
45.00	2.00	1.99	2.00	2.00
46.00	2.00	2.00	2.00	2.00
47.00	2.00	2.00	2.00	2.00
48.00	2.00	2.00	2.00	1.99
49.00	2.00	2.00	2.00	2.00
50.00	1.99	2.00	2.00	2.00
