Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.221s)
CreateVariables () DONE !!!
Creating 10 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	0.00	1.94	0.00	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00
5.00	1.35	0.00	0.89	0.22	0.00	2.00	1.20	0.67	0.00	0.00
6.00	1.52	1.25	1.00	0.85	0.32	2.00	1.81	0.99	0.55	0.00
7.00	1.52	1.91	1.78	0.18	0.40	2.00	1.77	1.39	0.51	0.00
8.00	2.00	1.74	1.61	1.15	0.40	1.99	2.14	2.40	0.47	0.00
9.00	1.97	1.67	1.55	0.20	0.00	2.00	1.94	1.93	0.05	0.00
10.00	1.61	1.52	0.93	0.55	0.00	2.00	0.93	0.49	0.20	0.00
11.00	1.88	1.95	1.72	0.18	0.00	2.00	1.99	1.78	0.16	0.00
12.00	1.58	1.53	1.34	0.21	0.00	2.00	1.41	0.49	0.00	0.00
13.00	2.03	1.37	1.48	0.87	0.20	2.00	1.75	0.95	0.48	0.00
14.00	2.04	2.03	1.99	0.26	0.12	1.99	2.05	1.18	0.44	0.00
15.00	1.92	1.90	1.14	0.69	0.07	2.00	1.77	1.34	0.06	0.00
16.00	2.01	1.86	1.51	0.52	0.00	2.00	2.01	1.72	0.21	0.00
17.00	1.99	1.79	1.75	0.71	0.42	2.00	1.98	1.99	0.26	0.00
18.00	1.99	1.90	1.64	0.44	0.24	2.00	1.42	0.84	0.15	0.00
19.00	2.01	1.61	0.88	0.24	0.00	2.00	0.26	1.14	0.00	0.00
20.00	1.99	1.91	1.30	0.00	0.00	1.99	0.04	0.60	0.00	0.00
21.00	1.63	1.90	1.87	0.58	0.00	2.00	0.13	1.25	0.67	0.00
22.00	2.00	1.94	0.25	0.06	0.00	2.00	0.00	0.31	0.08	0.00
23.00	1.98	1.74	1.39	0.69	0.33	2.00	0.97	1.47	0.52	0.00
24.00	1.85	1.44	1.68	0.00	0.00	2.00	1.87	0.64	0.33	0.00
25.00	2.00	1.79	0.58	0.08	0.00	2.00	1.85	2.01	0.85	0.00
26.00	1.95	1.94	1.77	0.29	0.32	1.99	1.97	0.14	0.18	0.00
27.00	2.01	2.03	2.05	0.73	0.00	2.00	2.04	0.24	0.24	0.00
28.00	2.00	1.92	1.48	1.44	0.01	2.00	1.91	0.26	0.31	0.00
29.00	1.90	1.79	1.41	0.79	0.21	2.00	1.79	1.15	0.41	0.00
