Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.155s)
CreateVariables () DONE !!!
Creating 4 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3
2.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	1.74	0.00
4.00	0.00	0.00	2.00	0.00
5.00	0.80	0.99	2.00	0.80
6.00	1.86	1.63	2.00	1.51
7.00	1.86	2.33	2.00	2.47
8.00	2.00	2.00	1.99	2.00
9.00	1.98	1.99	2.00	2.00
10.00	2.00	2.00	2.00	1.99
11.00	1.99	2.00	2.00	1.99
12.00	2.01	2.00	2.00	2.01
13.00	1.99	2.00	2.00	2.00
14.00	2.01	1.99	1.99	2.00
15.00	1.99	2.01	2.00	2.00
16.00	2.00	1.99	2.00	1.99
17.00	2.00	2.00	2.00	1.99
18.00	1.99	2.00	2.00	2.01
19.00	1.99	2.00	2.00	1.99
20.00	2.00	1.99	1.99	2.00
21.00	1.98	2.00	2.00	2.00
22.00	2.00	2.00	2.00	2.00
23.00	1.97	2.00	2.00	1.99
24.00	2.01	2.00	2.00	2.00
25.00	2.01	2.00	2.00	2.00
26.00	2.00	2.00	1.99	2.00
27.00	1.99	2.00	2.00	2.00
28.00	1.99	2.00	2.00	1.99
29.00	1.99	1.99	2.00	2.01
30.00	1.99	2.00	2.00	1.99
31.00	1.98	1.46	2.00	1.40
32.00	1.98	1.46	1.99	1.22
33.00	1.92	2.23	2.00	2.20
34.00	1.99	2.23	2.00	1.99
35.00	1.99	2.00	2.00	1.99
36.00	1.98	2.00	2.00	2.01
37.00	2.00	2.00	2.00	1.99
38.00	2.00	2.00	1.99	2.00
39.00	1.98	1.99	2.00	2.00
40.00	2.00	2.00	2.00	2.00
41.00	1.99	2.00	2.00	1.98
42.00	2.00	2.00	2.00	2.01
43.00	2.00	2.00	2.00	1.99
44.00	1.99	1.99	1.99	2.00
45.00	2.00	2.01	2.00	2.00
46.00	2.01	1.99	2.00	2.00
47.00	1.98	2.00	2.00	1.98
48.00	2.00	2.00	2.00	2.00
49.00	2.00	2.00	2.00	2.00
50.00	2.00	2.00	2.00	2.00
51.00	1.98	1.99	1.99	2.00
52.00	2.00	2.00	2.00	2.00
53.00	1.99	1.99	2.00	2.00
54.00	2.00	2.00	2.00	1.99
55.00	1.98	2.00	2.00	2.00
56.00	2.01	2.00	2.00	1.99
57.00	1.98	2.00	1.99	2.00
58.00	1.99	1.99	2.00	2.00
59.00	1.99	1.99	2.00	1.99
60.00	2.00	2.01	2.00	2.00
61.00	1.99	2.00	2.00	1.98
62.00	2.00	2.00	2.00	2.00
63.00	2.00	1.99	1.99	2.00
64.00	1.99	1.99	2.00	2.00
65.00	1.97	2.01	2.00	2.00
66.00	1.98	2.00	2.00	1.98
67.00	2.00	1.99	2.00	2.01
68.00	2.00	2.00	2.00	2.00
69.00	1.98	2.00	1.99	1.99
70.00	2.00	1.99	2.00	2.00
71.00	1.97	2.00	2.00	2.00
72.00	2.01	2.00	2.00	2.01
73.00	1.98	2.00	2.00	1.99
74.00	1.99	2.00	2.00	2.00
75.00	2.01	1.98	1.99	2.00
76.00	1.99	2.00	2.00	1.99
77.00	2.00	2.00	2.00	1.99
78.00	2.00	2.00	2.00	2.01
79.00	2.00	2.00	2.00	2.00
80.00	2.00	1.99	2.00	1.99
81.00	2.00	2.01	1.99	2.00
82.00	2.00	2.00	2.00	2.00
83.00	1.99	1.98	2.00	2.00
84.00	2.00	2.01	2.00	2.00
85.00	1.98	2.00	2.00	1.99
86.00	2.01	1.99	2.00	2.00
87.00	1.97	2.01	1.99	2.00
88.00	2.00	1.99	2.00	2.00
89.00	2.00	2.00	2.00	1.99
90.00	2.01	2.00	2.00	2.00
91.00	1.98	2.00	2.00	1.99
92.00	2.00	1.99	2.00	2.00
93.00	1.98	2.01	1.99	2.00
94.00	1.99	1.99	2.00	1.99
95.00	1.95	1.66	2.00	1.58
96.00	2.03	1.41	2.00	1.20
97.00	1.98	1.52	2.00	0.97
98.00	2.01	2.25	2.00	2.03
99.00	1.99	2.00	2.00	2.00
100.00	2.00	1.99	1.99	2.00
101.00	2.00	2.00	2.00	2.00
102.00	2.00	2.00	2.00	2.00
103.00	2.00	2.00	2.00	1.99
104.00	2.00	2.00	2.00	2.00
105.00	2.00	2.00	2.00	2.00
106.00	1.98	1.99	1.99	1.99
107.00	2.00	1.99	2.00	2.00
108.00	2.00	2.00	2.00	2.00
109.00	2.00	2.00	2.00	1.99
110.00	2.00	2.00	2.00	2.00
111.00	2.00	2.00	2.00	2.00
112.00	1.99	2.00	1.99	2.00
113.00	2.00	1.99	2.00	1.99
114.00	2.00	2.00	2.00	2.00
115.00	2.00	2.00	2.00	0.92
116.00	2.00	1.99	2.00	0.00
117.00	1.99	2.00	2.00	0.00
118.00	1.99	2.00	1.99	0.00
119.00	1.99	1.98	2.00	0.00
120.00	2.00	2.00	2.00	0.00
121.00	2.00	1.99	2.00	0.00
122.00	2.00	2.00	2.00	0.00
123.00	2.00	2.00	2.00	0.00
124.00	1.99	2.00	1.99	0.00
125.00	2.00	1.99	2.00	0.00
126.00	2.00	2.00	2.00	0.00
127.00	2.00	1.99	2.00	0.00
128.00	2.00	2.00	2.00	0.00
129.00	2.00	2.00	2.00	0.00
130.00	1.99	2.00	1.99	0.00
131.00	2.00	1.99	2.00	0.00
132.00	2.00	2.00	2.00	0.00
133.00	2.00	2.00	2.00	0.00
134.00	2.00	2.00	2.00	0.00
135.00	2.00	2.00	2.00	0.00
136.00	1.99	2.00	1.99	0.00
137.00	2.00	1.99	2.00	0.00
138.00	2.00	2.00	2.00	0.00
139.00	2.00	1.98	2.00	0.00
140.00	2.00	2.00	2.00	0.00
141.00	2.00	2.00	2.00	0.00
142.00	1.99	2.00	2.00	0.00
143.00	2.00	1.99	1.99	0.00
144.00	2.00	2.00	2.00	0.00
145.00	2.00	2.00	2.00	1.04
146.00	2.00	1.99	2.00	1.99
147.00	2.00	2.00	2.00	2.00
148.00	2.00	2.00	2.00	2.00
149.00	1.99	1.97	1.99	2.00
150.00	2.00	2.00	2.00	2.00
151.00	1.99	1.99	2.00	1.99
152.00	2.00	2.00	2.00	1.99
153.00	2.00	2.00	2.00	2.00
154.00	2.00	2.00	2.00	2.00
155.00	1.99	2.00	1.99	2.00
156.00	2.00	1.98	2.00	2.00
157.00	2.00	2.00	2.00	2.00
158.00	2.00	2.00	2.00	1.99
159.00	2.00	1.98	2.00	2.00
160.00	2.00	2.00	2.00	2.00
161.00	1.99	1.99	1.99	2.00
162.00	2.00	2.00	2.00	2.00
163.00	2.00	2.00	2.00	1.99
164.00	2.00	2.00	2.00	2.00
165.00	2.00	1.98	2.00	2.00
166.00	2.00	1.99	2.00	2.00
167.00	1.99	2.00	1.99	2.00
168.00	2.00	1.99	2.00	1.99
169.00	2.00	1.99	2.00	2.01
170.00	2.00	2.00	2.00	1.99
171.00	2.00	2.00	2.00	2.00
172.00	2.00	2.00	2.00	2.00
173.00	1.99	2.00	1.99	2.00
174.00	2.00	1.99	2.00	2.00
175.00	2.00	2.00	2.00	1.99
176.00	2.00	2.00	2.00	2.00
177.00	2.00	1.99	2.00	2.00
178.00	2.00	2.00	2.00	2.00
179.00	1.99	2.00	1.99	2.00
10.2.1.2	2.04	7.91
10.1.1.1	2.03	3679.73
10.1.1.2	2.03	14667.76
10.1.1.4	1.67	12204.07
