Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.226s)
CreateVariables () DONE !!!
Creating 5 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4
2.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	1.99	0.00	0.00
4.00	0.00	0.00	2.00	0.00	0.00
5.00	1.20	1.27	2.00	0.00	1.57
6.00	1.02	1.40	2.00	1.22	1.31
7.00	0.78	1.55	2.00	1.47	1.02
8.00	0.87	1.61	1.99	1.61	0.91
9.00	0.75	1.84	2.00	1.48	0.80
10.00	0.95	1.68	2.00	1.50	0.81
11.00	0.54	1.91	2.00	2.04	0.42
12.00	0.00	2.47	2.00	2.51	0.00
13.00	0.00	2.14	2.00	1.90	0.86
14.00	0.00	2.01	1.99	1.41	1.38
15.00	0.71	1.57	2.00	2.30	0.20
16.00	1.33	1.51	2.00	1.70	0.31
17.00	0.86	1.52	2.00	1.77	0.49
18.00	0.84	1.70	2.00	1.67	0.89
19.00	0.51	1.95	2.00	1.94	0.60
20.00	0.51	1.93	1.99	2.32	0.11
21.00	0.46	2.13	2.00	2.24	0.00
22.00	0.00	2.51	2.00	2.10	0.00
23.00	0.89	1.30	2.00	1.46	1.05
24.00	1.04	1.40	2.00	1.40	1.01
25.00	0.82	1.67	2.00	1.60	0.81
26.00	0.85	1.45	1.99	1.53	0.80
27.00	0.71	1.64	2.00	1.58	0.79
28.00	0.85	1.70	2.00	1.59	0.81
29.00	0.54	1.88	2.00	2.08	0.54
30.00	0.00	2.71	2.00	2.18	0.00
31.00	0.00	2.03	2.00	2.06	0.85
32.00	0.00	2.00	1.99	1.65	1.48
33.00	0.77	1.48	2.00	1.51	1.12
34.00	1.04	1.28	2.00	1.26	0.72
35.00	0.71	1.63	2.00	1.91	1.14
36.00	0.80	1.65	2.00	1.83	0.54
37.00	0.69	1.81	2.00	1.61	0.67
38.00	1.02	1.63	1.99	2.14	0.00
39.00	0.75	1.99	2.00	2.34	0.00
40.00	0.00	2.64	2.00	2.38	0.00
41.00	0.73	1.47	2.00	1.57	0.89
42.00	0.94	1.37	2.00	1.42	1.19
43.00	0.66	1.68	2.00	1.64	0.91
44.00	0.87	1.67	1.99	1.64	0.79
45.00	0.75	1.73	2.00	1.51	0.88
46.00	1.02	1.64	2.00	1.61	0.71
47.00	0.69	1.93	2.00	1.74	0.62
48.00	0.00	2.63	2.00	2.51	0.00
49.00	1.15	1.55	2.00	2.26	0.00
50.00	1.38	1.59	2.00	2.01	0.00
51.00	1.04	1.67	1.99	1.44	0.80
52.00	0.87	1.63	2.00	1.51	1.00
53.00	0.79	1.53	2.00	1.70	0.81
54.00	0.74	1.55	2.00	1.67	1.01
55.00	0.55	1.81	2.00	1.83	0.53
56.00	0.00	2.38	2.00	1.70	0.69
57.00	0.00	2.43	1.99	1.84	0.67
58.00	0.00	1.99	2.00	2.72	0.00
59.00	0.66	1.64	2.00	1.58	0.54
60.00	1.11	1.31	2.00	1.32	1.15
61.00	0.80	1.66	2.00	1.45	0.85
62.00	0.80	1.44	2.00	1.71	0.95
63.00	0.81	1.60	1.99	1.63	0.93
64.00	0.82	1.70	2.00	1.45	0.92
65.00	0.78	1.75	2.00	1.83	0.65
66.00	0.09	2.23	2.00	2.41	0.08
67.00	0.00	2.50	2.00	2.27	0.00
68.00	0.00	2.00	2.00	2.00	0.00
69.00	0.80	1.78	1.99	1.98	0.00
70.00	1.51	1.59	2.00	2.00	0.00
71.00	0.97	2.11	2.00	1.98	0.00
72.00	0.00	2.38	2.00	2.00	0.00
73.00	1.74	1.28	2.00	1.92	0.00
74.00	1.10	1.75	2.00	2.07	0.00
75.00	0.60	2.43	1.99	1.99	0.00
76.00	0.00	2.20	2.00	1.98	0.00
77.00	0.00	2.00	2.00	2.01	0.00
78.00	0.00	2.00	2.00	1.99	0.00
79.00	0.14	1.99	2.00	2.00	0.00
80.00	1.51	1.06	2.00	1.98	0.00
81.00	0.95	1.92	1.99	1.99	0.00
82.00	0.58	2.36	2.00	1.92	0.00
83.00	1.60	1.39	2.00	2.08	0.00
84.00	1.31	1.87	2.00	2.00	0.00
85.00	0.82	2.33	2.00	2.00	0.00
86.00	0.00	2.21	2.00	2.00	0.00
87.00	0.93	1.71	1.99	1.99	0.00
88.00	1.52	1.53	2.00	1.99	0.00
89.00	1.26	1.81	2.00	2.00	0.00
90.00	1.28	1.81	2.00	2.01	0.00
91.00	1.10	1.73	2.00	1.68	0.47
92.00	0.82	1.68	2.00	1.34	1.10
93.00	0.68	1.78	1.99	1.64	0.85
94.00	0.00	2.28	2.00	1.73	0.98
95.00	0.00	2.43	2.00	1.77	0.74
96.00	0.00	2.01	2.00	1.94	0.95
97.00	0.84	1.39	2.00	1.54	0.98
98.00	1.18	1.54	2.00	2.14	0.02
99.00	0.85	1.85	2.00	2.37	0.00
100.00	0.92	1.86	1.99	2.27	0.00
101.00	1.07	1.64	2.00	1.26	0.92
102.00	0.73	1.41	2.00	1.55	1.01
103.00	0.65	1.85	2.00	1.74	0.73
104.00	0.00	2.34	2.00	1.85	0.72
105.00	0.00	2.36	2.00	1.80	0.74
106.00	0.00	2.01	1.99	1.78	1.06
107.00	0.65	1.58	2.00	1.80	0.72
108.00	1.15	1.53	2.00	2.31	0.00
109.00	0.84	1.91	2.00	2.26	0.00
110.00	1.04	1.81	2.00	2.13	0.00
111.00	1.17	1.63	2.00	1.77	0.35
112.00	0.86	1.61	1.99	1.25	1.19
113.00	0.61	1.53	2.00	1.73	0.91
114.00	0.00	2.44	2.00	1.93	0.78
115.00	0.00	2.39	2.00	1.73	0.81
116.00	0.00	1.97	2.00	1.88	1.08
117.00	0.68	1.60	2.00	1.75	1.01
118.00	1.14	1.45	1.99	2.24	0.21
119.00	0.85	1.63	2.00	2.27	0.00
120.00	0.89	1.78	2.00	2.26	0.00
121.00	0.82	1.75	2.00	1.24	1.01
122.00	0.81	1.59	2.00	2.10	0.41
123.00	0.75	1.80	2.00	1.25	1.01
124.00	0.00	2.40	1.99	1.87	0.80
125.00	0.40	2.13	2.00	1.97	0.57
126.00	1.21	1.24	2.00	1.74	0.49
127.00	0.91	1.60	2.00	1.92	0.25
128.00	0.77	1.66	2.00	2.50	0.00
129.00	0.87	1.77	2.00	2.24	0.00
130.00	1.20	1.84	1.99	2.00	0.00
131.00	1.13	1.84	2.00	1.99	0.00
132.00	0.00	2.67	2.00	2.00	0.00
133.00	1.11	1.70	2.00	1.99	0.00
134.00	1.51	1.58	2.00	2.01	0.00
135.00	1.25	1.85	2.00	1.98	0.00
136.00	1.08	1.88	1.99	1.97	0.00
137.00	1.18	1.73	2.00	1.94	0.00
138.00	1.30	1.75	2.00	2.06	0.00
139.00	0.75	2.25	2.00	1.97	0.00
140.00	0.00	2.40	2.00	2.01	0.00
141.00	0.86	1.81	2.00	1.99	0.00
142.00	1.55	1.51	2.00	1.99	0.00
143.00	1.22	1.85	1.99	2.01	0.00
144.00	1.27	1.77	2.00	1.98	0.00
145.00	1.10	1.84	2.00	2.03	0.00
146.00	1.20	1.78	2.00	1.97	0.00
147.00	0.92	2.03	2.00	1.97	0.00
148.00	0.00	2.50	2.00	2.03	0.00
149.00	1.01	1.75	1.99	1.98	0.00
150.00	1.51	1.60	2.00	2.01	0.00
151.00	0.74	2.28	2.00	1.99	0.00
152.00	1.54	1.30	2.00	1.99	0.00
153.00	1.14	1.81	2.00	1.99	0.00
154.00	1.13	1.91	2.00	1.99	0.00
155.00	0.98	2.24	1.99	2.00	0.00
156.00	0.00	2.32	2.00	1.98	0.00
157.00	0.86	1.74	2.00	2.00	0.00
158.00	1.51	1.54	2.00	2.00	0.00
159.00	1.15	1.78	2.00	1.99	0.00
160.00	1.00	2.06	2.00	2.01	0.00
161.00	1.27	1.77	1.99	1.83	0.00
162.00	0.29	2.63	2.00	2.16	0.00
163.00	1.51	1.38	2.00	1.95	0.00
164.00	0.00	2.56	2.00	2.00	0.00
165.00	0.78	1.58	2.00	1.50	0.71
166.00	1.04	1.33	2.00	1.28	1.06
167.00	0.89	1.57	1.99	1.60	0.87
168.00	0.94	1.59	2.00	1.97	0.58
169.00	0.62	1.73	2.00	1.72	0.71
170.00	0.66	1.63	2.00	1.70	1.01
171.00	0.65	1.85	2.00	1.75	0.68
172.00	0.00	2.54	2.00	2.51	0.00
173.00	0.57	1.68	1.99	2.03	0.62
174.00	0.98	1.33	2.00	1.30	1.20
175.00	0.85	1.57	2.00	1.75	0.80
176.00	0.80	1.65	2.00	1.61	0.65
177.00	0.79	1.50	2.00	1.65	0.84
178.00	0.89	1.67	2.00	1.47	0.85
179.00	0.72	1.67	1.99	1.60	0.91
10.2.1.2	2.04	7.91
10.1.1.1	0.76	425472.50
10.1.1.2	1.86	290507.82
10.1.1.4	1.90	213731.92
10.1.1.5	0.44	446256.00
