Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.218s)
CreateVariables () DONE !!!
Creating 5 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4
2.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	1.50	0.00	0.00
4.00	0.00	0.00	2.00	0.00	0.00
5.00	1.32	1.34	2.00	0.00	0.00
6.00	1.42	1.42	2.00	1.00	0.88
7.00	0.93	1.40	2.00	1.45	1.07
8.00	0.77	1.53	1.99	1.59	0.98
9.00	0.75	1.60	2.00	1.75	0.89
10.00	0.44	2.00	2.00	1.74	0.91
11.00	0.60	1.93	2.00	1.79	0.62
12.00	0.00	2.47	2.00	2.53	0.00
13.00	0.00	2.13	2.00	2.17	0.00
14.00	0.00	1.99	1.99	2.01	0.00
15.00	1.04	1.54	2.00	1.57	0.54
16.00	1.19	1.37	2.00	1.13	1.13
17.00	0.87	1.60	2.00	1.66	0.75
18.00	0.80	1.73	2.00	1.66	0.84
19.00	0.89	1.53	2.00	1.63	0.87
20.00	0.77	1.64	1.99	1.70	0.85
21.00	0.49	1.94	2.00	1.79	0.65
22.00	0.00	2.57	2.00	2.54	0.00
23.00	0.94	1.52	2.00	1.74	0.86
24.00	0.91	1.39	2.00	1.48	1.13
25.00	0.85	1.71	2.00	1.64	0.72
26.00	0.82	1.67	1.99	1.55	0.87
27.00	0.42	1.84	2.00	1.59	0.84
28.00	0.85	1.67	2.00	1.59	0.88
29.00	0.00	2.32	2.00	1.79	0.54
30.00	0.51	2.23	2.00	2.48	0.00
31.00	0.77	2.05	2.00	2.26	0.00
32.00	1.55	1.58	1.99	1.97	0.00
33.00	1.15	1.68	2.00	2.03	0.00
34.00	1.14	1.97	2.00	1.97	0.00
35.00	1.17	1.68	2.00	2.00	0.00
36.00	1.14	1.79	2.00	1.94	0.00
37.00	1.04	1.48	2.00	1.40	0.98
38.00	0.00	2.63	1.99	1.86	0.59
39.00	0.60	1.93	2.00	1.90	0.60
40.00	0.31	2.34	2.00	1.83	0.49
41.00	1.46	0.85	2.00	1.65	0.73
42.00	0.88	1.57	2.00	1.58	0.85
43.00	0.93	1.48	2.00	2.05	0.42
44.00	0.69	1.84	1.99	2.52	0.00
45.00	0.88	1.68	2.00	1.95	0.33
46.00	0.00	2.31	2.00	1.22	1.31
47.00	0.00	2.31	2.00	1.74	0.95
48.00	0.00	2.08	2.00	1.93	0.97
49.00	0.67	1.66	2.00	1.63	0.97
50.00	0.99	1.13	2.00	1.60	0.91
51.00	1.20	1.70	1.99	1.59	0.71
52.00	0.94	1.81	2.00	2.08	0.16
53.00	0.81	1.60	2.00	2.37	0.00
54.00	0.99	1.86	2.00	2.28	0.00
55.00	0.88	1.64	2.00	1.40	0.97
56.00	0.00	2.37	2.00	1.97	0.67
57.00	0.00	2.20	1.99	1.64	1.05
