Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.216s)
CreateVariables () DONE !!!
Creating 15 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	0.00	0.00	0.27	0.00	0.00	0.00	0.25	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
6.00	0.00	0.00	0.57	0.00	0.00	0.00	1.21	2.00	0.51	0.38	0.26	1.00	1.55	0.34	0.00
7.00	0.00	0.00	0.47	0.00	0.44	0.00	0.55	2.00	0.74	0.14	0.31	0.13	0.00	0.20	0.00
8.00	0.00	0.00	0.31	0.44	0.20	0.00	0.00	1.99	0.74	0.24	0.00	0.00	0.02	0.00	0.00
9.00	0.00	0.00	0.97	0.00	0.00	0.00	0.00	2.00	0.19	0.13	0.14	0.18	0.86	0.51	0.01
10.00	0.00	0.00	2.31	0.87	0.37	0.00	0.15	2.00	0.84	1.07	0.32	0.45	0.68	1.41	1.20
11.00	0.00	0.00	0.44	0.31	0.09	0.00	0.37	2.00	0.39	0.08	0.00	0.14	0.88	1.42	1.05
12.00	0.00	0.00	0.00	0.37	0.14	0.00	0.25	2.00	0.00	0.11	0.00	0.00	0.73	0.01	0.19
13.00	0.00	0.00	0.27	0.11	0.62	0.00	0.33	2.00	0.00	0.48	0.00	0.25	0.40	0.07	0.40
14.00	0.00	0.00	0.00	0.00	0.97	0.00	0.00	1.99	1.74	1.04	0.00	0.27	0.98	0.01	0.81
15.00	0.00	0.00	0.00	0.28	0.04	0.00	1.47	2.00	1.12	0.25	0.00	0.00	0.98	0.00	0.65
16.00	0.00	0.00	0.00	0.47	0.26	0.00	0.59	2.00	0.33	0.01	0.16	0.01	0.58	0.00	0.00
17.00	0.00	0.00	0.77	0.31	0.25	0.00	1.52	2.00	0.62	0.41	0.71	0.08	0.58	0.00	0.00
18.00	0.00	0.00	0.13	0.78	0.05	0.00	0.37	2.00	0.24	0.04	0.41	0.89	0.28	0.00	0.00
19.00	0.00	0.00	0.48	0.00	0.00	0.00	0.67	2.00	0.93	0.09	0.46	0.82	0.80	0.35	0.09
20.00	0.00	0.00	0.73	0.21	0.00	0.00	1.06	1.99	0.68	0.21	0.52	0.42	1.45	0.16	0.20
21.00	0.00	0.00	1.55	1.02	0.28	0.00	0.61	2.00	1.13	0.64	0.35	0.75	0.09	0.54	0.11
22.00	0.00	0.00	2.48	0.00	0.00	0.00	0.82	2.00	0.00	0.00	0.00	0.13	1.25	1.20	0.00
23.00	0.00	0.00	0.51	0.00	0.00	0.00	1.18	2.00	0.00	0.00	0.00	1.67	2.52	0.92	0.00
