Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.240s)
CreateVariables () DONE !!!
Creating 4 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3
2.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	1.18	0.00
4.00	0.00	0.00	2.00	0.00
5.00	1.72	1.74	2.00	1.91
6.00	1.97	1.97	2.00	2.00
7.00	2.00	2.00	2.00	2.00
8.00	2.00	2.00	1.99	2.00
9.00	1.98	2.00	2.00	1.99
10.00	2.00	2.00	2.00	2.00
11.00	1.99	1.99	2.00	2.00
12.00	1.99	2.00	2.00	2.00
13.00	1.99	2.00	2.00	2.00
14.00	2.01	2.00	1.99	1.99
15.00	1.98	2.00	2.00	2.00
16.00	2.00	1.99	2.00	2.00
17.00	1.98	1.98	2.00	2.00
18.00	2.01	2.01	2.00	2.00
19.00	1.98	1.99	2.00	2.00
20.00	2.01	2.00	1.99	2.00
21.00	1.98	1.99	2.00	1.99
22.00	1.94	1.97	2.00	2.00
23.00	1.99	2.00	2.00	2.00
24.00	2.00	2.00	2.00	2.00
25.00	2.00	2.00	2.00	2.00
26.00	1.98	1.99	1.99	1.99
27.00	1.98	2.00	2.00	2.00
28.00	2.01	2.00	2.00	2.00
29.00	1.97	2.00	2.00	2.00
30.00	1.99	1.99	2.00	2.00
31.00	1.99	2.00	2.00	2.00
32.00	2.01	2.00	1.99	1.99
33.00	1.97	2.00	2.00	2.00
34.00	2.01	2.00	2.00	2.00
35.00	1.97	1.99	2.00	2.00
36.00	1.98	2.00	2.00	1.99
37.00	1.98	1.99	2.00	2.00
38.00	2.00	2.00	1.99	2.00
39.00	1.99	2.00	2.00	1.99
40.00	2.00	2.00	2.00	2.01
41.00	1.98	2.00	2.00	1.99
42.00	2.00	1.99	2.00	2.00
43.00	1.99	2.00	2.00	1.99
44.00	1.99	2.00	1.99	2.01
45.00	1.99	2.00	2.00	2.00
46.00	2.00	2.00	2.00	1.99
47.00	1.98	2.00	2.00	1.99
48.00	2.00	2.00	2.00	2.00
49.00	2.00	2.00	2.00	2.00
50.00	2.00	1.99	2.00	2.00
51.00	1.98	2.00	1.99	0.47
52.00	2.00	2.00	2.00	0.00
53.00	2.00	1.99	2.00	0.00
54.00	2.00	2.00	2.00	0.04
55.00	1.99	1.99	2.00	1.70
56.00	1.99	2.00	2.00	2.00
57.00	1.98	2.00	1.99	2.00
58.00	2.01	2.00	2.00	1.99
59.00	2.00	2.00	2.00	2.00
60.00	1.99	1.99	2.00	2.00
61.00	2.00	2.00	2.00	2.00
62.00	2.00	1.99	2.00	1.99
63.00	1.97	2.00	1.99	2.01
64.00	2.01	2.00	2.00	1.99
65.00	1.97	2.00	2.00	2.00
66.00	1.98	2.00	2.00	2.00
67.00	2.00	2.00	2.00	2.00
68.00	1.99	1.99	2.00	1.99
69.00	1.99	2.00	1.99	2.01
70.00	2.00	2.00	2.00	2.00
71.00	1.99	2.00	2.00	1.99
72.00	2.00	2.00	2.00	2.00
73.00	1.99	2.00	2.00	2.00
74.00	2.00	2.00	2.00	2.00
75.00	1.98	1.99	1.99	2.00
76.00	1.98	1.98	2.00	1.98
77.00	1.72	1.71	2.00	2.00
78.00	0.52	1.78	2.00	2.00
79.00	2.84	2.00	2.00	2.00
80.00	2.18	2.00	2.00	2.00
81.00	1.98	2.00	1.99	2.00
82.00	1.99	2.00	2.00	1.99
83.00	1.99	2.00	2.00	2.00
84.00	2.00	2.00	2.00	2.00
85.00	1.99	2.00	2.00	2.00
86.00	1.97	1.98	2.00	1.99
87.00	2.00	1.99	1.99	2.00
88.00	1.99	2.00	2.00	2.01
89.00	2.00	2.00	2.00	1.99
90.00	1.99	1.99	2.00	2.00
91.00	1.98	2.00	2.00	2.00
92.00	2.01	2.01	2.00	2.00
93.00	1.67	1.83	1.99	0.32
94.00	0.38	0.77	2.00	0.68
95.00	2.01	2.71	2.00	0.00
96.00	0.74	1.70	2.00	1.27
97.00	0.59	1.98	2.00	1.41
98.00	2.92	2.06	2.00	0.00
99.00	2.00	1.99	2.00	0.00
100.00	1.99	2.00	1.99	0.00
101.00	2.00	2.00	2.00	1.52
102.00	2.00	2.00	2.00	2.00
103.00	1.98	2.00	2.00	2.00
104.00	2.00	2.00	2.00	2.00
105.00	2.00	0.04	2.00	2.00
106.00	2.00	0.00	1.99	2.00
107.00	2.00	0.00	2.00	2.00
108.00	2.00	0.00	2.00	2.00
109.00	1.63	0.77	2.00	1.99
110.00	1.40	1.33	2.00	1.95
111.00	2.00	2.31	2.00	1.99
112.00	2.50	2.00	1.99	2.04
113.00	1.98	1.99	2.00	2.00
114.00	2.00	2.00	2.00	1.99
115.00	1.98	2.00	2.00	2.00
116.00	1.97	1.99	2.00	1.99
117.00	2.00	2.00	2.00	2.00
118.00	2.00	2.00	1.99	2.00
119.00	1.98	2.00	2.00	1.99
120.00	2.00	2.00	2.00	2.01
121.00	2.00	2.00	2.00	1.99
122.00	2.00	2.00	2.00	2.00
123.00	1.98	2.00	2.00	0.21
124.00	1.99	1.99	1.99	0.00
125.00	1.98	1.99	2.00	0.04
126.00	1.99	2.00	2.00	0.00
127.00	0.62	0.75	2.00	1.14
128.00	1.91	2.61	2.00	1.98
129.00	2.52	1.99	2.00	2.00
130.00	2.00	1.99	1.99	2.00
131.00	1.97	2.00	2.00	1.99
132.00	2.00	2.00	2.00	2.00
133.00	1.99	2.00	2.00	1.99
134.00	1.98	1.99	2.00	2.00
135.00	1.99	2.00	2.00	2.00
136.00	1.97	2.00	1.99	2.00
137.00	1.98	2.00	2.00	2.00
138.00	2.00	2.00	2.00	2.00
139.00	1.99	2.00	2.00	1.99
140.00	2.00	2.00	2.00	2.00
141.00	1.99	1.99	2.00	2.00
142.00	2.00	1.99	2.00	2.00
143.00	1.99	2.00	1.99	1.99
144.00	1.98	1.99	2.00	2.00
145.00	2.00	2.01	2.00	2.00
146.00	1.97	2.00	2.00	2.00
147.00	1.99	1.99	2.00	2.00
148.00	1.99	2.00	2.00	2.00
149.00	1.97	2.00	1.99	2.00
150.00	2.01	2.00	2.00	1.99
151.00	1.94	2.00	2.00	2.00
152.00	2.00	2.00	2.00	2.00
153.00	1.98	2.00	2.00	2.00
154.00	2.00	2.00	2.00	2.00
155.00	2.00	1.99	1.99	1.99
156.00	1.94	2.00	2.00	2.01
157.00	2.00	2.00	2.00	2.00
158.00	0.73	0.73	2.00	2.00
159.00	2.59	2.76	2.00	0.60
160.00	2.00	2.00	2.00	0.00
161.00	1.98	1.99	1.99	0.00
162.00	1.99	2.00	2.00	0.00
163.00	1.99	2.00	2.00	0.00
164.00	2.00	2.00	2.00	0.00
165.00	2.00	2.00	2.00	0.00
166.00	1.99	2.00	2.00	0.00
167.00	2.00	1.99	1.99	0.00
168.00	1.99	2.00	2.00	0.00
169.00	1.99	2.00	2.00	0.00
170.00	2.00	2.00	2.00	0.00
171.00	2.00	2.00	2.00	0.00
172.00	2.00	2.00	2.00	0.00
173.00	1.99	1.99	1.99	0.00
174.00	1.99	2.00	2.00	0.00
175.00	2.00	2.00	2.00	0.00
176.00	2.00	2.00	2.00	0.00
177.00	2.00	2.00	2.00	0.00
178.00	2.00	2.00	2.00	0.00
179.00	1.99	1.99	1.99	0.00
10.2.1.2	2.04	7.85
10.1.1.1	1.99	28054.52
10.1.1.2	1.97	11151.75
10.1.1.4	1.84	18476.92
