Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.210s)
CreateVariables () DONE !!!
Creating 5 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4
2.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	1.80	0.00	0.00
4.00	0.00	0.00	2.00	0.00	0.00
5.00	0.68	0.97	2.00	0.99	0.00
6.00	1.13	1.47	2.00	1.75	0.42
7.00	0.99	1.50	2.00	1.34	1.13
8.00	0.78	1.72	1.99	2.06	0.25
9.00	0.67	1.59	2.00	1.41	1.12
10.00	0.84	1.57	2.00	1.67	0.68
11.00	0.78	1.55	2.00	1.65	0.89
12.00	0.00	2.61	2.00	2.52	0.00
13.00	0.00	2.20	2.00	1.90	0.89
14.00	0.00	1.99	1.99	1.58	1.42
15.00	1.08	1.32	2.00	1.58	0.91
16.00	0.80	1.60	2.00	1.60	0.82
17.00	0.54	1.77	2.00	1.27	0.98
18.00	0.84	1.59	2.00	1.73	0.85
19.00	0.75	1.78	2.00	1.34	0.89
20.00	0.85	1.73	1.99	2.48	0.00
21.00	0.41	2.10	2.00	2.44	0.00
22.00	0.00	2.52	2.00	2.07	0.00
23.00	0.78	1.66	2.00	1.44	0.77
24.00	0.88	0.68	2.00	1.53	1.20
25.00	0.87	1.91	2.00	1.75	0.97
26.00	0.82	1.59	1.99	1.54	0.98
27.00	0.84	1.54	2.00	1.57	0.86
28.00	0.77	1.70	2.00	1.61	0.77
29.00	0.81	1.59	2.00	1.58	0.64
30.00	0.00	2.38	2.00	2.65	0.00
31.00	0.00	2.36	2.00	1.87	0.61
32.00	0.00	2.16	1.99	1.52	1.31
33.00	0.58	1.54	2.00	1.72	1.07
34.00	1.10	1.39	2.00	1.71	0.84
35.00	0.72	1.63	2.00	1.58	1.01
36.00	0.72	1.71	2.00	1.77	0.82
37.00	0.79	1.64	2.00	1.61	0.85
38.00	0.77	1.86	1.99	2.38	0.01
39.00	0.95	1.51	2.00	2.30	0.00
40.00	0.00	2.87	2.00	2.19	0.00
41.00	0.88	1.45	2.00	1.44	0.74
42.00	1.05	1.41	2.00	1.47	1.06
43.00	0.89	1.72	2.00	1.44	0.78
44.00	0.91	1.54	1.99	1.63	0.82
45.00	0.84	1.66	2.00	1.60	0.82
46.00	0.78	1.65	2.00	1.90	0.49
47.00	0.65	1.79	2.00	1.87	0.49
48.00	0.00	2.72	2.00	2.46	0.00
49.00	0.95	1.65	2.00	2.11	0.00
50.00	1.58	1.57	2.00	1.99	0.00
51.00	1.00	1.61	1.99	1.21	0.94
52.00	0.91	1.55	2.00	1.21	0.87
53.00	0.81	1.61	2.00	1.65	0.86
54.00	0.94	1.63	2.00	1.33	0.95
55.00	0.67	1.61	2.00	1.57	0.91
56.00	0.00	2.41	2.00	1.74	0.72
57.00	0.00	2.33	1.99	1.95	0.59
58.00	0.00	2.00	2.00	2.59	0.00
59.00	0.75	1.41	2.00	1.45	1.06
60.00	1.04	1.46	2.00	1.45	1.10
61.00	0.79	1.57	2.00	1.59	0.87
62.00	0.98	1.58	2.00	1.64	0.80
63.00	0.85	1.46	1.99	1.70	0.87
64.00	0.81	1.63	2.00	1.52	0.89
65.00	0.64	1.95	2.00	1.68	0.59
66.00	0.00	2.47	2.00	2.46	0.00
67.00	1.20	1.64	2.00	2.17	0.00
68.00	1.34	1.65	2.00	2.05	0.00
69.00	0.72	1.71	1.99	1.47	0.95
70.00	0.86	1.51	2.00	1.39	1.08
71.00	0.85	1.59	2.00	1.59	0.95
72.00	0.68	1.63	2.00	1.73	0.92
73.00	0.35	2.01	2.00	1.55	0.87
74.00	0.00	2.48	2.00	1.66	0.97
75.00	0.79	1.66	1.99	1.91	0.58
76.00	1.21	1.46	2.00	2.33	0.00
77.00	0.86	1.70	2.00	2.31	0.00
78.00	1.11	1.92	2.00	2.05	0.00
79.00	1.02	1.60	2.00	1.47	0.74
80.00	0.93	1.45	2.00	1.46	1.01
81.00	0.75	1.65	1.99	1.59	0.79
82.00	0.00	2.37	2.00	1.21	0.78
83.00	0.00	2.21	2.00	2.21	0.81
84.00	0.00	2.26	2.00	1.73	1.04
85.00	0.77	1.68	2.00	1.68	0.93
86.00	0.91	1.50	2.00	2.52	0.00
87.00	0.87	1.65	1.99	2.18	0.24
88.00	0.93	1.73	2.00	1.45	0.93
89.00	0.89	1.70	2.00	1.47	0.86
90.00	0.79	1.57	2.00	1.55	0.86
91.00	0.94	1.48	2.00	1.70	0.87
92.00	0.00	2.20	2.00	1.66	1.11
93.00	0.00	2.20	1.99	2.08	0.53
94.00	0.00	2.46	2.00	2.04	0.62
95.00	1.02	1.53	2.00	2.40	0.00
96.00	1.20	1.44	2.00	2.07	0.00
97.00	1.17	1.72	2.00	2.01	0.00
98.00	1.12	1.68	2.00	1.99	0.00
99.00	1.24	1.78	2.00	1.99	0.00
100.00	1.22	1.88	1.99	2.01	0.00
101.00	0.94	2.07	2.00	1.98	0.00
102.00	0.06	2.58	2.00	2.01	0.00
