Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.212s)
CreateVariables () DONE !!!
Creating 7 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	1.95	0.00	0.00	0.00
4.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
5.00	1.50	0.00	0.00	2.00	1.70	1.50	1.48
6.00	1.99	1.64	1.72	2.00	1.98	1.98	1.97
7.00	1.99	1.94	1.99	2.00	2.00	1.95	1.99
8.00	2.00	1.92	2.00	1.99	2.00	1.94	2.00
9.00	1.99	1.93	2.00	2.00	2.00	1.94	1.98
10.00	2.00	1.88	2.00	2.00	2.00	2.00	2.00
11.00	1.98	1.92	2.00	2.00	1.99	1.94	1.94
12.00	1.99	1.93	2.00	2.00	2.00	1.95	2.00
13.00	1.99	1.90	2.00	2.00	2.00	1.97	1.99
14.00	2.00	1.90	1.99	1.99	2.00	1.95	2.00
15.00	2.00	1.92	2.00	2.00	2.00	1.93	1.98
16.00	1.99	1.97	2.00	2.00	1.99	1.94	1.99
17.00	1.99	1.90	2.00	2.00	2.00	1.88	1.98
18.00	2.00	1.91	2.00	2.00	2.00	1.94	1.99
19.00	2.00	1.92	2.00	2.00	1.99	1.93	1.98
20.00	2.00	1.92	1.99	1.99	2.00	1.88	2.00
21.00	1.99	1.91	2.00	2.00	2.00	1.92	1.95
22.00	2.00	1.90	2.00	2.00	2.00	1.92	2.00
23.00	1.99	1.94	2.00	2.00	2.00	1.95	1.99
24.00	1.99	1.90	2.00	2.00	2.00	1.91	1.99
25.00	1.99	1.97	2.00	2.00	1.99	1.93	2.00
26.00	2.00	1.98	1.99	1.99	2.00	1.97	2.00
27.00	2.00	1.97	2.00	2.00	2.00	1.94	1.99
28.00	2.00	1.92	2.00	2.00	1.99	1.88	2.00
29.00	1.99	1.91	2.00	2.00	2.00	1.93	1.98
30.00	2.00	1.91	2.00	2.00	2.00	1.94	2.00
31.00	1.75	1.75	1.77	2.00	1.99	1.95	2.00
32.00	2.04	1.90	1.99	1.99	2.00	1.94	2.00
33.00	2.00	1.92	2.04	2.00	2.00	1.98	2.00
34.00	2.00	1.88	2.00	2.00	2.00	1.92	2.00
35.00	1.98	1.99	2.00	2.00	2.00	1.93	1.98
36.00	1.99	1.93	2.00	2.00	2.00	1.92	1.99
37.00	2.00	1.95	2.00	2.00	1.99	1.93	1.99
38.00	2.00	1.97	1.99	1.99	2.00	1.92	2.00
39.00	1.99	1.92	2.00	2.00	2.00	1.95	1.99
40.00	2.00	1.91	2.00	2.00	2.00	1.98	2.00
41.00	1.99	1.92	2.00	2.00	1.99	1.92	2.00
42.00	1.99	1.91	2.00	2.00	1.99	1.92	1.99
43.00	2.00	1.93	2.00	2.00	1.99	1.95	1.99
44.00	2.00	1.93	1.99	1.99	2.00	1.93	2.00
45.00	1.99	1.91	2.00	2.00	2.00	1.94	1.99
46.00	1.99	1.91	2.00	2.00	2.00	1.95	1.98
47.00	1.98	1.98	2.00	2.00	2.00	1.91	2.00
48.00	1.99	1.93	2.00	2.00	2.00	1.91	1.99
49.00	1.98	1.93	2.00	2.00	1.98	1.90	1.99
50.00	2.00	1.88	1.99	2.00	2.00	1.93	2.00
51.00	1.99	1.94	2.00	1.99	2.00	1.95	1.99
52.00	2.00	1.94	2.00	2.00	2.00	1.94	2.00
53.00	1.98	1.90	2.00	2.00	2.00	1.93	1.99
54.00	1.99	1.91	2.00	2.00	2.00	1.93	1.99
55.00	2.00	1.88	2.00	2.00	1.99	1.91	2.00
56.00	1.99	1.94	2.00	2.00	2.00	1.93	1.99
57.00	1.98	1.95	1.99	1.99	1.99	1.97	1.99
58.00	2.00	1.93	2.00	2.00	2.00	1.95	2.00
59.00	2.00	1.97	2.00	2.00	2.00	1.92	1.99
60.00	1.99	1.92	2.00	2.00	2.00	1.94	1.99
61.00	1.98	1.92	2.00	2.00	1.99	1.97	1.98
62.00	2.00	1.91	2.00	2.00	2.00	1.93	2.00
63.00	2.00	1.92	1.99	1.99	2.00	1.94	1.99
64.00	2.00	1.91	2.00	2.00	2.00	1.93	2.00
65.00	2.00	1.94	2.00	2.00	1.99	1.92	1.99
66.00	2.00	1.92	2.00	2.00	2.00	1.95	1.99
67.00	1.99	1.94	2.00	2.00	2.00	1.90	2.00
68.00	2.00	1.90	2.00	2.00	1.99	1.92	2.00
69.00	2.00	1.92	1.99	1.99	2.00	1.93	2.00
70.00	2.00	1.95	2.00	2.00	2.00	1.91	2.00
71.00	1.99	1.95	2.00	2.00	1.97	2.00	0.04
72.00	2.00	1.92	2.00	2.00	1.99	2.00	0.00
73.00	1.98	1.92	2.00	2.00	2.00	2.00	0.00
74.00	2.00	1.92	2.00	2.00	1.97	1.99	0.00
75.00	1.99	1.94	1.99	1.99	1.97	2.00	0.00
76.00	2.00	1.95	2.00	2.00	2.00	1.99	0.00
77.00	2.00	1.98	2.00	2.00	1.97	1.98	0.00
78.00	1.99	1.90	2.00	2.00	1.98	2.00	0.00
79.00	1.99	1.95	2.00	2.00	2.00	2.00	0.00
80.00	2.00	1.92	2.00	2.00	1.97	1.99	0.00
81.00	1.98	1.93	1.99	1.99	1.99	2.00	0.00
82.00	2.00	1.92	2.00	2.00	1.98	2.00	0.00
83.00	1.99	1.93	2.00	2.00	2.00	1.97	1.27
84.00	2.00	1.91	2.00	2.00	1.99	1.98	2.03
85.00	1.98	1.93	2.00	2.00	2.00	1.92	1.98
86.00	2.00	1.92	2.00	2.00	2.00	1.95	2.00
87.00	1.98	1.95	1.99	1.99	1.99	1.92	1.99
88.00	2.00	1.94	2.00	2.00	2.00	1.92	2.00
89.00	2.00	1.92	2.00	2.00	2.00	1.92	1.99
90.00	2.00	1.95	2.00	2.00	2.00	1.87	2.00
91.00	1.97	1.93	2.00	2.00	1.99	1.90	1.99
92.00	2.00	1.93	2.00	2.00	1.99	1.88	2.00
93.00	2.00	1.92	1.99	1.99	2.00	1.95	2.00
94.00	2.00	1.92	2.00	2.00	2.00	1.90	2.00
95.00	1.99	1.95	2.00	2.00	2.00	1.97	1.99
96.00	2.00	1.95	2.00	2.00	2.00	1.97	1.95
97.00	1.95	1.92	2.00	2.00	2.00	1.92	1.98
98.00	2.00	1.94	2.00	2.00	1.98	1.92	2.00
99.00	2.00	1.91	1.99	2.00	1.99	1.94	2.00
100.00	2.00	1.91	2.00	1.99	2.00	1.95	2.00
101.00	1.99	1.97	2.00	2.00	2.00	1.97	2.00
