Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.208s)
CreateVariables () DONE !!!
Creating 5 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4
2.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	1.42	0.00	0.00
4.00	0.00	0.00	2.00	0.00	0.00
5.00	1.54	0.00	2.00	1.26	1.18
6.00	1.30	1.11	2.00	1.33	1.12
7.00	0.87	1.55	2.00	1.64	0.84
8.00	0.88	1.40	1.99	1.67	0.87
9.00	0.88	1.63	2.00	1.45	0.88
10.00	0.73	1.54	2.00	1.57	1.04
11.00	0.49	1.84	2.00	1.97	0.55
12.00	0.00	2.70	2.00	2.54	0.00
13.00	0.86	1.42	2.00	1.61	0.93
14.00	1.02	1.50	1.99	1.42	1.05
15.00	0.77	1.54	2.00	1.57	0.88
16.00	0.78	1.53	2.00	1.65	0.87
17.00	0.80	1.60	2.00	1.55	0.73
18.00	0.89	1.48	2.00	1.47	0.99
19.00	0.77	1.93	2.00	1.72	0.59
20.00	0.00	2.59	1.99	2.48	0.00
21.00	0.78	1.64	2.00	1.75	0.64
22.00	1.11	1.30	2.00	1.51	1.12
23.00	0.79	1.74	2.00	1.59	0.78
24.00	0.82	1.46	2.00	1.64	0.97
25.00	0.78	1.58	2.00	1.59	0.98
26.00	0.89	1.58	1.99	1.55	0.86
27.00	0.69	1.65	2.00	1.75	0.87
28.00	0.00	2.72	2.00	2.12	0.00
29.00	1.08	1.41	2.00	2.41	0.00
30.00	1.08	1.74	2.00	2.16	0.00
31.00	1.05	1.53	2.00	1.34	0.91
32.00	0.80	1.59	1.99	1.61	1.00
33.00	0.84	1.79	2.00	1.53	0.64
34.00	0.88	1.54	2.00	1.59	0.81
35.00	0.41	1.87	2.00	1.90	0.71
36.00	0.00	2.24	2.00	1.86	0.74
37.00	0.11	2.34	2.00	1.97	0.54
38.00	1.28	1.27	1.99	2.45	0.00
39.00	0.88	1.70	2.00	1.80	0.66
40.00	0.86	1.64	2.00	1.31	1.20
41.00	0.89	1.64	2.00	1.64	0.78
42.00	0.86	1.57	2.00	1.68	0.75
43.00	0.60	1.61	2.00	1.61	0.93
44.00	0.37	1.92	1.99	1.79	0.86
