Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (3.375s)
CreateVariables () DONE !!!
Creating 7 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
4.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
5.00	1.21	0.00	1.41	2.00	1.21	0.00	1.21
6.00	2.00	0.00	2.00	2.00	1.98	0.00	1.98
7.00	1.99	1.41	1.99	2.00	1.99	0.00	2.00
8.00	2.00	1.91	2.00	1.99	2.00	1.41	2.00
9.00	1.97	1.95	2.00	2.00	2.00	1.97	2.00
10.00	2.00	1.94	2.00	2.00	1.99	1.91	2.00
11.00	1.98	1.95	2.00	2.00	2.00	1.97	1.98
12.00	2.00	1.91	2.00	2.00	2.00	1.95	1.99
13.00	2.00	1.95	1.99	2.00	1.99	1.92	2.00
14.00	2.00	1.94	2.00	1.99	2.00	1.93	2.00
15.00	1.99	1.93	2.00	2.00	2.00	1.93	1.99
16.00	2.00	1.95	2.00	2.00	2.00	1.97	2.00
17.00	1.98	1.93	2.00	2.00	2.00	1.95	1.99
18.00	2.00	1.86	2.00	2.00	1.99	1.93	1.99
19.00	1.98	1.94	2.00	2.00	2.00	1.93	2.00
20.00	2.00	1.93	1.99	1.99	2.00	1.92	2.00
21.00	1.99	1.92	2.00	2.00	2.00	1.95	1.98
22.00	2.00	1.94	2.00	2.00	2.00	1.97	2.00
23.00	1.98	1.94	2.00	2.00	2.00	1.94	1.98
24.00	1.99	1.92	2.00	2.00	1.99	1.93	2.00
25.00	1.99	1.91	2.00	2.00	1.99	1.94	1.98
26.00	1.99	1.97	1.99	1.99	2.00	1.97	1.99
27.00	2.00	1.95	2.00	2.00	2.00	1.97	2.00
28.00	2.00	1.87	2.00	2.00	2.00	1.94	2.00
29.00	2.00	1.97	2.00	2.00	1.99	1.94	1.99
30.00	1.99	1.92	2.00	2.00	2.00	1.90	1.99
31.00	1.99	1.91	2.00	2.00	2.00	1.91	1.99
32.00	2.00	1.90	1.99	1.99	1.99	1.95	2.00
33.00	1.99	1.95	2.00	2.00	2.00	1.90	1.99
34.00	2.00	1.92	2.00	2.00	2.00	1.91	2.00
35.00	2.00	1.93	2.00	2.00	2.00	1.95	2.00
36.00	1.98	1.97	2.00	2.00	2.00	1.97	1.99
37.00	1.98	1.94	2.00	2.00	1.98	1.92	1.98
38.00	2.00	1.94	1.99	1.99	1.99	1.88	2.00
39.00	1.98	1.93	2.00	2.00	1.98	1.94	1.99
40.00	2.00	1.94	2.00	2.00	2.00	1.94	2.00
41.00	2.00	1.88	2.00	2.00	2.00	1.94	2.00
42.00	1.99	1.91	2.00	2.00	2.00	1.93	1.99
43.00	2.00	1.93	2.00	2.00	1.99	1.95	1.99
44.00	2.00	1.92	1.99	1.99	2.00	1.92	2.00
45.00	1.99	1.95	2.00	2.00	2.00	1.97	2.00
46.00	2.00	1.92	2.00	2.00	2.00	1.95	2.00
47.00	1.98	1.94	2.00	2.00	2.00	1.94	2.00
48.00	1.99	1.91	2.00	2.00	1.99	1.94	1.99
49.00	2.00	1.93	2.00	2.00	1.98	1.92	1.98
50.00	2.00	1.94	1.99	2.00	1.99	1.93	2.00
51.00	1.99	1.94	2.00	1.99	2.00	1.93	1.99
52.00	2.00	1.90	2.00	2.00	1.99	1.98	2.00
53.00	2.00	1.93	2.00	2.00	2.00	1.93	1.98
54.00	1.99	1.91	2.00	2.00	2.00	1.95	1.99
55.00	1.99	1.94	2.00	2.00	1.99	1.94	1.99
56.00	2.00	1.95	2.00	2.00	2.00	1.95	2.00
57.00	2.00	1.94	1.99	1.99	2.00	1.93	2.00
