Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.232s)
CreateVariables () DONE !!!
Creating 5 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4
2.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	1.18	0.00	0.00
4.00	0.00	0.00	2.00	0.00	0.00
5.00	0.75	0.97	2.00	1.02	0.66
6.00	0.86	1.48	2.00	2.01	0.52
7.00	0.13	1.95	2.00	1.15	1.47
8.00	0.97	1.48	1.99	1.63	0.87
9.00	0.80	1.61	2.00	1.66	0.91
10.00	0.80	1.40	2.00	1.65	1.04
11.00	0.59	1.98	2.00	1.84	0.68
12.00	0.00	2.65	2.00	2.44	0.00
13.00	0.75	1.58	2.00	1.78	0.72
14.00	1.21	1.42	1.99	1.25	0.98
15.00	0.80	1.64	2.00	1.64	0.85
16.00	0.72	1.60	2.00	1.70	0.92
17.00	0.87	1.63	2.00	1.52	0.88
18.00	0.91	1.63	2.00	1.61	0.84
19.00	0.77	1.67	2.00	1.72	0.77
20.00	0.00	2.39	1.99	2.77	0.00
21.00	0.62	1.93	2.00	1.41	0.97
22.00	1.11	1.32	2.00	1.51	0.98
23.00	0.67	1.54	2.00	1.63	0.86
24.00	0.92	1.50	2.00	1.53	0.88
25.00	1.06	1.57	2.00	1.38	0.86
26.00	0.78	1.67	1.99	1.72	0.80
27.00	0.79	1.79	2.00	2.01	0.55
28.00	0.00	2.76	2.00	2.45	0.00
29.00	0.77	1.66	2.00	1.58	0.62
30.00	0.98	1.32	2.00	1.45	1.13
31.00	0.93	1.42	2.00	1.58	0.92
32.00	0.93	1.63	1.99	1.50	0.78
33.00	0.89	1.48	2.00	1.63	0.79
34.00	0.82	1.66	2.00	1.52	0.93
35.00	0.77	1.71	2.00	1.84	0.73
36.00	0.00	2.48	2.00	2.46	0.00
37.00	0.75	2.04	2.00	2.17	0.00
38.00	1.48	1.46	1.99	2.00	0.00
39.00	1.01	1.63	2.00	1.81	0.40
40.00	0.80	1.77	2.00	1.31	1.21
41.00	0.29	2.08	2.00	1.74	0.72
42.00	1.00	1.75	2.00	1.42	0.71
43.00	0.89	1.47	2.00	2.14	0.37
44.00	0.00	2.58	1.99	1.66	0.79
45.00	0.00	2.17	2.00	1.93	0.84
46.00	0.00	2.11	2.00	2.65	0.14
47.00	0.00	1.99	2.00	1.77	1.14
48.00	0.00	1.98	2.00	1.57	1.52
49.00	0.91	1.15	2.00	1.59	1.28
50.00	0.81	1.66	2.00	1.63	0.87
51.00	0.86	1.61	1.99	1.87	0.41
52.00	0.91	1.55	2.00	1.53	0.73
53.00	0.81	1.83	2.00	1.84	0.58
54.00	0.82	1.70	2.00	2.54	0.00
55.00	0.49	2.23	2.00	2.24	0.00
56.00	0.00	2.38	2.00	1.87	0.32
57.00	0.72	1.51	1.99	1.32	1.05
58.00	0.89	1.34	2.00	1.47	1.14
59.00	0.77	1.64	2.00	1.55	0.84
60.00	0.95	1.50	2.00	1.67	0.79
61.00	0.78	1.66	2.00	1.70	0.85
62.00	0.40	2.05	2.00	2.20	0.04
63.00	0.85	1.66	1.99	2.48	0.00
64.00	0.00	2.84	2.00	2.11	0.00
65.00	0.91	1.41	2.00	1.48	0.91
66.00	1.00	1.42	2.00	1.40	1.02
67.00	0.82	1.65	2.00	1.67	0.81
68.00	0.75	1.84	2.00	1.58	0.89
69.00	0.85	1.54	1.99	1.64	0.82
70.00	0.59	1.97	2.00	1.66	0.72
71.00	0.64	1.78	2.00	2.00	0.61
72.00	0.00	2.48	2.00	2.44	0.00
73.00	0.27	2.11	2.00	1.64	0.88
74.00	1.17	1.19	2.00	1.57	0.92
75.00	0.74	1.77	1.99	1.64	0.82
76.00	0.94	1.47	2.00	1.64	0.88
77.00	0.88	1.61	2.00	1.55	0.79
78.00	0.80	1.44	2.00	1.64	0.78
79.00	0.95	1.61	2.00	1.63	0.69
80.00	0.24	2.13	2.00	2.66	0.00
81.00	0.00	2.21	1.99	1.81	0.82
82.00	0.00	2.33	2.00	1.50	1.28
83.00	0.00	1.98	2.00	1.92	0.95
84.00	1.41	1.01	2.00	1.66	0.78
85.00	0.40	1.84	2.00	1.77	0.94
86.00	0.67	1.44	2.00	1.66	0.72
87.00	0.12	2.00	1.99	1.79	0.91
88.00	1.11	1.75	2.00	2.07	0.00
89.00	0.79	1.66	2.00	2.39	0.00
90.00	0.00	2.71	2.00	2.28	0.00
91.00	1.10	1.51	2.00	1.14	0.93
92.00	0.94	1.44	2.00	1.59	0.97
93.00	0.82	1.63	1.99	1.60	0.81
94.00	1.04	1.48	2.00	1.52	0.79
95.00	0.98	1.54	2.00	1.64	0.69
96.00	0.80	1.59	2.00	1.53	0.81
97.00	0.57	2.17	2.00	1.72	0.51
98.00	0.00	2.46	2.00	2.57	0.00
99.00	0.84	1.52	2.00	1.70	0.91
100.00	1.12	1.39	1.99	1.37	0.97
101.00	0.92	1.55	2.00	1.66	0.68
102.00	0.57	1.68	2.00	1.71	0.85
103.00	0.65	1.88	2.00	1.50	0.80
104.00	0.95	1.59	2.00	1.53	0.72
105.00	0.71	1.71	2.00	1.81	0.72
106.00	0.00	2.65	1.99	2.28	0.00
107.00	0.69	1.61	2.00	1.94	0.69
108.00	1.20	1.46	2.00	1.17	0.95
109.00	0.79	1.59	2.00	1.74	0.85
110.00	0.69	1.70	2.00	1.70	0.99
111.00	0.67	1.80	2.00	1.61	0.84
112.00	0.86	1.64	1.99	1.59	0.84
113.00	0.84	1.70	2.00	1.86	0.61
114.00	0.00	2.72	2.00	2.24	0.00
115.00	0.85	1.60	2.00	2.45	0.00
116.00	1.31	1.67	2.00	2.01	0.00
117.00	1.12	1.70	2.00	1.65	0.57
118.00	0.92	1.55	1.99	1.30	1.10
119.00	0.69	1.65	2.00	1.67	0.87
120.00	0.82	1.67	2.00	1.70	0.72
121.00	0.66	1.66	2.00	1.58	0.94
122.00	0.00	2.39	2.00	1.79	0.71
