Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.205s)
CreateVariables () DONE !!!
Creating 14 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.06	0.00	0.00	0.00	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	0.00	1.42	0.00	0.75	0.00	0.08	0.00	2.00	0.00	1.10	0.02	0.14	0.07	0.00
6.00	1.45	1.80	0.00	0.65	0.00	0.14	0.00	2.00	1.37	1.59	0.58	0.21	0.12	0.00
7.00	1.94	1.92	0.21	1.30	0.00	0.00	0.00	2.00	1.99	1.67	0.29	0.05	0.04	0.00
8.00	2.04	1.99	1.85	0.71	0.00	0.02	0.00	1.99	1.92	1.33	0.41	0.05	0.00	0.00
9.00	1.71	1.75	1.26	0.29	0.00	0.00	0.00	2.00	1.83	1.40	0.00	0.01	0.00	0.00
10.00	1.78	1.86	1.55	1.44	0.00	0.04	0.00	2.00	2.03	1.39	0.84	0.95	0.26	0.00
11.00	1.80	1.68	1.26	1.10	0.00	0.31	0.00	2.00	1.60	1.58	0.00	0.22	0.77	0.00
12.00	2.00	1.99	1.54	1.38	0.00	0.02	0.00	2.00	1.94	1.44	0.00	0.00	0.26	0.00
13.00	1.98	1.84	2.00	0.02	0.00	0.00	0.00	2.00	1.86	1.65	0.00	0.00	0.00	0.00
14.00	2.00	1.85	1.44	0.85	0.00	0.00	0.00	1.99	1.83	1.38	0.00	0.00	0.22	0.00
15.00	2.00	2.03	1.07	0.35	0.00	0.00	0.00	2.00	2.06	1.44	0.00	0.00	0.00	0.00
16.00	2.00	1.98	1.17	1.59	0.19	0.41	0.00	2.00	2.00	1.74	0.00	0.00	0.12	0.00
17.00	2.00	1.90	1.46	0.47	0.00	0.14	0.01	2.00	1.84	1.63	0.77	0.00	0.00	0.00
18.00	2.00	1.84	1.10	0.45	0.39	0.08	0.01	2.00	1.98	0.82	0.00	0.00	0.00	0.00
19.00	1.88	1.87	1.34	0.71	0.33	0.31	0.00	2.00	1.79	0.20	0.40	0.00	0.01	0.00
20.00	1.88	1.98	2.10	0.49	0.00	0.00	0.00	1.99	1.97	2.34	1.33	0.00	0.00	0.00
21.00	1.17	1.54	1.75	0.00	0.00	0.00	0.00	2.00	1.74	1.60	0.77	0.84	0.00	0.00
22.00	2.24	2.08	1.25	0.48	0.00	0.26	0.00	2.00	1.99	1.60	0.39	0.86	0.02	0.00
23.00	1.78	1.80	0.57	0.09	0.00	0.00	0.00	2.00	0.19	1.92	0.38	0.08	0.07	0.00
24.00	1.99	1.77	1.58	0.85	0.00	0.06	0.00	2.00	0.81	1.37	0.11	0.08	0.18	0.06
25.00	1.98	2.04	0.84	0.04	0.00	0.00	0.00	2.00	1.74	0.32	0.00	0.00	0.00	0.00
26.00	1.98	2.00	2.31	0.45	0.00	0.00	0.00	1.99	2.00	0.04	0.00	0.00	0.00	0.00
27.00	1.99	1.70	1.53	0.34	0.31	0.01	0.00	2.00	1.67	0.00	0.34	0.00	0.00	0.00
