Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (3.364s)
CreateVariables () DONE !!!
Creating 16 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	1.83	1.47	0.44	0.00	0.00	0.00	0.00	0.00	2.00	0.00	1.10	0.62	0.00	0.00	0.00	0.00
6.00	1.93	1.74	0.97	0.00	0.00	0.00	0.00	0.00	2.00	1.74	1.46	1.34	0.47	0.00	0.00	0.00
7.00	1.95	1.79	1.21	0.00	0.00	0.00	0.00	0.00	2.00	1.66	0.95	0.13	0.28	0.00	0.00	0.00
8.00	1.66	1.84	0.99	0.00	0.00	0.22	0.00	0.00	1.99	1.70	1.46	0.97	0.15	0.00	0.00	0.06
9.00	1.95	1.85	0.55	0.00	0.00	0.32	0.00	0.00	2.00	1.78	1.58	0.09	0.67	0.00	0.00	0.11
10.00	1.45	1.25	1.73	0.00	0.00	0.05	0.00	0.00	2.00	1.15	0.54	0.13	0.22	0.00	0.00	0.02
11.00	1.78	1.99	1.60	0.00	0.00	0.00	0.00	0.00	2.00	1.80	2.04	0.95	0.04	0.00	0.00	0.00
