Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (3.383s)
CreateVariables () DONE !!!
Creating 4 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3
2.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	1.79	0.00
4.00	0.00	0.00	2.00	0.00
5.00	1.61	1.40	2.00	1.41
6.00	1.99	2.00	2.00	2.00
7.00	2.00	1.98	2.00	2.00
8.00	2.00	2.01	1.99	2.00
9.00	2.00	1.98	2.00	1.99
10.00	2.00	2.00	2.00	2.01
11.00	2.00	2.00	2.00	1.99
12.00	2.00	2.00	2.00	2.00
13.00	2.00	2.00	2.00	2.00
14.00	2.00	1.99	1.99	2.00
15.00	1.93	1.98	2.00	1.98
16.00	2.04	1.99	2.00	2.00
17.00	2.00	1.99	2.00	1.99
18.00	2.00	2.00	2.00	2.00
19.00	1.99	1.98	2.00	1.99
20.00	2.00	2.00	1.99	1.99
21.00	1.99	2.00	2.00	2.01
22.00	2.00	1.99	2.00	2.00
23.00	1.99	1.99	2.00	1.98
24.00	2.00	2.00	2.00	2.00
25.00	2.00	2.00	2.00	2.00
26.00	2.00	1.99	1.99	1.99
27.00	1.98	1.99	2.00	1.99
28.00	2.00	1.99	2.00	1.99
29.00	1.99	2.00	2.00	2.00
30.00	1.99	2.00	2.00	1.99
31.00	2.00	2.00	2.00	2.01
32.00	2.00	1.99	1.99	1.99
33.00	2.00	2.00	2.00	1.97
34.00	1.99	2.00	2.00	2.03
35.00	2.00	1.99	2.00	2.00
36.00	1.99	2.00	2.00	1.99
37.00	1.99	1.97	2.00	1.99
38.00	2.00	2.01	1.99	1.99
39.00	2.00	1.99	2.00	2.00
40.00	1.99	2.00	2.00	2.00
41.00	1.98	1.98	2.00	1.97
42.00	2.00	2.00	2.00	2.00
43.00	2.00	2.00	2.00	2.01
44.00	2.00	1.99	1.99	2.00
45.00	2.00	2.00	2.00	1.99
46.00	1.99	2.00	2.00	1.99
