Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.239s)
CreateVariables () DONE !!!
Creating 5 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4
2.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	1.61	0.00	0.00
4.00	0.00	0.00	2.00	0.00	0.00
5.00	0.00	1.34	2.00	0.00	1.51
6.00	1.05	1.59	2.00	0.00	1.90
7.00	1.20	1.34	2.00	0.80	1.38
8.00	0.86	1.73	1.99	1.39	0.92
9.00	0.92	1.57	2.00	1.85	0.25
10.00	0.77	1.19	2.00	1.66	0.95
11.00	0.37	2.12	2.00	1.78	0.86
12.00	0.00	2.31	2.00	1.55	1.01
13.00	0.00	2.44	2.00	1.94	0.67
14.00	0.00	2.14	1.99	2.77	0.00
15.00	1.06	1.26	2.00	1.31	1.19
16.00	1.11	1.42	2.00	1.40	0.95
17.00	0.82	1.55	2.00	1.57	0.86
18.00	0.85	1.59	2.00	1.65	0.92
19.00	0.79	1.67	2.00	1.61	0.79
20.00	0.74	1.50	1.99	2.03	0.68
21.00	0.42	2.11	2.00	1.78	0.59
22.00	0.00	2.52	2.00	2.61	0.00
23.00	0.53	1.78	2.00	1.53	1.04
24.00	1.18	1.40	2.00	1.41	0.87
25.00	0.87	1.57	2.00	1.60	0.78
26.00	0.74	1.60	1.99	1.70	0.88
27.00	0.89	1.55	2.00	1.41	0.74
28.00	0.79	1.54	2.00	1.60	0.93
29.00	0.99	1.48	2.00	1.88	0.52
30.00	0.00	2.61	2.00	2.46	0.00
31.00	0.00	2.24	2.00	1.90	0.71
32.00	0.00	2.00	1.99	1.47	1.53
33.00	0.75	1.41	2.00	1.67	0.99
34.00	0.98	1.42	2.00	1.54	0.88
35.00	0.86	1.63	2.00	1.57	0.75
36.00	0.93	1.53	2.00	1.61	0.82
37.00	0.74	1.74	2.00	1.64	0.81
38.00	0.82	1.85	1.99	2.38	0.00
39.00	0.59	1.92	2.00	2.48	0.00
40.00	0.00	2.71	2.00	1.99	0.00
41.00	1.06	1.33	2.00	1.39	1.06
42.00	0.92	1.68	2.00	1.38	1.01
43.00	0.87	1.75	2.00	1.71	0.61
44.00	0.82	1.63	1.99	1.58	0.84
45.00	0.99	1.51	2.00	1.50	0.80
46.00	0.82	1.57	2.00	1.55	0.82
47.00	0.53	2.18	2.00	1.85	0.48
48.00	0.00	2.44	2.00	2.74	0.00
49.00	0.00	1.99	2.00	1.51	1.24
50.00	0.00	2.01	2.00	1.74	1.37
51.00	0.69	1.55	1.99	1.51	1.01
52.00	1.19	1.34	2.00	1.63	0.77
53.00	0.21	2.32	2.00	1.79	0.61
54.00	1.22	1.37	2.00	1.53	0.85
55.00	0.91	1.78	2.00	1.92	0.33
56.00	1.07	1.84	2.00	2.03	0.00
57.00	0.79	1.67	1.99	2.25	0.00
58.00	0.00	2.74	2.00	2.37	0.00
59.00	0.77	1.53	2.00	1.52	0.77
60.00	1.07	1.41	2.00	1.44	1.02
61.00	0.88	1.61	2.00	1.46	0.71
62.00	1.01	1.52	2.00	1.68	0.66
63.00	0.75	1.63	1.99	1.71	0.77
64.00	0.87	1.68	2.00	1.74	0.80
65.00	0.60	1.94	2.00	1.93	0.66
66.00	0.00	2.52	2.00	2.45	0.00
67.00	1.04	1.63	2.00	2.14	0.00
68.00	1.37	1.57	2.00	1.98	0.00
69.00	0.95	1.58	1.99	1.47	0.92
70.00	0.73	1.65	2.00	1.51	1.10
71.00	0.91	1.73	2.00	1.44	0.68
72.00	0.73	1.46	2.00	1.70	0.97
73.00	0.68	1.70	2.00	1.67	0.92
74.00	0.00	2.46	2.00	2.21	0.38
75.00	0.00	2.27	1.99	1.75	0.93
76.00	0.00	2.00	2.00	2.64	0.00
77.00	1.21	1.63	2.00	1.99	0.00
78.00	1.52	1.52	2.00	2.00	0.00
79.00	1.04	1.53	2.00	1.58	0.60
80.00	0.66	1.46	2.00	1.50	1.19
81.00	0.77	1.84	1.99	1.60	0.97
82.00	0.91	1.71	2.00	1.57	0.69
83.00	0.52	1.74	2.00	1.53	0.99
84.00	0.00	2.44	2.00	1.75	0.85
85.00	0.32	2.01	2.00	1.97	0.66
86.00	1.26	1.26	2.00	2.40	0.00
87.00	0.69	1.68	1.99	1.88	0.68
88.00	0.82	1.61	2.00	1.37	1.14
89.00	0.68	1.64	2.00	1.81	0.85
90.00	0.85	1.60	2.00	1.71	0.75
91.00	0.68	1.44	2.00	1.67	1.05
92.00	0.19	2.32	2.00	1.35	0.81
93.00	0.00	2.46	1.99	2.28	0.46
94.00	0.00	2.00	2.00	2.70	0.00
95.00	0.73	1.53	2.00	1.55	0.74
96.00	0.81	1.38	2.00	1.32	1.11
97.00	0.93	1.60	2.00	1.73	0.73
98.00	0.82	1.74	2.00	1.66	0.78
99.00	0.82	1.58	2.00	1.18	0.65
100.00	0.81	1.64	1.99	2.08	0.99
101.00	0.68	1.87	2.00	1.65	0.75
102.00	0.00	2.48	2.00	2.59	0.00
103.00	1.10	1.63	2.00	2.25	0.00
104.00	1.27	1.70	2.00	2.01	0.00
105.00	1.18	1.70	2.00	1.54	0.58
106.00	0.84	1.72	1.99	1.32	0.94
107.00	1.00	1.67	2.00	1.81	0.35
108.00	0.97	1.42	2.00	1.63	0.91
109.00	0.45	1.81	2.00	1.83	0.92
110.00	0.00	2.25	2.00	1.84	0.95
111.00	0.00	2.41	2.00	1.66	0.85
112.00	0.00	2.04	1.99	2.87	0.00
113.00	0.89	1.51	2.00	1.47	0.75
114.00	1.13	1.44	2.00	1.28	0.95
115.00	0.68	1.71	2.00	1.61	0.85
116.00	0.92	1.58	2.00	1.60	0.81
117.00	0.80	1.72	2.00	1.59	0.77
118.00	0.78	1.65	1.99	1.58	0.94
119.00	0.69	1.87	2.00	1.93	0.29
120.00	0.00	2.44	2.00	2.25	0.34
121.00	0.54	1.94	2.00	2.34	0.00
122.00	1.41	1.51	2.00	2.13	0.00
123.00	1.10	1.66	2.00	1.59	0.48
124.00	0.82	1.59	1.99	1.33	1.12
125.00	0.75	1.68	2.00	1.68	0.81
126.00	0.79	1.54	2.00	1.55	0.93
127.00	0.61	1.48	2.00	1.85	0.95
128.00	0.06	2.41	2.00	1.57	0.87
129.00	0.00	2.48	2.00	2.11	0.35
130.00	0.00	2.00	1.99	2.77	0.00
131.00	0.77	1.58	2.00	1.55	0.71
132.00	1.25	1.46	2.00	1.26	1.02
133.00	0.88	1.54	2.00	1.70	0.75
134.00	0.93	1.54	2.00	1.52	0.86
135.00	0.27	2.18	2.00	1.67	0.74
136.00	1.04	1.53	1.99	1.72	0.67
137.00	0.69	1.74	2.00	1.83	0.67
138.00	0.00	2.47	2.00	2.47	0.00
139.00	0.89	1.81	2.00	2.21	0.00
140.00	1.44	1.55	2.00	2.01	0.00
141.00	1.07	1.65	2.00	1.66	0.54
142.00	0.79	1.59	2.00	1.26	1.20
143.00	0.92	1.63	1.99	1.67	0.78
144.00	0.80	1.71	2.00	1.72	0.82
145.00	0.47	1.74	2.00	1.64	1.00
146.00	0.00	2.17	2.00	1.71	0.94
147.00	0.00	2.23	2.00	1.83	0.87
148.00	0.00	2.39	2.00	2.70	0.00
149.00	0.93	1.40	1.99	1.38	0.95
150.00	0.88	1.39	2.00	1.52	1.10
151.00	0.89	1.61	2.00	1.55	0.97
152.00	0.75	1.64	2.00	1.79	0.86
153.00	0.84	1.58	2.00	1.57	0.79
154.00	0.87	1.67	2.00	1.63	0.78
155.00	0.54	1.94	1.99	1.84	0.54
156.00	0.00	2.64	2.00	2.46	0.00
157.00	1.07	1.54	2.00	1.87	0.53
158.00	1.10	1.37	2.00	1.26	1.00
159.00	1.08	1.57	2.00	1.48	0.57
160.00	0.69	1.51	2.00	1.52	1.11
161.00	0.86	1.52	1.99	1.52	0.80
162.00	0.91	1.57	2.00	1.52	0.88
163.00	0.33	2.23	2.00	1.75	0.82
164.00	0.40	2.17	2.00	2.38	0.00
165.00	0.00	2.24	2.00	2.36	0.47
166.00	0.00	2.05	2.00	1.42	1.44
167.00	0.86	1.33	1.99	1.53	1.04
168.00	0.87	1.42	2.00	1.58	0.97
169.00	0.75	1.61	2.00	1.52	0.82
170.00	0.81	1.41	2.00	1.61	0.92
171.00	0.92	1.59	2.00	1.57	0.80
172.00	0.86	1.72	2.00	2.24	0.12
173.00	0.57	1.93	1.99	2.51	0.00
174.00	0.00	2.78	2.00	2.01	0.00
175.00	0.97	1.18	2.00	1.37	1.26
176.00	0.82	1.60	2.00	1.35	1.00
177.00	0.87	1.58	2.00	1.47	0.75
178.00	0.98	1.55	2.00	1.42	0.79
179.00	0.75	1.70	1.99	1.51	0.86
10.2.1.2	2.04	8.11
10.1.1.1	0.69	441961.69
10.1.1.2	1.80	329802.47
10.1.1.5	0.70	435356.78
10.1.1.4	1.80	334204.76
