Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.243s)
CreateVariables () DONE !!!
Creating 12 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	0.00	0.00	1.01	0.00	0.00	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
5.00	1.57	1.37	0.00	0.00	0.09	0.00	2.00	1.60	0.42	0.00	0.00	0.08
6.00	1.97	1.88	0.62	0.00	0.71	0.13	2.00	1.88	1.81	0.00	0.00	0.31
7.00	2.00	1.33	1.14	0.00	0.38	0.28	2.00	1.94	0.91	0.04	0.00	0.08
8.00	1.99	1.99	1.42	0.00	0.21	0.45	1.99	2.00	1.81	0.26	0.00	0.04
9.00	2.01	2.01	1.72	0.00	0.72	0.00	2.00	2.00	1.95	0.97	0.00	0.00
10.00	2.00	2.00	2.00	0.00	0.40	0.00	2.00	2.00	2.03	0.05	0.00	0.16
11.00	1.33	1.31	1.22	0.00	0.06	0.09	2.00	1.32	1.30	0.14	0.00	0.00
12.00	1.74	1.92	1.60	0.00	0.00	0.00	2.00	1.78	1.80	0.82	0.00	0.49
13.00	1.93	1.55	1.15	0.00	0.21	0.00	2.00	1.90	1.12	0.41	0.00	0.00
14.00	2.11	1.98	1.39	0.00	0.48	0.33	1.99	2.00	1.40	0.95	0.00	0.38
15.00	1.99	1.97	1.74	0.00	0.15	0.00	2.00	2.01	0.95	0.97	0.00	0.25
16.00	1.93	1.60	1.28	0.00	0.00	0.00	2.00	1.88	0.73	0.42	0.00	0.00
17.00	2.06	2.00	1.71	0.00	0.00	0.00	2.00	1.87	1.71	0.34	0.00	0.19
18.00	1.91	1.68	1.58	0.00	0.20	0.00	2.00	1.71	1.02	0.00	0.00	0.00
19.00	2.00	1.99	1.73	0.00	0.00	0.00	2.00	0.59	1.86	0.27	0.00	0.04
20.00	2.00	2.00	1.85	0.00	0.19	0.00	1.99	0.00	1.63	0.79	0.00	0.00
21.00	1.90	1.86	1.54	0.00	0.79	0.00	2.00	1.22	1.22	0.77	0.00	0.04
22.00	1.97	1.92	1.86	0.00	0.00	0.00	2.00	1.99	1.86	0.32	0.00	0.19
23.00	1.88	1.85	1.41	0.00	0.00	0.00	2.00	2.01	1.81	0.13	0.00	0.18
24.00	2.00	2.03	1.35	0.00	0.01	0.00	2.00	1.83	1.74	0.49	0.00	0.00
