Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.333s)
CreateVariables () DONE !!!
Creating 8 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7
2.00	0.00	0.00	0.00	0.00	1.98	0.00	0.00	0.00
3.00	0.00	0.00	0.59	1.35	2.00	1.85	0.02	0.00
4.00	0.00	1.73	0.16	1.92	2.00	2.01	0.00	0.00
5.00	0.00	1.81	0.00	0.53	2.00	1.92	0.00	0.00
6.00	0.00	2.05	0.16	1.33	2.00	1.99	0.58	0.66
7.00	0.00	1.93	1.42	0.72	2.00	1.77	0.01	0.00
8.00	0.00	1.84	2.00	0.40	1.99	1.98	0.13	0.11
9.00	0.00	1.81	1.90	0.57	2.00	2.04	0.02	0.01
10.00	0.00	1.67	1.42	0.49	2.00	1.70	0.00	0.02
11.00	0.00	1.40	0.49	0.47	2.00	1.44	0.00	0.05
12.00	0.00	1.25	0.75	0.33	2.00	0.87	0.00	0.06
13.00	0.00	1.42	1.25	0.28	2.00	2.13	0.00	0.00
14.00	0.00	1.73	0.47	0.37	1.99	1.99	0.05	0.38
15.00	0.00	1.80	2.43	2.00	2.00	2.01	0.00	0.46
16.00	0.00	2.00	1.98	0.67	2.00	1.99	0.00	0.00
17.00	0.00	1.88	1.42	0.26	2.00	2.00	0.00	0.71
18.00	0.00	1.66	1.14	0.28	2.00	1.74	0.00	0.35
19.00	0.00	1.46	0.78	1.18	2.00	1.63	0.00	0.00
20.00	0.00	1.90	1.93	0.44	1.99	2.18	0.09	0.16
21.00	0.00	1.84	1.30	0.62	2.00	1.28	0.00	0.00
22.00	0.00	2.00	2.32	0.00	2.00	1.97	0.00	0.16
23.00	0.00	1.83	1.93	0.13	2.00	1.85	0.37	0.38
24.00	0.00	1.46	0.98	0.13	2.00	1.45	0.00	0.05
25.00	0.00	1.78	1.04	0.12	2.00	2.01	0.41	0.62
26.00	0.00	1.85	1.22	0.79	1.99	1.99	0.27	0.55
27.00	0.00	1.67	2.06	0.15	2.00	1.94	0.00	0.00
28.00	0.00	1.59	1.04	0.08	2.00	1.84	0.94	1.13
29.00	0.00	1.97	1.52	0.11	2.00	1.80	0.22	0.01
30.00	0.00	1.57	1.25	0.11	2.00	2.05	0.37	0.39
31.00	0.00	1.55	1.40	0.40	2.00	1.99	0.00	0.00
32.00	0.00	1.15	0.40	0.05	1.99	2.00	0.21	0.48
33.00	0.00	2.05	1.13	0.80	2.00	2.00	0.04	0.02
34.00	0.00	1.78	1.54	0.69	2.00	1.80	0.28	0.84
35.00	0.00	1.99	2.07	0.05	2.00	1.86	0.05	0.06
36.00	0.00	1.90	0.60	0.35	2.00	1.72	0.01	0.29
37.00	0.00	1.75	1.73	0.00	2.00	2.12	0.00	0.01
38.00	0.00	1.98	1.88	0.64	1.99	2.00	0.00	0.02
39.00	0.00	1.92	1.68	1.78	2.00	1.65	0.00	1.06
40.00	0.00	1.60	1.63	0.71	2.00	2.12	0.00	0.02
41.00	0.00	1.60	1.65	0.37	2.00	2.00	0.00	1.35
42.00	0.00	2.00	1.95	0.34	2.00	2.00	0.00	1.45
43.00	0.00	1.99	1.84	1.06	2.00	2.00	0.00	0.61
44.00	0.00	2.00	2.05	0.49	1.99	1.99	0.00	0.00
45.00	0.00	1.86	1.78	0.37	2.00	2.00	0.00	0.33
46.00	0.00	2.01	2.11	0.25	2.00	2.00	0.00	0.28
47.00	0.00	2.00	1.99	1.87	2.00	2.00	0.00	0.15
48.00	0.00	1.75	1.10	0.67	2.00	1.85	0.00	0.85
49.00	0.00	1.73	1.27	0.18	2.00	1.78	0.00	0.01
50.00	0.00	1.45	0.78	0.01	2.00	1.60	0.26	0.27
51.00	0.00	1.73	1.73	0.80	1.99	1.86	0.01	0.13
52.00	0.00	1.68	2.08	0.58	2.00	1.92	0.00	0.20
53.00	0.00	1.77	1.74	0.19	2.00	2.04	0.00	0.45
54.00	0.00	1.48	0.21	1.28	2.00	1.90	0.00	0.00
55.00	0.00	2.04	2.54	0.40	2.00	1.93	0.00	1.57
56.00	0.00	1.91	1.93	0.28	2.00	2.03	0.00	0.79
57.00	0.00	1.91	1.55	1.63	1.99	1.98	0.00	0.00
58.00	0.00	2.03	1.66	1.59	2.00	2.00	0.00	0.00
59.00	0.00	1.55	1.01	0.61	2.00	1.84	0.00	0.02
