Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.283s)
CreateVariables () DONE !!!
Creating 9 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8
2.00	1.92	0.00	0.00	1.48	1.99	0.00	0.00	0.31	0.00
3.00	0.46	0.40	0.02	1.98	2.00	0.00	0.00	1.97	0.34
4.00	0.51	0.49	2.25	2.00	2.00	1.58	0.00	2.00	0.00
5.00	0.31	0.31	2.00	2.00	2.00	1.91	0.29	1.92	0.06
6.00	0.49	0.00	1.99	2.00	2.00	1.98	0.02	1.94	0.00
7.00	0.01	0.01	1.91	1.99	2.00	1.67	0.12	0.68	0.02
8.00	2.03	2.03	2.01	2.00	1.99	1.22	0.00	0.31	0.00
9.00	0.46	0.40	1.73	1.94	2.00	1.71	0.12	0.00	0.15
10.00	0.00	0.00	1.15	1.25	2.00	2.05	0.08	0.00	0.04
11.00	0.40	0.40	1.64	1.90	2.00	1.79	0.07	0.00	0.13
12.00	0.00	0.00	0.31	1.80	2.00	1.99	0.02	0.00	0.00
13.00	0.00	0.00	0.49	2.00	2.00	1.99	0.00	0.49	0.00
14.00	0.42	0.42	2.83	1.99	1.99	1.94	0.46	1.41	0.02
15.00	0.79	0.65	1.92	1.93	2.00	1.61	0.29	2.39	0.13
16.00	0.84	0.84	1.86	1.95	2.00	1.72	0.04	0.00	0.04
17.00	0.95	0.81	1.93	1.95	2.00	1.95	0.14	0.31	0.00
18.00	0.00	0.00	0.99	1.48	2.00	0.00	0.00	0.00	0.00
19.00	0.00	0.00	1.59	1.97	2.00	1.85	0.26	1.27	0.19
20.00	0.00	0.00	1.58	1.57	1.99	1.93	0.33	1.32	0.00
21.00	0.00	0.00	0.00	1.65	2.00	1.37	0.00	1.33	0.00
22.00	0.15	0.15	3.18	2.00	2.00	1.87	0.01	0.75	0.00
23.00	0.19	0.31	2.00	2.00	2.00	1.94	0.06	0.49	0.00
24.00	0.00	0.00	1.94	2.00	2.00	1.06	0.06	0.00	0.00
25.00	0.12	0.12	1.68	1.71	2.00	2.63	0.22	2.47	0.14
26.00	0.32	0.08	1.08	1.71	1.99	1.27	0.12	1.25	0.01
27.00	0.62	0.78	1.44	1.44	2.00	0.00	0.00	0.00	0.00
28.00	0.00	0.00	0.49	2.40	2.00	1.46	0.02	1.39	0.00
29.00	0.00	0.00	0.55	1.88	2.00	2.46	0.09	2.30	0.04
30.00	0.00	0.00	0.00	1.95	2.00	2.00	0.00	2.00	0.00
31.00	0.35	0.37	2.00	1.88	2.00	1.84	0.14	1.61	0.13
32.00	0.00	0.00	0.01	2.11	1.99	1.78	0.27	1.88	0.07
33.00	0.00	0.00	0.00	2.00	2.00	2.00	0.00	1.60	0.00
34.00	0.00	0.00	0.00	2.00	2.00	1.99	0.02	0.47	0.00
35.00	0.00	0.00	0.00	2.00	2.00	1.92	0.08	2.25	0.00
36.00	0.22	0.18	1.46	1.18	2.00	1.00	0.07	0.93	0.00
37.00	0.00	0.00	0.00	0.01	2.00	0.00	0.00	0.00	0.00
38.00	0.00	0.00	0.00	2.96	1.99	2.76	0.01	0.00	0.00
39.00	0.94	0.89	1.71	1.99	2.00	1.81	0.24	1.07	0.21
40.00	0.00	0.00	0.80	2.00	2.00	1.13	0.01	1.13	0.00
41.00	0.44	0.45	2.98	2.00	2.00	2.32	0.00	2.28	0.00
42.00	0.27	0.26	0.27	1.77	2.00	1.93	0.37	1.66	0.22
43.00	0.00	0.00	0.99	1.65	2.00	1.28	0.04	0.00	0.00
44.00	0.00	0.00	2.14	2.14	1.99	0.99	0.00	0.00	0.00
45.00	0.00	0.00	2.00	2.00	2.00	2.39	0.04	1.15	0.00
46.00	0.00	0.00	2.00	2.00	2.00	1.99	0.00	1.55	0.00
