Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.361s)
CreateVariables () DONE !!!
Creating 6 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5
2.00	1.90	1.47	0.00	1.99	1.97	0.00
3.00	1.99	1.98	0.00	2.00	1.99	1.92
4.00	0.66	0.69	0.13	2.00	2.00	2.04
5.00	0.26	1.34	2.25	2.00	1.98	1.85
6.00	1.13	1.40	1.72	2.00	1.99	2.10
7.00	0.87	1.55	1.85	2.00	2.01	2.03
8.00	0.94	1.45	1.88	1.99	1.99	2.01
9.00	0.78	1.68	1.94	2.00	2.01	2.00
10.00	0.93	1.50	1.88	2.00	1.98	1.98
11.00	0.91	1.53	1.85	2.00	1.97	1.94
12.00	0.94	1.44	1.86	2.00	1.99	2.00
13.00	0.93	1.53	1.88	2.00	2.00	1.98
14.00	0.85	1.38	2.14	1.99	1.86	1.83
15.00	0.00	0.99	2.28	2.00	2.00	2.01
16.00	0.05	1.90	1.55	2.00	1.99	1.99
17.00	0.73	1.68	1.83	2.00	1.99	1.98
18.00	0.98	1.42	1.86	2.00	2.00	2.00
19.00	0.92	1.57	1.87	2.00	1.98	1.99
20.00	0.81	1.53	1.98	1.99	2.00	2.00
21.00	0.85	1.55	1.84	2.00	1.59	1.55
22.00	0.34	1.18	2.27	2.00	1.90	1.70
23.00	0.00	0.25	2.18	2.00	1.98	2.00
24.00	0.00	0.78	1.51	2.00	1.70	1.64
25.00	0.00	2.43	2.08	2.00	2.07	2.07
26.00	0.00	2.30	2.27	1.99	2.00	1.99
27.00	0.84	1.67	1.67	2.00	2.00	1.98
28.00	0.93	1.44	1.81	2.00	2.00	2.00
29.00	0.97	1.52	1.87	2.00	1.98	1.97
30.00	0.95	1.52	1.85	2.00	2.00	2.00
31.00	0.94	1.22	1.94	2.00	2.00	1.99
32.00	0.84	1.66	1.79	1.99	1.99	1.98
33.00	0.84	1.55	1.91	2.00	2.00	2.00
34.00	0.86	1.54	1.90	2.00	1.99	1.98
35.00	0.91	1.54	1.94	2.00	2.01	2.03
36.00	0.93	1.47	1.86	2.00	1.83	1.78
37.00	0.94	1.46	1.91	2.00	2.00	2.06
38.00	0.94	1.55	1.85	1.99	1.99	1.97
39.00	0.89	1.32	2.14	2.00	1.99	1.99
40.00	0.73	1.81	1.70	2.00	1.87	1.79
41.00	0.72	1.48	1.84	2.00	1.79	1.75
42.00	0.02	0.02	2.57	2.00	2.01	2.01
43.00	0.13	1.28	1.46	2.00	1.98	1.99
44.00	0.88	1.55	1.92	1.99	1.99	1.99
45.00	0.98	1.51	1.90	2.00	2.01	2.01
46.00	0.97	1.51	1.90	2.00	1.99	1.99
47.00	0.92	1.48	1.87	2.00	1.99	1.99
48.00	0.99	1.46	1.84	2.00	2.00	2.00
49.00	0.54	0.88	2.44	2.00	1.99	2.01
50.00	0.16	1.54	1.83	2.00	1.99	1.99
51.00	0.05	2.71	1.77	1.99	1.92	1.87
52.00	0.51	1.98	2.03	2.00	2.00	2.00
53.00	0.00	0.69	2.21	2.00	1.97	1.98
54.00	0.19	2.45	1.51	2.00	2.00	2.00
55.00	0.99	1.51	1.87	2.00	1.99	1.98
56.00	0.98	1.51	1.88	2.00	2.00	1.98
57.00	0.92	1.53	1.91	1.99	1.93	1.90
58.00	0.16	1.35	2.01	2.00	1.06	0.35
59.00	0.49	2.13	2.14	2.00	1.19	0.00
60.00	0.87	1.77	2.06	2.00	1.61	1.48
61.00	0.00	2.10	2.21	2.00	1.22	0.00
62.00	0.00	1.35	1.59	2.00	0.00	0.00
63.00	0.73	1.79	1.84	1.99	1.93	1.87
64.00	0.86	1.48	1.87	2.00	1.54	1.54
65.00	0.97	1.59	1.94	2.00	1.58	0.77
66.00	0.69	0.92	2.44	2.00	2.30	1.98
67.00	0.00	1.25	2.00	2.00	1.97	1.92
68.00	0.47	2.03	1.77	2.00	2.00	1.86
69.00	0.00	0.61	2.16	1.99	2.00	1.99
70.00	0.35	1.78	1.40	2.00	1.98	1.98
71.00	0.78	1.58	1.91	2.00	2.01	2.03
72.00	0.85	1.55	1.90	2.00	2.00	1.98
73.00	0.99	1.55	1.87	2.00	0.89	0.86
74.00	0.89	1.35	1.99	2.00	2.60	2.50
75.00	0.62	1.90	1.80	1.99	2.00	2.00
76.00	0.93	1.48	1.87	2.00	2.00	1.99
77.00	0.84	1.61	1.90	2.00	1.99	1.99
78.00	0.86	1.57	1.91	2.00	2.01	2.01
79.00	0.98	1.45	1.91	2.00	2.00	1.98
80.00	0.92	1.54	1.85	2.00	1.99	2.03
81.00	0.45	0.86	2.46	1.99	2.00	2.00
82.00	0.00	1.44	1.85	2.00	2.00	1.99
83.00	0.01	1.18	2.00	2.00	1.99	1.97
84.00	0.00	2.80	1.73	2.00	2.00	2.03
85.00	0.60	0.88	2.25	2.00	0.44	0.35
86.00	0.14	2.28	1.57	2.00	3.06	1.33
87.00	1.07	1.48	1.79	1.99	1.99	1.97
88.00	0.86	1.57	1.88	2.00	2.01	2.01
89.00	0.91	1.46	1.92	2.00	1.98	2.00
90.00	0.87	1.40	2.10	2.00	1.90	1.83
91.00	0.00	0.00	2.34	2.00	2.00	1.53
92.00	0.02	2.00	1.55	2.00	2.00	1.94
93.00	0.31	2.11	2.07	1.99	1.99	2.01
94.00	0.49	1.97	1.99	2.00	2.00	2.01
95.00	0.00	2.30	2.30	2.00	1.99	2.00
96.00	1.26	1.44	1.51	2.00	2.00	1.97
97.00	0.94	1.55	1.94	2.00	1.42	1.47
98.00	0.00	1.21	2.27	2.00	1.58	1.45
99.00	0.02	1.91	1.74	2.00	2.38	0.00
100.00	0.94	1.66	1.74	1.99	2.00	2.27
101.00	0.69	1.54	2.04	2.00	2.00	2.03
102.00	0.00	2.30	2.28	2.00	1.98	1.99
103.00	1.14	1.53	1.53	2.00	1.88	1.81
104.00	0.79	1.61	1.99	2.00	2.00	0.31
105.00	0.97	1.41	1.80	2.00	2.00	2.46
106.00	0.94	1.47	1.84	1.99	2.00	2.00
107.00	0.84	1.57	1.83	2.00	1.81	0.77
108.00	0.91	1.54	1.81	2.00	1.80	2.32
109.00	0.92	1.54	1.84	2.00	2.14	2.14
110.00	0.68	1.45	1.91	2.00	1.87	1.77
111.00	1.05	1.65	2.06	2.00	0.80	0.00
112.00	1.05	1.41	1.70	1.99	2.39	3.11
113.00	0.52	0.97	2.43	2.00	1.86	1.90
114.00	0.00	1.18	1.99	2.00	2.00	1.99
115.00	0.02	2.66	1.65	2.00	1.99	1.97
116.00	0.00	2.20	2.26	2.00	1.99	1.99
117.00	1.46	1.34	1.48	2.00	2.01	1.99
118.00	0.84	1.38	1.74	1.99	2.00	2.01
119.00	0.81	1.42	2.08	2.00	1.98	1.95
120.00	0.98	1.53	1.90	2.00	2.03	2.04
121.00	0.98	1.50	1.93	2.00	1.99	1.94
122.00	0.93	1.58	1.91	2.00	2.00	2.03
123.00	0.71	1.41	1.91	2.00	1.98	2.00
124.00	0.89	1.55	1.88	1.99	2.01	2.00
125.00	0.88	1.54	1.85	2.00	1.99	2.00
126.00	0.81	1.28	2.01	2.00	1.79	1.77
127.00	0.00	2.26	2.16	2.00	2.01	1.99
128.00	1.27	1.37	1.58	2.00	1.99	1.95
129.00	0.00	2.23	2.34	2.00	1.92	1.90
130.00	1.07	1.55	1.61	1.99	2.00	2.01
131.00	0.85	1.57	1.90	2.00	2.00	1.99
132.00	0.88	1.60	1.93	2.00	2.00	2.01
133.00	0.95	1.51	1.87	2.00	1.98	1.98
134.00	0.89	1.54	1.90	2.00	2.00	1.98
135.00	0.91	1.54	1.86	2.00	2.00	2.00
136.00	0.85	1.58	1.94	1.99	2.00	1.98
137.00	0.67	1.45	2.01	2.00	1.99	1.98
138.00	1.02	1.50	1.83	2.00	2.00	2.01
139.00	0.94	1.55	1.90	2.00	2.01	2.03
140.00	0.95	1.53	1.87	2.00	1.98	1.98
141.00	0.92	1.52	1.91	2.00	2.00	1.99
142.00	0.64	1.46	2.07	2.00	2.00	2.01
143.00	0.29	1.84	1.75	1.99	1.99	1.98
144.00	1.01	1.44	1.90	2.00	2.00	1.98
145.00	0.82	1.52	1.77	2.00	1.78	1.45
146.00	0.95	1.37	1.93	2.00	1.80	0.00
147.00	0.00	1.28	1.93	2.00	1.99	1.90
148.00	0.28	2.04	2.06	2.00	1.87	2.26
149.00	0.91	1.66	1.94	1.99	2.05	0.00
150.00	0.73	1.87	1.86	2.00	2.00	0.00
151.00	0.24	1.13	2.13	2.00	1.86	1.78
152.00	0.64	1.85	1.79	2.00	1.92	1.64
153.00	0.06	1.28	1.87	2.00	2.01	1.59
154.00	0.85	1.58	1.93	2.00	1.99	1.95
155.00	0.82	1.52	1.92	1.99	2.00	2.01
156.00	0.91	1.52	1.91	2.00	2.00	1.98
157.00	0.92	1.53	1.92	2.00	1.98	1.98
158.00	0.98	1.45	1.91	2.00	2.01	2.03
159.00	0.95	1.47	1.86	2.00	1.81	1.78
160.00	0.54	2.05	2.23	2.00	1.58	1.46
161.00	0.47	1.66	1.94	1.99	1.98	1.99
162.00	0.55	0.95	1.95	2.00	2.01	2.00
163.00	0.11	2.47	2.03	2.00	1.99	1.94
164.00	0.00	1.85	2.20	2.00	1.78	1.75
165.00	0.53	1.91	1.85	2.00	2.00	2.07
166.00	1.17	1.51	1.64	2.00	1.98	1.99
167.00	0.88	1.51	1.90	1.99	1.46	1.42
168.00	1.00	1.38	1.83	2.00	2.38	2.36
169.00	0.87	1.39	1.75	2.00	1.90	1.83
170.00	0.06	1.37	2.08	2.00	1.99	2.01
171.00	0.01	1.28	2.41	2.00	2.00	2.00
172.00	0.02	1.71	1.53	2.00	1.98	1.97
173.00	0.58	1.94	1.97	1.99	2.00	1.99
174.00	1.13	1.35	1.72	2.00	2.00	2.01
175.00	0.45	0.69	2.46	2.00	1.99	1.99
176.00	0.07	1.81	1.74	2.00	1.98	1.77
177.00	0.00	0.41	2.24	2.00	2.00	1.66
178.00	0.00	0.00	2.00	2.00	1.98	2.00
179.00	0.00	2.47	1.64	1.99	1.72	1.67
10.1.1.1	0.66	355255.34
10.1.1.2	1.56	294335.86
10.1.1.3	1.93	199963.39
10.2.1.2	2.04	7.97
10.1.1.5	1.96	28032.67
10.1.1.6	1.84	49057.48
