Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.314s)
CreateVariables () DONE !!!
Creating 10 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9
2.00	0.62	0.00	0.00	1.84	0.00	1.98	0.00	0.00	0.00	0.00
3.00	1.95	1.81	0.00	0.68	0.47	2.00	1.74	0.00	0.00	0.00
4.00	1.97	1.97	0.66	0.19	0.16	2.00	1.35	0.14	0.00	0.00
5.00	1.67	1.63	0.69	0.80	0.00	2.00	1.87	1.22	0.00	0.00
6.00	2.00	1.72	0.98	0.24	0.15	2.00	2.00	1.85	0.00	0.11
7.00	2.00	1.91	0.97	0.85	0.00	2.00	1.60	1.61	0.00	0.00
8.00	1.99	1.97	1.12	1.21	0.06	1.99	1.98	1.30	0.00	0.07
9.00	2.00	1.86	1.38	0.33	0.66	2.00	1.59	2.01	0.00	0.65
10.00	1.94	1.77	2.06	0.81	0.00	2.00	2.17	1.27	0.00	0.00
11.00	1.97	1.98	1.99	0.29	0.00	2.00	1.92	1.93	0.00	0.00
12.00	1.85	1.97	1.84	0.05	0.00	2.00	1.98	1.74	0.00	0.00
13.00	2.06	2.00	0.52	0.61	0.00	2.00	2.00	2.00	0.00	0.00
14.00	1.99	1.97	1.18	0.39	0.40	1.99	2.00	1.87	0.00	0.38
15.00	2.00	1.95	1.90	0.00	0.00	2.00	1.98	1.95	0.00	0.00
16.00	1.91	1.74	1.41	1.63	0.00	2.00	1.73	1.33	0.00	0.00
17.00	2.00	1.99	1.72	1.85	0.16	2.00	2.00	1.98	0.00	0.16
18.00	2.00	2.00	1.78	0.71	0.48	2.00	1.99	1.80	0.00	0.62
19.00	2.00	1.95	1.97	1.37	0.04	2.00	2.00	1.83	0.00	0.00
20.00	1.99	1.93	1.88	0.65	0.11	1.99	1.99	1.79	0.00	0.00
21.00	2.00	2.03	2.04	0.47	0.29	2.00	1.95	1.99	0.00	0.31
22.00	2.00	1.85	0.53	0.31	0.00	2.00	2.00	1.55	0.00	0.00
23.00	2.00	2.00	2.33	0.46	0.00	2.00	1.99	1.59	0.00	0.00
24.00	2.00	1.99	1.98	0.74	0.00	2.00	1.90	1.95	0.00	0.00
25.00	1.98	1.99	0.38	1.13	0.41	2.00	1.97	1.50	0.00	0.42
26.00	2.01	2.00	1.98	1.95	0.19	1.99	2.01	2.04	0.00	0.18
27.00	2.00	2.00	1.75	1.92	0.00	2.00	2.00	1.98	0.00	0.00
28.00	1.99	1.98	1.80	1.77	0.00	2.00	1.99	1.94	0.00	0.00
29.00	2.01	1.90	1.46	0.07	0.00	2.00	1.95	1.60	0.00	0.00
30.00	1.94	1.99	1.79	0.61	0.00	2.00	1.91	1.78	0.00	0.00
31.00	2.00	1.92	1.91	1.90	0.00	2.00	1.99	1.94	0.00	0.00
32.00	1.99	1.98	1.97	2.05	0.00	1.99	2.00	2.04	0.00	0.00
33.00	1.99	2.01	1.99	1.99	0.04	2.00	1.99	2.01	0.00	0.07
34.00	2.01	1.98	1.37	0.98	0.47	2.00	1.95	1.91	0.00	0.46
35.00	2.00	1.99	1.59	0.59	0.01	2.00	1.87	1.81	0.00	0.01
36.00	1.50	1.70	1.40	0.65	0.06	2.00	1.72	1.40	0.00	0.04
37.00	1.65	1.67	1.51	0.19	0.00	2.00	1.73	0.65	0.00	0.00
38.00	1.99	1.99	1.72	1.10	0.12	1.99	1.98	2.44	0.00	0.32
39.00	1.98	1.93	1.92	0.33	0.00	2.00	2.01	1.27	0.00	0.00
40.00	1.99	1.98	1.95	1.95	0.00	2.00	2.00	1.90	0.00	0.00
41.00	1.88	1.86	1.59	1.06	0.22	2.00	1.81	1.55	0.00	0.22
42.00	1.99	1.58	1.45	1.48	0.42	2.00	2.01	1.73	0.00	0.41
43.00	1.65	1.75	1.79	1.60	0.00	2.00	2.00	1.64	0.00	0.00
44.00	1.95	1.83	1.45	1.75	0.24	1.99	1.97	1.91	0.00	0.24
45.00	2.00	1.91	2.01	1.86	0.38	2.00	1.88	1.77	0.00	0.35
46.00	2.00	1.93	1.35	0.87	0.22	2.00	1.97	1.80	0.00	0.22
47.00	2.00	1.77	1.90	1.85	0.35	2.00	1.99	1.98	0.00	0.33
48.00	1.79	1.88	1.68	0.84	0.26	2.00	2.01	1.51	0.00	0.26
49.00	2.01	1.79	1.11	0.93	0.00	2.00	1.98	1.66	0.00	0.00
50.00	1.99	1.88	1.52	0.74	0.00	2.00	1.78	1.34	0.00	0.00
51.00	2.01	2.03	1.75	0.07	0.07	1.99	1.99	1.52	0.00	0.06
52.00	2.00	1.99	1.97	0.02	0.07	2.00	2.01	2.16	0.00	0.04
53.00	2.00	1.92	1.74	1.24	0.00	2.00	1.98	1.98	0.00	0.00
54.00	2.00	0.67	1.80	1.51	0.31	2.00	2.03	2.01	0.00	0.31
55.00	2.00	2.86	1.93	1.67	0.00	2.00	1.99	1.91	0.00	0.00
56.00	1.99	1.95	1.87	1.91	0.02	2.00	2.00	1.91	0.00	0.02
57.00	2.00	1.86	1.25	1.01	0.49	1.99	1.94	1.66	0.00	0.52
58.00	1.91	1.87	1.67	1.65	0.14	2.00	1.90	0.46	0.00	0.12
