Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.340s)
CreateVariables () DONE !!!
Creating 16 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15
2.00	0.00	0.00	0.00	0.00	1.19	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.20	0.21	0.00
3.00	0.00	0.55	0.00	0.00	1.95	0.00	0.00	0.00	2.00	0.00	0.00	0.00	1.46	0.85	0.02	0.00
4.00	0.00	0.33	0.00	0.00	0.85	0.27	0.00	0.00	2.00	0.00	0.00	0.07	1.40	0.69	0.62	0.00
5.00	0.05	0.14	0.00	0.00	1.20	0.12	0.00	0.00	2.00	0.00	0.00	0.11	1.10	0.93	0.89	0.00
6.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.27	0.73	0.98	0.00
7.00	0.46	0.27	0.00	0.00	1.41	0.31	0.00	0.00	2.00	0.00	0.00	0.00	1.66	0.85	0.16	0.06
8.00	0.00	2.30	0.31	0.00	1.55	0.00	0.00	0.00	1.99	0.00	0.00	0.18	1.59	0.00	0.00	0.00
9.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	1.50	1.19	0.19	0.05
10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.06	1.22	0.54	0.27
11.00	0.64	0.40	0.37	0.00	1.35	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.25	0.00	0.04
12.00	0.73	0.55	0.51	0.00	1.24	0.00	0.00	0.00	2.00	0.00	0.00	0.18	2.23	1.19	0.64	0.22
13.00	0.72	0.71	0.55	0.19	0.71	0.00	0.00	0.00	2.00	0.00	0.00	0.41	0.55	0.58	0.61	0.01
14.00	0.99	0.91	0.00	0.00	0.95	0.00	0.00	0.00	1.99	0.00	0.00	0.26	2.41	1.19	1.27	0.40
15.00	0.18	0.11	0.20	0.00	0.45	0.00	0.00	0.00	2.00	0.00	0.00	0.00	2.00	1.58	1.45	0.00
16.00	0.80	0.00	0.00	0.00	2.30	0.98	0.00	0.00	2.00	0.00	0.00	0.00	1.58	1.59	0.65	0.00
17.00	1.75	0.32	0.00	0.00	1.40	0.00	0.32	0.00	2.00	0.00	0.00	0.01	1.20	1.33	1.04	0.00
18.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	1.02	0.33	0.33	0.00
19.00	1.71	0.00	0.01	0.00	1.79	0.00	0.00	0.00	2.00	0.00	0.00	0.00	2.80	1.66	1.66	0.00
20.00	1.04	0.49	0.52	0.13	1.93	1.66	0.09	0.00	1.99	0.00	0.00	0.15	1.95	1.34	1.27	0.00
21.00	0.91	1.05	1.02	0.12	1.87	0.20	0.07	0.00	2.00	0.00	0.00	0.09	1.72	1.58	0.69	0.00
22.00	1.24	0.00	0.00	0.00	0.82	0.02	0.00	0.00	2.00	0.00	0.00	0.00	0.37	0.64	0.12	0.00
23.00	0.14	0.00	0.00	0.26	0.79	0.42	0.18	0.00	2.00	0.00	0.00	0.25	1.07	0.91	1.31	0.00
24.00	1.47	0.47	0.48	0.00	1.47	0.02	0.00	0.00	2.00	0.00	0.00	0.45	1.99	2.30	1.47	0.00
25.00	1.41	0.00	0.00	0.00	1.91	0.13	0.00	0.00	2.00	0.00	0.00	0.16	1.32	0.74	0.72	0.00
26.00	1.80	0.00	0.00	0.00	1.85	1.25	0.00	0.00	1.99	0.00	0.00	0.31	2.00	2.21	0.95	0.00
27.00	0.02	0.00	0.00	0.00	1.33	0.00	0.00	0.00	2.00	0.00	0.00	0.00	1.71	1.01	0.97	0.00
28.00	1.27	0.02	0.02	0.05	1.51	1.32	0.00	0.00	2.00	0.00	0.00	0.47	1.44	1.40	0.27	0.00
29.00	1.28	1.32	0.78	0.00	1.40	0.31	0.00	0.00	2.00	0.00	0.00	0.00	2.12	0.44	0.31	0.00
30.00	0.00	0.12	0.20	0.00	0.94	0.42	0.00	0.00	2.00	0.00	0.00	0.04	1.66	1.73	1.26	0.00
31.00	0.53	0.07	0.08	0.00	0.79	0.80	0.00	0.00	2.00	0.00	0.00	0.00	1.01	0.85	0.80	0.00
32.00	0.14	0.02	0.00	0.00	1.14	0.64	0.00	0.00	1.99	0.00	0.00	0.00	1.59	0.15	0.15	0.00
33.00	0.67	0.00	0.00	0.00	0.68	0.07	0.00	0.00	2.00	0.00	0.00	0.06	1.88	0.81	0.35	0.00
