Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.281s)
CreateVariables () DONE !!!
Creating 15 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14
2.00	0.00	0.01	0.65	0.35	0.00	0.00	0.40	1.99	0.78	0.53	0.00	0.54	0.53	0.00	0.00
3.00	0.00	0.00	0.42	0.04	0.00	0.12	0.21	2.00	0.06	0.00	0.00	0.11	0.38	0.00	0.00
4.00	0.00	0.29	0.88	0.00	0.00	0.27	0.25	2.00	0.93	0.00	0.00	0.48	0.40	0.00	0.00
5.00	0.00	0.16	0.19	0.00	0.00	0.31	0.22	2.00	0.61	0.00	0.00	0.00	0.49	0.00	0.00
6.00	0.00	0.26	0.26	1.27	0.00	1.19	1.19	2.00	1.30	0.22	0.00	0.31	1.84	0.00	0.21
7.00	0.00	0.53	0.47	0.28	0.00	0.06	0.08	2.00	0.59	0.00	0.00	0.00	0.92	0.00	0.00
8.00	0.00	0.39	0.91	0.58	0.00	0.40	0.66	1.99	0.41	0.02	0.16	0.44	1.18	0.00	0.02
9.00	0.00	0.00	0.09	0.49	0.00	0.35	0.62	2.00	0.69	0.00	0.37	1.13	0.72	0.00	0.00
10.00	0.00	0.12	0.42	0.40	0.00	0.16	0.12	2.00	0.58	0.00	0.48	0.78	1.04	0.00	0.00
11.00	0.00	0.55	0.39	0.65	0.00	0.44	0.62	2.00	0.97	0.19	0.00	0.00	0.61	0.00	0.05
12.00	0.00	0.27	1.61	0.62	0.00	0.09	0.37	2.00	1.08	0.01	0.07	0.00	1.13	0.00	0.00
13.00	0.04	0.01	0.34	0.00	0.00	0.07	0.15	2.00	0.71	0.00	0.00	0.00	0.68	0.00	0.00
14.00	0.40	0.97	1.14	0.00	0.00	0.01	1.13	1.99	0.71	0.22	0.37	0.29	0.78	0.00	0.18
15.00	0.25	0.13	0.92	0.11	0.00	0.26	0.41	2.00	0.12	0.00	0.18	1.12	1.11	0.00	0.00
16.00	0.00	0.02	0.00	0.64	0.00	0.06	0.14	2.00	0.78	0.00	0.00	0.12	1.47	0.00	0.00
17.00	0.00	0.89	0.00	0.34	0.00	0.00	0.00	2.00	0.21	0.00	0.00	0.33	0.00	0.00	0.00
18.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12	2.00	0.00	0.00	0.00	0.00	0.98	0.00	0.00
19.00	0.00	0.39	0.88	0.54	0.00	0.16	0.47	2.00	0.38	0.04	0.00	0.32	1.02	0.00	0.01
20.00	0.00	0.68	1.24	0.00	0.00	0.35	0.94	1.99	0.45	0.00	0.00	0.64	0.82	0.00	0.00
21.00	0.22	0.18	0.89	0.00	0.00	0.25	0.58	2.00	1.22	0.46	0.14	0.55	0.44	0.00	0.47
22.00	0.00	0.00	0.21	0.00	0.00	0.18	0.42	2.00	0.54	0.08	0.00	1.10	0.57	0.00	0.01
23.00	0.01	0.92	1.52	0.40	0.00	0.28	0.32	2.00	0.25	0.00	0.00	0.89	1.05	0.00	0.00
24.00	0.00	0.24	0.61	0.29	0.00	0.38	0.60	2.00	1.04	0.16	0.00	0.05	1.60	0.00	0.18
25.00	0.67	0.32	0.51	0.31	0.00	0.00	0.72	2.00	0.54	0.00	0.00	1.28	0.73	0.00	0.00
26.00	0.00	0.24	0.37	1.13	0.00	0.00	0.12	1.99	0.60	0.00	0.00	0.02	1.08	0.00	0.00
27.00	0.29	1.40	0.89	0.40	0.00	0.08	0.67	2.00	0.42	0.00	0.00	0.00	0.08	0.00	0.00
28.00	0.62	0.24	0.65	0.31	0.00	0.00	0.46	2.00	0.88	0.21	0.00	0.31	1.45	0.00	0.14
29.00	0.13	0.82	1.33	0.00	0.00	0.00	0.24	2.00	0.33	0.00	0.29	0.80	0.49	0.00	0.00
30.00	0.00	0.26	0.32	0.58	0.00	0.44	1.44	2.00	0.62	0.00	0.31	0.75	2.34	0.00	0.00
31.00	0.00	0.26	0.78	0.05	0.00	0.00	0.42	2.00	0.62	0.46	0.61	0.12	0.13	0.00	0.42
32.00	0.00	1.10	0.62	0.34	0.00	0.00	0.01	1.99	0.29	0.07	0.00	0.11	0.46	0.00	0.06
