Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (3.424s)
CreateVariables () DONE !!!
Creating 5 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4
2.00	1.92	1.95	1.99	1.45	1.92
3.00	1.99	2.00	2.00	2.00	2.00
4.00	2.00	1.99	2.00	2.00	2.00
5.00	1.99	2.00	2.00	2.00	1.99
6.00	2.00	2.01	2.00	2.00	2.00
7.00	1.99	1.99	2.00	2.00	1.99
8.00	1.99	2.00	1.99	2.00	2.00
9.00	1.98	1.99	2.00	2.00	2.00
10.00	2.01	2.00	2.00	1.99	2.00
11.00	1.97	1.98	2.00	2.00	1.99
12.00	2.00	2.00	2.00	2.00	1.99
13.00	2.01	2.00	2.00	2.00	2.00
14.00	1.99	2.00	1.99	2.00	1.99
15.00	2.01	2.00	2.00	1.99	2.00
16.00	2.00	2.00	2.00	2.00	1.99
17.00	1.98	2.00	2.00	2.00	2.01
18.00	2.00	2.00	2.00	2.00	2.00
19.00	2.00	1.98	2.00	2.00	2.00
20.00	1.90	1.91	1.99	2.00	1.98
21.00	0.82	1.57	2.00	1.99	1.98
22.00	1.93	2.00	2.00	2.00	2.01
23.00	1.59	1.60	2.00	1.97	1.93
24.00	1.63	1.84	2.00	2.04	2.06
25.00	2.01	2.00	2.00	2.00	1.99
26.00	1.99	1.99	1.99	2.00	2.01
27.00	1.86	1.87	2.00	2.00	1.99
28.00	1.99	1.98	2.00	2.00	2.00
29.00	2.00	2.01	2.00	1.99	2.00
30.00	2.00	1.99	2.00	2.00	2.00
31.00	2.00	2.00	2.00	2.00	1.99
32.00	1.98	2.00	1.99	2.00	2.00
33.00	2.01	2.00	2.00	2.00	2.00
34.00	1.99	1.99	2.00	2.00	2.00
35.00	1.99	2.00	2.00	1.99	1.99
36.00	2.00	2.00	2.00	2.00	2.00
37.00	2.00	1.99	2.00	2.00	1.99
38.00	1.99	2.00	1.99	2.00	1.98
39.00	1.99	1.99	2.00	1.99	2.00
40.00	2.00	2.01	2.00	2.01	2.00
41.00	1.97	1.99	2.00	1.99	1.98
42.00	2.01	2.01	2.00	2.00	2.00
43.00	2.00	1.99	2.00	1.98	1.98
44.00	1.99	1.99	1.99	2.03	1.98
45.00	2.00	2.00	2.00	2.00	2.00
46.00	1.99	2.00	2.00	1.99	2.00
47.00	1.99	1.99	2.00	2.00	2.00
48.00	2.00	1.99	2.00	2.00	2.00
49.00	2.00	1.99	2.00	2.00	1.99
50.00	2.00	2.00	2.00	2.00	2.00
51.00	2.00	2.00	1.99	1.99	2.00
52.00	1.98	2.00	2.00	2.01	2.00
53.00	1.99	1.99	2.00	1.99	1.99
54.00	2.00	2.00	2.00	2.00	2.00
55.00	2.00	2.00	2.00	2.00	2.00
56.00	1.99	2.00	2.00	2.00	1.99
57.00	2.00	1.99	1.99	2.00	1.99
58.00	1.99	2.00	2.00	1.99	2.00
59.00	2.00	2.00	2.00	1.99	2.00
60.00	0.35	0.35	2.00	2.01	2.00
61.00	1.97	3.10	2.00	1.93	1.93
62.00	0.48	1.47	2.00	2.04	2.04
63.00	0.01	2.06	1.99	2.03	2.01
64.00	2.79	2.00	2.00	2.00	2.00
65.00	1.98	1.99	2.00	2.00	1.98
66.00	2.00	2.00	2.00	1.99	2.00
67.00	2.00	1.98	2.00	2.00	2.00
68.00	2.00	2.00	2.00	2.00	1.99
69.00	2.00	2.00	1.99	2.00	2.00
70.00	1.99	2.00	2.00	2.00	2.00
71.00	2.00	1.99	2.00	2.00	2.00
72.00	2.00	2.00	2.00	1.99	2.00
73.00	1.99	1.99	2.00	2.00	2.00
74.00	2.00	2.01	2.00	2.00	2.00
75.00	1.99	1.99	1.99	2.00	1.99
76.00	2.01	2.00	2.00	2.00	1.99
77.00	1.97	2.00	2.00	1.99	1.97
78.00	1.98	1.98	2.00	2.00	2.00
79.00	2.01	2.00	2.00	2.00	2.00
