Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.334s)
CreateVariables () DONE !!!
Creating 6 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5
2.00	0.24	1.38	0.00	1.99	0.00	0.00
3.00	1.27	1.38	0.00	2.00	0.00	0.00
4.00	0.57	2.27	0.00	2.00	0.00	0.40
5.00	0.00	1.86	0.04	2.00	0.00	1.50
6.00	0.00	2.26	0.51	2.00	0.00	0.84
7.00	0.00	1.99	0.41	2.00	0.00	1.40
8.00	0.00	2.00	0.00	1.99	0.00	2.53
9.00	0.00	2.01	0.00	2.00	0.00	2.19
10.00	0.00	1.99	0.00	2.00	0.00	2.00
11.00	0.00	2.00	0.00	2.00	0.00	2.00
12.00	0.00	2.00	0.00	2.00	0.00	2.00
13.00	0.00	1.97	0.00	2.00	0.00	1.85
14.00	0.00	2.03	0.04	1.99	0.00	1.07
15.00	0.00	2.01	0.05	2.00	0.00	2.40
16.00	0.00	1.99	0.00	2.00	0.00	2.00
17.00	0.00	2.00	0.00	2.00	0.00	2.01
18.00	0.00	2.00	0.00	2.00	0.00	1.99
19.00	0.00	2.00	0.00	2.00	0.00	1.99
20.00	0.00	2.00	0.00	1.99	0.00	2.00
21.00	0.00	2.00	0.00	2.00	0.00	1.99
22.00	0.00	1.99	0.00	2.00	0.00	2.00
23.00	0.00	2.00	0.00	2.00	0.00	1.99
24.00	0.00	1.99	0.00	2.00	0.00	1.99
25.00	0.00	2.01	0.00	2.00	0.00	2.01
26.00	0.00	1.99	0.00	1.99	0.00	1.99
27.00	0.00	2.00	0.00	2.00	0.00	1.99
28.00	0.00	2.01	0.00	2.00	0.00	1.98
29.00	0.00	1.98	0.00	2.00	0.00	2.01
30.00	0.00	2.01	0.00	2.00	0.00	2.00
31.00	0.00	1.99	0.00	2.00	0.00	2.00
32.00	0.00	2.01	0.00	1.99	0.00	1.99
33.00	0.00	1.99	0.00	2.00	0.00	1.98
34.00	0.00	2.00	0.00	2.00	0.00	2.01
35.00	0.00	1.98	0.00	2.00	0.00	1.95
36.00	0.00	2.03	0.00	2.00	0.00	2.01
37.00	0.00	2.00	0.00	2.00	0.00	2.00
38.00	0.00	1.99	0.00	1.99	0.00	2.00
39.00	0.00	2.01	0.00	2.00	0.00	2.00
40.00	0.00	2.00	0.00	2.00	0.00	1.92
41.00	0.00	1.99	0.00	2.00	0.00	2.07
42.00	0.00	2.00	0.00	2.00	0.00	1.99
43.00	0.00	2.00	0.00	2.00	0.00	2.00
44.00	0.00	1.99	0.00	1.99	0.00	1.97
45.00	0.00	2.00	0.00	2.00	0.00	2.01
46.00	0.00	2.01	0.00	2.00	0.00	1.99
47.00	0.00	1.99	0.00	2.00	0.00	1.99
48.00	0.00	2.00	0.00	2.00	0.00	2.00
49.00	0.00	1.99	0.00	2.00	0.00	1.99
50.00	0.00	2.01	0.00	2.00	0.00	2.00
51.00	0.00	2.00	0.00	1.99	0.00	1.99
52.00	0.00	1.98	0.00	2.00	0.00	2.00
53.00	0.00	2.01	0.00	2.00	0.00	1.98
54.00	0.00	2.00	0.00	2.00	0.00	2.01
55.00	0.00	2.00	0.00	2.00	0.00	1.99
56.00	0.00	2.00	0.00	2.00	0.00	2.00
57.00	0.00	1.99	0.00	1.99	0.00	2.00
58.00	0.00	2.00	0.00	2.00	0.00	1.98
59.00	0.00	2.00	0.00	2.00	0.00	1.99
60.00	0.00	2.00	0.00	2.00	0.00	1.98
61.00	0.00	2.00	0.00	2.00	0.00	2.03
62.00	0.00	2.00	0.00	2.00	0.00	1.99
63.00	0.00	2.00	0.00	1.99	0.00	1.99
64.00	0.00	2.00	0.00	2.00	0.00	2.00
65.00	0.00	1.99	0.00	2.00	0.00	1.98
66.00	0.00	2.00	0.00	2.00	0.00	2.00
67.00	0.00	2.00	0.00	2.00	0.00	2.00
68.00	0.00	2.00	0.00	2.00	0.00	1.98
69.00	0.00	1.99	0.00	1.99	0.00	1.98
70.00	0.00	2.00	0.00	2.00	0.00	2.01
71.00	0.00	2.00	0.00	2.00	0.00	1.74
72.00	0.00	2.00	0.00	2.00	0.00	2.01
73.00	0.00	2.00	0.00	2.00	0.00	2.00
74.00	0.00	1.99	0.14	2.00	0.00	0.49
75.00	0.00	1.98	0.38	1.99	0.00	0.18
76.00	0.00	2.04	0.25	2.00	0.00	0.07
77.00	0.00	1.72	0.02	2.00	0.00	0.31
78.00	0.00	2.26	0.00	2.00	0.00	2.25
79.00	0.00	2.01	0.00	2.00	0.00	1.99
80.00	0.00	2.00	0.00	2.00	0.00	1.98
81.00	0.00	2.00	0.00	1.99	0.00	2.01
82.00	0.00	2.00	0.00	2.00	0.00	2.00
83.00	0.00	1.99	0.00	2.00	0.00	1.99
84.00	0.00	2.00	0.00	2.00	0.00	1.99
85.00	0.00	2.00	0.00	2.00	0.00	1.98
86.00	0.00	1.99	0.00	2.00	0.00	2.03
87.00	0.00	2.01	0.00	1.99	0.00	2.00
88.00	0.00	1.99	0.00	2.00	0.00	1.99
89.00	0.00	2.00	0.00	2.00	0.00	2.00
90.00	0.00	2.00	0.00	2.00	0.00	1.99
91.00	0.00	2.00	0.00	2.00	0.00	2.00
92.00	0.00	2.00	0.00	2.00	0.00	1.98
93.00	0.00	2.00	0.00	1.99	0.00	1.99
94.00	0.00	1.98	0.00	2.00	0.00	2.01
95.00	0.00	2.01	0.00	2.00	0.00	1.98
96.00	0.00	2.00	0.00	2.00	0.00	2.00
97.00	0.00	2.00	0.00	2.00	0.00	1.99
98.00	0.00	2.00	0.00	2.00	0.00	1.97
99.00	0.00	2.00	0.00	2.00	0.00	2.00
100.00	0.00	2.00	0.00	1.99	0.00	1.99
101.00	0.00	2.00	0.00	2.00	0.00	1.99
102.00	0.00	1.98	0.00	2.00	0.00	1.99
103.00	0.00	2.01	0.00	2.00	0.00	2.01
104.00	0.00	2.00	0.00	2.00	0.00	1.98
105.00	0.00	2.00	0.00	2.00	0.00	2.01
106.00	0.00	2.00	0.00	1.99	0.00	1.98
107.00	0.00	1.99	1.88	2.00	1.91	1.95
108.00	1.59	1.70	0.41	2.00	1.55	0.24
109.00	1.70	1.01	0.79	2.00	0.75	0.61
110.00	2.58	2.18	1.22	2.00	1.94	1.11
111.00	1.99	2.03	0.24	2.00	1.94	0.59
112.00	2.00	2.01	1.34	1.99	2.00	1.66
113.00	1.99	2.00	1.72	2.00	2.00	1.97
114.00	2.00	1.59	1.21	2.00	1.47	0.87
115.00	1.99	1.68	0.25	2.00	1.79	0.13
116.00	1.99	2.06	1.18	2.00	1.97	2.40
117.00	2.01	2.14	0.97	2.00	2.04	0.02
118.00	1.99	2.16	1.18	1.99	1.99	0.00
119.00	1.99	2.00	1.33	2.00	2.01	0.00
120.00	1.99	1.48	1.30	2.00	2.00	0.00
121.00	1.78	1.60	0.98	2.00	1.71	0.00
122.00	1.52	0.87	0.84	2.00	2.11	0.05
123.00	1.98	2.01	0.71	2.00	2.01	0.33
