Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.380s)
CreateVariables () DONE !!!
Creating 7 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6
2.00	1.71	1.92	0.00	1.99	0.00	1.24	0.00
3.00	1.99	1.93	2.01	2.00	1.97	1.92	1.98
4.00	1.99	1.94	2.00	2.00	2.00	1.95	2.00
5.00	1.98	1.88	2.00	2.00	2.00	1.95	1.99
6.00	2.00	1.94	2.00	2.00	2.00	1.88	2.00
7.00	1.99	1.91	1.99	2.00	1.99	1.94	2.00
8.00	2.00	1.94	2.00	1.99	2.00	1.93	2.00
9.00	2.00	1.92	2.00	2.00	1.99	1.94	2.00
10.00	2.00	1.97	2.00	2.00	1.99	1.95	2.00
11.00	2.00	1.92	2.00	2.00	1.99	1.94	1.98
12.00	1.99	1.90	2.00	2.00	2.00	1.91	2.00
13.00	2.00	1.91	2.00	2.00	2.00	1.93	1.99
14.00	1.99	1.91	1.99	1.99	2.00	1.97	2.00
15.00	2.00	1.90	2.00	2.00	2.00	1.92	2.00
16.00	1.99	1.93	2.00	2.00	2.00	1.95	2.00
17.00	1.99	1.93	2.00	2.00	2.00	1.90	1.98
18.00	2.00	1.93	2.00	2.00	2.00	1.94	2.00
19.00	2.00	1.91	2.00	2.00	1.98	1.95	2.00
20.00	2.00	1.90	1.99	1.99	2.00	1.94	2.00
21.00	2.00	1.88	2.00	2.00	2.00	1.93	2.00
22.00	2.00	1.88	2.00	2.00	2.00	1.92	1.99
23.00	1.99	1.92	2.00	2.00	2.00	1.97	2.00
24.00	2.00	1.94	2.00	2.00	1.98	1.93	1.99
25.00	2.00	1.92	2.00	2.00	1.99	1.88	2.00
26.00	2.00	1.97	1.99	1.99	1.99	1.98	2.00
27.00	2.00	1.91	2.00	2.00	2.00	1.91	2.00
28.00	2.00	1.93	2.00	2.00	1.99	1.91	2.00
29.00	2.00	1.99	2.00	2.00	1.99	1.94	2.00
30.00	1.99	1.98	2.00	2.00	2.00	1.94	1.99
31.00	2.00	1.93	2.00	2.00	2.00	1.95	2.00
32.00	1.99	1.91	1.99	1.99	1.97	1.91	1.99
33.00	2.00	1.90	2.00	2.00	2.00	1.98	2.00
34.00	2.00	1.94	2.00	2.00	1.99	1.97	2.00
35.00	2.00	1.91	2.00	2.00	2.00	1.88	1.98
36.00	1.99	1.94	2.00	2.00	1.99	1.93	2.00
37.00	2.00	1.90	2.00	2.00	2.00	1.97	2.00
38.00	2.00	1.93	1.99	1.99	2.00	1.93	2.00
39.00	2.00	1.92	2.00	2.00	2.00	1.93	2.00
40.00	2.00	1.94	2.00	2.00	2.00	1.91	2.00
41.00	2.00	1.91	2.00	2.00	2.00	1.93	2.00
42.00	1.99	1.95	2.00	2.00	1.99	1.88	1.99
43.00	1.99	1.94	2.00	2.00	1.99	1.94	2.00
44.00	1.99	1.91	1.99	1.99	2.00	1.97	1.99
45.00	2.00	1.93	2.00	2.00	2.00	1.95	2.00
46.00	2.00	1.94	2.00	2.00	1.99	1.94	2.00
47.00	1.99	1.93	2.00	2.00	2.00	1.91	2.00
48.00	2.00	1.94	2.00	2.00	2.00	1.95	2.00
49.00	2.00	1.95	2.00	2.00	1.99	1.95	1.99
50.00	2.00	1.92	1.99	2.00	2.00	1.95	2.00
51.00	2.00	1.95	2.00	1.99	2.00	1.97	2.00
52.00	2.00	1.90	2.00	2.00	1.98	1.92	2.00
53.00	1.99	1.90	2.00	2.00	2.00	1.95	1.99
54.00	2.00	1.97	2.00	2.00	2.00	1.95	1.99
55.00	1.98	1.92	2.00	2.00	1.99	1.91	2.00
56.00	2.00	1.99	2.00	2.00	1.99	1.98	2.00
57.00	2.00	1.93	1.99	1.99	2.00	1.95	2.00
58.00	2.00	1.93	2.00	2.00	2.00	1.91	2.00
59.00	2.00	1.95	2.00	2.00	1.99	1.94	2.00
60.00	1.99	1.91	2.00	2.00	2.00	1.93	1.99
61.00	2.00	1.93	2.00	2.00	1.99	1.92	2.00
62.00	2.00	1.91	2.00	2.00	1.99	1.94	2.00
63.00	2.00	1.87	1.99	1.99	2.00	1.95	2.00
64.00	2.00	1.92	2.00	2.00	2.00	1.93	2.00
65.00	2.00	1.92	2.00	2.00	2.00	1.95	2.00
66.00	1.99	1.95	2.00	2.00	2.00	1.92	1.99
67.00	1.99	1.97	2.00	2.00	1.99	1.90	1.99
68.00	1.98	1.93	2.00	2.00	1.99	1.91	1.99
69.00	2.00	1.94	1.99	1.99	2.00	1.93	2.00
70.00	2.00	1.93	2.00	2.00	1.99	1.94	2.00
71.00	1.98	1.93	2.00	2.00	2.00	1.93	1.99
72.00	2.00	1.95	2.00	2.00	2.00	1.94	1.99
73.00	1.98	1.94	2.00	2.00	1.99	1.94	2.00
74.00	2.00	1.88	2.00	2.00	2.00	1.92	2.00
75.00	2.00	1.93	1.99	1.99	1.98	1.97	2.00
76.00	1.99	1.94	2.00	2.00	1.99	1.93	2.00
77.00	1.98	1.95	2.00	2.00	2.00	1.90	2.00
78.00	2.00	1.90	2.00	2.00	2.00	1.92	2.00
79.00	1.99	1.94	2.00	2.00	2.00	1.91	1.99
80.00	2.00	1.91	2.00	2.00	1.99	1.97	2.00
81.00	2.00	1.93	1.99	1.99	2.00	1.95	2.00
82.00	2.00	1.94	2.00	2.00	2.00	1.98	1.99
83.00	2.00	1.95	2.00	2.00	2.00	1.91	2.00
84.00	2.00	1.88	2.00	2.00	2.00	1.93	2.00
85.00	2.00	1.92	2.00	2.00	1.99	1.93	1.98
86.00	1.99	1.92	2.00	2.00	1.99	1.95	1.99
87.00	2.00	1.91	1.99	1.99	2.00	1.93	2.00
88.00	1.99	1.92	2.00	2.00	2.00	1.95	2.00
89.00	1.97	1.91	2.00	2.00	2.00	1.93	2.00
90.00	2.00	1.97	2.00	2.00	2.00	1.91	2.00
91.00	1.99	1.91	2.00	2.00	2.00	1.88	1.99
92.00	2.00	1.93	2.00	2.00	2.00	1.92	1.99
93.00	2.00	1.93	1.99	1.99	1.99	1.97	2.00
94.00	2.00	1.94	2.00	2.00	2.00	1.90	2.00
95.00	1.99	1.90	2.00	2.00	1.99	1.92	1.99
96.00	1.99	1.95	2.00	2.00	2.00	1.95	2.00
97.00	2.00	1.92	2.00	2.00	2.00	1.94	1.99
98.00	2.00	1.88	2.00	2.00	2.00	1.95	2.00
99.00	2.00	1.98	1.99	2.00	1.99	1.94	2.00
100.00	2.00	1.97	2.00	1.99	2.00	1.95	2.00
101.00	1.99	1.90	2.00	2.00	2.00	1.93	2.00
102.00	1.99	1.91	2.00	2.00	2.00	1.90	2.00
103.00	1.99	1.91	2.00	2.00	2.00	1.94	1.99
104.00	2.00	1.91	2.00	2.00	1.99	1.93	2.00
105.00	2.00	1.90	2.00	2.00	1.99	1.94	2.00
106.00	2.00	1.92	1.99	1.99	2.00	1.93	2.00
107.00	1.99	1.91	2.00	2.00	2.00	1.95	2.00
108.00	2.00	1.93	2.00	2.00	2.00	1.92	2.00
109.00	2.00	1.90	2.00	2.00	2.00	1.97	1.99
110.00	1.99	1.95	2.00	2.00	1.99	1.95	1.98
111.00	2.00	1.93	2.00	2.00	2.00	1.91	2.00
112.00	2.00	1.93	1.99	1.99	2.00	1.95	2.00
113.00	2.00	1.93	2.00	2.00	1.99	1.94	2.00
114.00	2.00	1.93	2.00	2.00	2.00	1.97	2.00
115.00	1.99	1.93	2.00	2.00	1.99	1.92	2.00
116.00	2.00	1.93	2.00	2.00	1.99	1.94	1.99
117.00	2.00	1.88	2.00	2.00	1.98	2.00	2.00
118.00	2.00	1.92	1.99	1.99	2.00	1.94	2.00
119.00	2.00	1.93	2.00	2.00	2.00	1.95	2.00
120.00	2.00	1.92	2.00	2.00	2.00	1.93	2.00
121.00	2.00	1.91	2.00	2.00	2.00	1.95	1.99
122.00	1.99	1.93	2.00	2.00	1.98	1.93	1.99
123.00	2.00	1.92	2.00	2.00	1.99	1.93	2.00
124.00	2.00	1.98	1.99	1.99	1.99	1.92	2.00
125.00	2.00	1.93	2.00	2.00	1.99	1.97	2.00
126.00	2.00	1.93	2.00	2.00	2.00	1.92	2.00
127.00	2.00	1.93	2.00	2.00	2.00	1.98	2.00
128.00	1.99	1.95	2.00	2.00	2.00	1.94	1.99
129.00	2.00	1.95	2.00	2.00	1.98	1.92	2.00
130.00	2.00	1.93	1.99	1.99	2.00	1.92	2.00
131.00	1.99	1.92	2.00	2.00	1.99	1.93	2.00
132.00	2.00	1.90	2.00	2.00	2.00	1.98	2.00
133.00	2.00	1.91	2.00	2.00	2.00	1.93	2.00
134.00	1.97	1.93	2.00	2.00	2.00	1.94	1.99
135.00	2.00	1.92	2.00	2.00	1.99	1.91	2.00
136.00	2.00	1.91	1.99	1.99	1.99	1.90	2.00
137.00	2.00	1.87	2.00	2.00	1.99	1.94	2.00
138.00	2.00	1.97	2.00	2.00	2.00	1.92	2.00
139.00	2.00	1.92	2.00	2.00	2.00	1.91	2.00
140.00	2.00	1.93	2.00	2.00	1.99	1.87	1.98
141.00	1.99	1.88	2.00	2.00	2.01	1.95	2.00
142.00	2.00	1.92	1.99	2.00	1.99	1.91	2.00
143.00	1.98	1.91	2.00	1.99	2.00	1.94	1.99
144.00	2.00	1.93	2.00	2.00	2.00	1.88	2.00
145.00	2.00	1.93	2.00	2.00	2.00	1.93	2.00
146.00	1.99	1.91	2.00	2.00	2.00	1.94	1.98
147.00	2.00	1.92	2.00	2.00	1.98	1.94	2.00
148.00	2.00	1.93	2.00	2.00	2.00	1.92	2.00
149.00	2.00	1.94	1.99	1.99	2.00	1.94	1.98
150.00	2.00	1.91	2.00	2.00	2.00	1.94	2.00
151.00	2.00	1.91	2.00	2.00	2.00	1.95	2.00
152.00	2.00	1.93	2.00	2.00	2.00	1.93	1.98
153.00	1.99	1.91	2.00	2.00	2.00	1.91	2.00
154.00	2.00	1.93	2.00	2.00	1.98	1.95	2.00
155.00	1.99	1.95	1.99	1.99	2.00	1.92	2.00
156.00	2.00	1.92	2.00	2.00	2.00	1.93	2.00
157.00	2.00	1.94	2.00	2.00	2.00	1.93	2.00
158.00	2.00	1.91	2.00	2.00	2.00	1.94	2.00
159.00	1.99	1.92	2.00	2.00	2.00	1.92	1.99
160.00	2.00	1.95	2.00	2.00	1.99	1.90	2.00
161.00	1.99	1.97	1.99	1.99	2.00	1.97	1.99
162.00	2.00	1.92	2.00	2.00	2.00	1.94	2.00
163.00	2.00	1.95	2.00	2.00	1.99	1.95	2.00
164.00	1.99	1.95	2.00	2.00	2.00	1.97	2.00
165.00	1.99	1.88	2.00	2.00	1.99	1.92	1.99
166.00	2.00	1.94	2.00	2.00	2.00	1.94	2.00
167.00	2.00	1.95	1.99	1.99	1.98	1.93	1.99
168.00	2.00	1.90	2.00	2.00	2.00	1.90	2.00
169.00	2.00	1.92	2.00	2.00	2.00	1.91	2.00
170.00	2.00	1.94	2.00	2.00	2.00	1.95	1.99
171.00	1.99	1.92	2.00	2.00	2.00	1.88	2.00
172.00	2.00	1.91	2.00	2.00	2.00	1.94	2.00
173.00	2.00	1.92	1.99	1.99	1.99	1.94	1.99
174.00	2.00	1.91	2.00	2.00	2.00	1.92	2.00
175.00	1.99	1.92	2.00	2.00	2.00	1.91	2.00
176.00	2.00	1.94	2.00	2.00	2.00	1.97	1.99
177.00	1.99	1.87	2.00	2.00	2.00	1.91	1.99
178.00	2.00	1.91	2.00	2.00	1.99	1.95	2.00
179.00	2.00	1.95	1.99	1.99	1.99	1.95	2.00
10.1.1.1	2.03	2522.37
10.1.1.2	1.96	1977.64
10.1.1.3	2.03	299.03
10.2.1.2	2.04	7.84
10.1.1.5	2.02	1245.62
10.1.1.6	1.97	2027.09
10.1.1.7	2.02	2388.43
