Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (3.433s)
CreateVariables () DONE !!!
Creating 5 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4
2.00	1.73	0.00	1.99	1.44	1.45
3.00	2.00	0.00	2.00	1.53	1.37
4.00	1.97	0.00	2.00	1.64	1.37
5.00	1.88	0.00	2.00	1.84	1.32
6.00	2.07	0.00	2.00	1.57	1.21
7.00	1.95	0.00	2.00	1.66	1.33
8.00	2.05	0.00	1.99	1.57	1.24
9.00	1.94	0.00	2.00	1.77	1.26
10.00	2.01	0.00	2.00	1.81	1.18
11.00	1.92	0.00	2.00	1.70	1.30
12.00	2.06	0.00	2.00	1.63	1.22
13.00	1.99	0.00	2.00	1.66	1.24
14.00	1.93	0.00	1.99	1.68	1.39
15.00	1.99	0.00	2.00	1.72	1.31
16.00	1.99	0.00	2.00	1.67	1.24
17.00	1.99	0.00	2.00	1.70	1.37
18.00	1.97	0.00	2.00	1.61	1.32
19.00	2.01	0.00	2.00	1.67	1.28
20.00	2.01	0.00	1.99	1.61	1.20
21.00	1.94	0.00	2.00	1.67	1.22
22.00	1.87	0.00	2.00	1.63	1.20
23.00	2.14	0.00	2.00	1.50	1.05
24.00	2.03	0.00	2.00	1.67	1.30
25.00	2.00	0.00	2.00	1.68	1.28
26.00	1.92	0.00	1.99	2.25	0.85
27.00	1.88	0.00	2.00	1.53	1.54
28.00	2.13	0.00	2.00	1.73	1.10
29.00	1.98	0.00	2.00	1.72	1.26
30.00	1.99	0.00	2.00	1.73	1.39
31.00	1.98	0.00	2.00	1.61	1.26
32.00	2.04	0.00	1.99	1.66	1.32
33.00	1.95	0.00	2.00	1.72	1.37
34.00	1.97	0.00	2.00	1.60	1.37
35.00	1.95	0.00	2.00	1.74	1.31
36.00	2.04	0.00	2.00	1.66	1.34
37.00	1.92	0.00	2.00	1.71	1.34
38.00	2.06	0.00	1.99	1.55	1.25
39.00	1.98	0.00	2.00	1.60	1.27
40.00	2.01	0.00	2.00	1.60	1.31
41.00	1.97	0.00	2.00	1.71	1.37
42.00	1.99	0.00	2.00	1.67	1.30
43.00	2.03	0.00	2.00	1.65	1.27
44.00	1.99	0.00	1.99	1.66	1.26
45.00	1.95	0.00	2.00	1.74	1.38
46.00	1.99	0.00	2.00	1.60	1.27
47.00	1.98	0.00	2.00	1.67	1.27
48.00	1.98	0.00	2.00	1.61	1.32
49.00	1.94	0.00	2.00	1.50	1.35
50.00	2.00	0.00	2.00	1.67	1.30
51.00	2.01	0.00	1.99	1.78	1.27
52.00	0.34	0.00	2.00	2.40	2.31
53.00	2.19	0.00	2.00	1.48	1.34
54.00	0.59	0.00	2.00	2.37	2.10
55.00	2.18	0.00	2.00	1.33	1.27
56.00	2.48	0.00	2.00	1.51	0.67
57.00	2.20	0.00	1.99	1.67	0.99
58.00	0.15	0.00	2.00	2.60	2.37
59.00	0.49	0.00	2.00	1.91	1.97
60.00	0.57	0.00	2.00	1.90	1.90
61.00	2.34	0.00	2.00	1.28	1.14
62.00	2.45	0.00	2.00	1.48	0.89
63.00	2.19	0.00	1.99	1.66	1.00
64.00	1.98	0.00	2.00	1.57	1.32
65.00	1.99	0.00	2.00	1.75	1.28
66.00	1.99	0.00	2.00	1.68	1.33
67.00	1.94	0.00	2.00	1.64	1.32
68.00	1.97	0.00	2.00	1.68	1.25
69.00	2.03	0.00	1.99	1.67	1.22
70.00	1.95	0.00	2.00	1.61	1.37
71.00	1.93	0.00	2.00	1.65	1.35
72.00	2.03	0.00	2.00	1.75	1.22
