Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.311s)
CreateVariables () DONE !!!
Creating 9 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8
2.00	0.00	0.00	0.00	0.65	1.98	1.97	1.46	0.66	0.00
3.00	0.22	0.22	1.48	1.88	2.00	1.93	1.51	0.52	0.48
4.00	0.37	0.38	1.44	0.11	2.00	1.30	0.29	0.33	0.21
5.00	0.20	0.20	1.20	0.00	2.00	2.00	2.25	2.23	2.20
6.00	0.80	0.64	1.71	0.00	2.00	2.00	1.99	1.95	2.00
7.00	2.00	1.98	1.98	0.64	2.00	1.99	1.98	1.94	2.00
8.00	1.99	1.95	2.00	2.00	1.99	2.00	1.99	1.98	2.00
9.00	1.99	1.99	1.95	2.00	2.00	2.00	1.99	1.92	2.00
10.00	1.99	1.88	1.98	2.00	2.00	1.99	1.99	1.97	1.99
11.00	2.00	1.93	1.99	2.00	2.00	1.99	1.99	1.94	2.00
12.00	2.00	1.98	1.99	2.00	2.00	1.97	1.99	1.95	2.00
13.00	2.00	1.93	2.00	2.00	2.00	2.00	1.98	1.92	2.00
14.00	2.00	1.94	1.99	1.99	1.99	1.98	2.00	1.92	2.00
15.00	1.98	1.94	1.99	2.00	2.00	1.99	1.99	1.95	2.00
16.00	2.01	1.99	2.00	2.00	2.00	2.00	1.98	1.92	1.99
17.00	1.98	1.93	1.97	2.00	2.00	1.99	1.99	1.94	1.98
18.00	2.00	1.95	1.99	2.00	2.00	2.00	2.00	1.95	2.00
19.00	2.00	1.97	1.99	2.00	2.00	2.00	2.00	1.94	1.99
20.00	1.99	1.93	1.98	1.99	1.99	1.98	2.00	1.95	2.00
21.00	2.00	1.98	1.99	2.00	2.00	2.00	1.99	1.99	2.00
22.00	2.00	1.97	2.00	2.00	2.00	2.00	1.95	1.94	1.99
23.00	1.98	1.97	1.99	2.00	2.00	2.00	2.00	1.97	1.98
24.00	2.00	1.91	1.99	2.00	2.00	1.99	1.99	1.93	2.00
25.00	1.99	1.95	2.00	2.00	2.00	1.99	1.98	1.99	2.00
26.00	2.00	1.93	2.00	1.99	1.99	2.00	1.99	1.95	2.00
27.00	2.00	1.97	2.00	2.00	2.00	1.99	2.00	1.98	1.98
28.00	2.00	1.97	1.98	2.00	2.00	2.00	1.99	1.97	1.98
29.00	1.98	1.99	2.00	2.00	2.00	1.97	1.95	1.94	1.99
30.00	2.00	1.91	1.99	2.00	2.00	2.00	1.99	1.94	1.98
31.00	1.99	1.94	1.98	2.00	2.00	2.00	1.97	1.93	1.99
32.00	2.00	1.97	1.99	1.99	1.99	1.97	2.00	1.97	1.98
33.00	2.00	1.93	1.99	2.00	2.00	2.00	2.00	1.99	2.00
34.00	1.98	1.92	1.98	2.00	2.00	1.98	1.98	1.94	1.99
35.00	2.00	1.92	1.95	2.00	2.00	1.99	1.98	1.97	1.99
36.00	2.00	1.93	1.99	2.00	2.00	2.00	2.01	1.94	2.00
37.00	2.00	1.94	1.98	2.00	2.00	1.99	1.98	1.91	2.00
38.00	1.98	1.94	2.00	1.99	1.99	1.99	2.00	1.98	2.00
39.00	2.00	1.98	2.00	2.00	2.00	1.99	1.99	1.99	2.00
40.00	2.00	1.94	1.99	2.00	2.00	1.98	2.00	1.95	1.99
41.00	1.99	1.94	1.98	2.00	2.00	1.99	1.99	1.98	2.01
42.00	2.00	1.94	1.98	2.00	2.00	1.99	1.99	1.98	1.98
43.00	2.00	1.95	1.99	2.00	2.00	1.98	2.00	1.98	1.99
44.00	1.99	1.95	1.99	1.99	1.99	2.00	1.99	1.95	1.99
45.00	2.00	1.98	1.98	2.00	2.00	2.00	2.00	1.97	2.00
46.00	2.00	1.98	1.99	2.00	2.00	2.00	1.99	1.95	1.99
47.00	1.97	1.95	1.97	2.00	2.00	1.99	1.99	1.97	2.00
48.00	2.00	1.98	2.00	2.00	2.00	2.00	1.99	1.95	1.98
49.00	1.99	1.95	2.00	2.00	2.00	1.97	2.00	1.95	1.99
50.00	2.00	1.95	1.97	1.99	2.00	1.99	1.98	1.97	1.99
51.00	2.00	1.98	1.99	2.00	1.99	1.98	2.00	1.93	2.00
52.00	2.00	1.97	1.99	2.00	2.00	2.00	2.00	1.97	1.99
53.00	1.98	1.95	2.00	2.00	2.00	2.00	1.99	1.97	1.99
54.00	2.00	1.93	2.00	2.00	2.00	2.00	1.99	1.93	2.00
55.00	2.00	1.95	2.00	2.00	2.00	1.98	1.99	1.95	1.99
56.00	1.99	1.98	1.94	2.00	2.00	1.99	2.00	1.97	1.99
57.00	2.00	1.93	2.00	1.99	1.99	2.00	1.99	1.92	2.00
58.00	2.00	1.97	1.99	2.00	2.00	1.99	1.99	1.94	2.00
59.00	1.99	1.98	1.98	2.00	2.00	1.98	1.99	1.92	1.99
60.00	1.99	1.90	1.98	2.00	2.00	1.98	2.01	1.94	1.99
61.00	2.00	1.99	1.99	2.00	2.00	2.00	1.95	1.95	2.00
62.00	1.99	1.93	1.98	2.00	2.00	1.95	2.00	1.93	1.99
63.00	2.00	2.00	1.99	1.99	1.99	2.00	1.99	1.92	2.00
64.00	1.99	1.95	2.00	2.00	2.00	2.00	1.98	1.93	2.00
65.00	2.00	1.95	1.97	2.00	2.00	1.99	2.00	1.97	1.98
66.00	2.00	1.97	1.99	2.00	2.00	2.00	1.97	1.94	1.99
67.00	2.00	1.97	2.00	2.00	2.00	2.00	1.99	1.98	2.00
68.00	1.98	1.97	1.99	2.00	2.00	1.99	1.99	1.95	2.00
69.00	2.00	1.97	1.99	1.98	1.99	1.99	1.98	1.93	1.99
70.00	2.00	1.95	2.00	2.00	2.00	1.99	2.00	1.94	2.00
71.00	1.99	1.95	1.99	2.00	2.00	1.99	1.98	1.92	1.98
72.00	1.99	1.95	2.00	2.00	2.00	1.98	1.99	1.91	1.99
73.00	2.00	1.94	1.98	2.00	2.00	2.00	2.00	1.94	2.00
74.00	2.00	1.94	2.00	2.00	2.00	2.00	2.00	1.95	1.99
75.00	2.00	1.98	1.99	1.99	1.99	1.99	2.00	1.98	1.99
76.00	2.00	1.95	1.98	2.00	2.00	1.98	1.99	1.95	2.00
77.00	2.00	1.95	2.00	2.00	2.00	1.99	1.99	1.88	1.99
78.00	1.99	1.93	1.98	2.00	2.00	1.98	1.95	1.92	1.99
79.00	2.00	1.94	1.97	2.00	2.00	2.00	2.01	1.98	2.00
80.00	1.98	1.93	1.98	2.00	2.00	1.98	1.99	1.98	2.00
81.00	2.00	1.97	1.99	1.99	1.99	1.98	1.99	1.97	1.99
82.00	2.00	1.97	2.00	2.00	2.00	2.00	1.99	1.95	2.00
83.00	1.98	1.97	2.00	2.00	2.00	1.99	1.98	1.95	1.99
84.00	2.00	1.94	1.98	2.00	2.00	2.00	1.99	1.98	2.00
85.00	2.00	1.97	2.01	2.00	2.00	1.99	1.98	1.95	2.00
86.00	2.00	1.95	1.98	2.00	2.00	2.00	1.99	1.97	2.00
87.00	2.00	1.98	1.99	1.99	1.99	1.99	1.98	1.97	2.00
88.00	2.00	1.97	1.98	2.00	2.00	1.99	1.99	1.95	2.00
89.00	2.00	1.94	2.00	2.00	2.00	2.00	2.00	1.99	1.99
90.00	1.99	1.95	1.99	2.00	2.00	1.98	2.00	1.92	2.01
91.00	2.00	1.99	1.98	2.00	2.00	2.00	2.00	1.95	1.99
92.00	2.00	1.98	1.99	2.00	2.00	1.99	1.97	1.95	1.98
93.00	2.00	1.93	2.00	1.99	1.99	1.99	1.98	1.97	2.00
94.00	2.00	1.97	1.99	2.00	2.00	1.99	2.00	1.94	2.00
95.00	1.99	1.92	2.00	2.00	2.00	2.00	1.98	1.98	2.00
96.00	2.00	1.94	1.98	2.00	2.00	1.98	1.99	1.97	1.98
97.00	2.00	1.99	2.00	2.00	2.00	1.99	2.00	1.92	2.00
98.00	1.99	1.94	2.00	2.00	2.00	1.99	1.99	1.95	2.00
99.00	2.00	1.97	1.97	1.99	2.00	2.00	1.99	1.98	2.00
100.00	2.00	1.97	1.99	2.00	1.99	2.00	1.98	1.91	1.99
101.00	1.99	1.94	2.00	2.00	2.00	1.99	1.99	1.94	1.99
102.00	1.99	1.95	1.98	2.00	2.00	2.00	1.99	1.97	2.00
