Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.300s)
CreateVariables () DONE !!!
Creating 5 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4
2.00	1.58	1.13	1.99	0.00	1.88
3.00	1.07	1.21	2.00	1.27	1.26
4.00	0.84	1.74	2.00	1.34	0.95
5.00	0.78	1.47	2.00	1.60	0.94
6.00	0.87	1.63	2.00	1.61	0.79
7.00	0.88	1.55	2.00	1.33	0.95
8.00	0.82	1.37	1.99	1.55	0.79
9.00	0.84	1.57	2.00	1.52	0.88
10.00	1.08	1.50	2.00	1.50	0.82
11.00	0.94	1.65	2.00	1.51	0.79
12.00	0.77	1.55	2.00	1.61	0.81
13.00	0.84	1.70	2.00	1.57	0.71
14.00	0.95	1.53	1.99	1.53	0.78
15.00	0.69	1.70	2.00	1.58	0.82
16.00	0.78	1.48	2.00	1.52	1.04
17.00	0.87	1.70	2.00	1.54	0.74
18.00	0.97	1.48	2.00	1.47	1.02
19.00	0.79	1.52	2.00	1.67	0.85
20.00	0.88	1.63	1.99	1.54	0.77
21.00	0.82	1.65	2.00	1.66	0.86
22.00	0.84	1.61	2.00	1.79	0.65
23.00	0.72	1.70	2.00	1.55	0.86
24.00	0.81	1.47	2.00	1.70	0.89
25.00	0.81	1.71	2.00	1.70	0.80
26.00	0.95	1.60	1.99	1.60	0.81
27.00	0.78	1.53	2.00	2.28	0.21
28.00	0.78	1.60	2.00	1.34	1.12
29.00	0.95	1.60	2.00	1.53	0.89
30.00	0.84	1.66	2.00	1.70	0.79
31.00	0.89	1.75	2.00	1.74	0.48
32.00	0.73	1.71	1.99	1.47	0.64
33.00	0.81	1.52	2.00	2.13	0.98
34.00	0.81	1.93	2.00	1.90	0.40
35.00	0.66	1.79	2.00	1.63	0.88
36.00	0.73	1.65	2.00	1.63	0.98
37.00	0.97	1.61	2.00	1.53	0.78
38.00	0.82	1.70	1.99	1.66	0.77
39.00	0.92	1.47	2.00	1.60	0.92
40.00	0.75	1.59	2.00	1.68	0.89
41.00	0.58	1.74	2.00	1.67	0.93
42.00	0.84	1.78	2.00	2.20	0.24
43.00	0.82	1.67	2.00	1.64	0.67
44.00	0.75	1.61	1.99	1.63	0.91
45.00	1.04	1.55	2.00	1.48	0.71
46.00	0.99	1.59	2.00	1.46	0.81
47.00	0.85	1.54	2.00	1.55	0.92
48.00	0.65	1.66	2.00	1.61	0.92
49.00	0.06	2.05	2.00	1.67	0.92
50.00	0.75	1.81	2.00	1.55	0.75
51.00	0.75	1.72	1.99	1.55	0.87
52.00	0.80	1.48	2.00	1.64	0.84
53.00	0.86	1.61	2.00	1.54	1.05
54.00	0.78	1.66	2.00	1.65	0.85
55.00	0.77	1.72	2.00	1.70	0.79
56.00	0.91	1.72	2.00	1.55	0.79
57.00	1.02	1.66	1.99	1.63	0.69
58.00	0.69	1.63	2.00	1.59	0.81
59.00	0.79	1.57	2.00	1.54	1.04
60.00	0.81	1.63	2.00	1.47	0.77
61.00	0.75	1.51	2.00	1.90	0.97
62.00	0.84	1.70	2.00	1.48	0.93
63.00	0.78	1.67	1.99	1.67	0.82
64.00	0.64	1.57	2.00	1.73	0.99
65.00	0.73	1.71	2.00	1.53	0.91
66.00	0.85	1.53	2.00	1.48	0.78
67.00	0.75	1.71	2.00	1.68	0.97
68.00	0.75	1.70	2.00	1.73	0.80
69.00	0.88	1.61	1.99	1.65	0.81
70.00	0.79	1.68	2.00	1.54	0.82
71.00	0.88	1.51	2.00	1.68	0.82
72.00	0.98	1.60	2.00	1.50	0.80
73.00	0.91	1.61	2.00	1.60	0.74
74.00	0.74	1.65	2.00	1.66	0.91
75.00	0.82	1.63	1.99	1.66	0.92
76.00	0.91	1.57	2.00	1.73	0.80
77.00	0.74	1.77	2.00	1.73	0.75
78.00	1.00	1.42	2.00	1.48	0.89
79.00	0.73	1.70	2.00	1.79	0.68
80.00	0.91	1.53	2.00	1.57	0.89
81.00	0.79	1.71	1.99	1.72	0.75
82.00	0.85	1.81	2.00	1.40	0.69
83.00	0.86	1.55	2.00	1.71	0.79
84.00	0.89	1.55	2.00	1.53	0.99
85.00	0.89	1.50	2.00	1.67	0.85
86.00	0.79	1.81	2.00	1.45	0.69
87.00	0.88	1.57	1.99	1.85	0.86
88.00	0.79	1.65	2.00	1.73	0.85
89.00	0.92	1.77	2.00	1.58	0.68
90.00	0.74	1.59	2.00	1.70	0.91
91.00	0.73	1.63	2.00	1.46	0.86
92.00	0.64	1.45	2.00	1.73	0.98
93.00	0.89	1.64	1.99	1.66	0.85
94.00	0.81	1.58	2.00	1.54	1.01
95.00	0.94	1.64	2.00	1.81	0.59
96.00	0.29	1.97	2.00	1.85	0.58
97.00	0.80	1.65	2.00	1.70	0.86
98.00	0.91	1.50	2.00	1.57	0.85
99.00	0.77	1.40	2.00	1.54	1.05
100.00	1.05	1.54	1.99	1.46	0.89
101.00	0.68	1.48	2.00	1.75	0.92
102.00	0.99	1.93	2.00	1.52	0.66
103.00	0.77	1.41	2.00	1.73	0.97
104.00	0.80	1.71	2.00	1.61	0.77
105.00	0.97	1.53	2.00	1.58	0.82
106.00	0.74	1.63	1.99	1.57	0.86
107.00	1.04	1.66	2.00	1.42	0.80
108.00	0.94	1.57	2.00	1.65	0.71
109.00	0.67	1.48	2.00	1.58	0.97
110.00	0.69	1.02	2.00	1.63	0.89
111.00	0.94	2.30	2.00	1.53	0.79
112.00	0.97	1.37	1.99	1.64	0.84
113.00	0.67	1.59	2.00	1.77	1.00
114.00	0.78	1.70	2.00	1.70	0.79
115.00	0.84	1.63	2.00	1.65	0.74
116.00	0.82	1.59	2.00	1.63	0.85
117.00	0.84	1.57	2.00	1.52	0.97
118.00	0.84	1.63	1.99	1.52	0.68
119.00	0.85	1.51	2.00	1.71	0.89
120.00	0.99	1.53	2.00	1.52	0.77
121.00	0.86	1.60	2.00	1.71	0.71
122.00	0.13	2.20	2.00	2.12	0.37
123.00	0.38	2.51	2.00	2.27	0.00
124.00	1.19	1.21	1.99	1.85	0.67
125.00	0.85	1.48	2.00	1.34	1.13
126.00	0.80	1.65	2.00	1.47	0.85
127.00	0.87	1.70	2.00	1.63	0.80
128.00	0.72	1.61	2.00	1.71	0.86
129.00	0.97	1.70	2.00	1.60	0.79
130.00	0.84	1.65	1.99	1.74	0.80
131.00	0.68	1.63	2.00	1.46	0.91
132.00	0.77	1.54	2.00	1.72	0.97
133.00	0.87	1.48	2.00	1.74	0.92
134.00	0.84	1.67	2.00	1.67	0.79
135.00	0.80	1.79	2.00	1.47	0.65
136.00	0.95	1.45	1.99	1.73	0.92
137.00	0.89	1.68	2.00	1.52	0.82
138.00	0.85	1.53	2.00	1.55	0.85
139.00	0.93	1.64	2.00	1.53	0.79
140.00	0.18	1.86	2.00	1.77	1.00
141.00	0.68	1.73	2.00	2.19	0.38
142.00	0.02	2.18	2.00	1.51	1.10
143.00	0.44	1.88	1.99	1.61	0.94
144.00	1.02	1.42	2.00	1.65	0.92
145.00	0.69	1.75	2.00	1.71	0.82
146.00	0.87	1.75	2.00	1.61	0.74
147.00	0.72	1.61	2.00	1.78	0.86
148.00	0.82	1.85	2.00	1.44	0.66
149.00	0.80	1.50	1.99	1.91	0.93
150.00	0.72	1.57	2.00	1.63	0.93
151.00	0.82	1.64	2.00	1.47	1.01
152.00	0.22	2.05	2.00	1.78	0.84
153.00	1.00	1.54	2.00	1.58	0.81
154.00	0.81	1.58	2.00	1.63	0.75
155.00	0.89	1.53	1.99	1.59	0.94
156.00	0.89	1.54	2.00	1.37	0.80
157.00	0.92	1.58	2.00	1.66	0.81
158.00	0.69	1.63	2.00	1.66	0.99
159.00	0.95	1.71	2.00	1.44	0.82
160.00	0.80	1.54	2.00	1.59	0.95
161.00	0.87	1.75	1.99	1.48	0.81
162.00	0.78	1.59	2.00	1.75	0.86
163.00	0.92	1.66	2.00	1.54	0.74
164.00	0.87	1.46	2.00	1.54	0.92
165.00	0.88	1.75	2.00	1.58	0.75
166.00	0.80	1.73	2.00	2.31	0.20
167.00	0.74	1.74	1.99	1.42	1.15
168.00	0.81	1.78	2.00	2.20	0.22
169.00	0.82	1.52	2.00	1.71	0.71
170.00	0.85	1.51	2.00	1.46	0.87
171.00	0.97	1.55	2.00	1.57	0.78
172.00	0.82	1.59	2.00	1.52	0.82
173.00	0.77	1.52	1.99	1.71	0.91
174.00	0.97	1.58	2.00	1.51	0.80
175.00	0.86	1.59	2.00	1.73	0.79
176.00	0.74	1.75	2.00	1.85	0.69
177.00	0.74	1.61	2.00	1.63	0.93
178.00	0.78	1.52	2.00	1.59	0.88
179.00	0.81	1.85	1.99	2.11	0.22
10.1.1.1	0.82	511196.28
10.1.1.2	1.67	452632.31
10.2.1.2	2.04	7.93
10.1.1.4	1.66	449415.44
10.1.1.5	0.84	510934.76
