Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.446s)
CreateVariables () DONE !!!
Creating 12 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11
2.00	0.00	0.00	0.00	0.00	0.00	1.74	1.99	0.00	0.00	0.00	0.00	0.32
3.00	0.00	1.88	0.00	0.00	1.34	2.00	2.00	0.00	0.00	0.00	1.41	1.38
4.00	1.18	1.88	0.97	1.54	0.84	1.84	2.00	0.00	0.04	0.01	2.00	1.73
5.00	0.25	0.97	1.11	0.89	0.09	0.88	2.00	0.00	0.00	0.00	1.33	1.17
6.00	0.33	0.84	0.41	0.64	0.32	1.40	2.00	0.00	0.22	0.73	0.42	0.82
7.00	0.22	1.07	1.11	0.78	0.12	1.21	2.00	0.00	0.00	0.57	1.59	0.92
8.00	1.22	2.00	0.52	1.99	1.93	1.70	1.99	0.00	1.40	1.91	1.90	1.35
9.00	0.24	1.04	1.44	1.40	0.57	1.22	2.00	0.00	0.15	0.74	1.12	0.28
10.00	0.00	1.25	1.98	2.00	0.29	1.48	2.00	0.00	0.01	1.14	1.85	1.33
11.00	1.47	0.59	1.90	1.98	0.66	1.90	2.00	0.00	0.00	1.32	1.84	1.20
12.00	1.68	0.67	1.19	1.30	0.61	1.72	2.00	0.00	0.29	0.31	1.20	0.59
13.00	0.65	1.51	1.15	1.42	0.13	0.94	2.00	0.00	0.04	0.99	1.37	0.26
14.00	1.98	1.86	2.00	1.88	0.00	2.00	1.99	0.00	0.00	0.14	1.91	0.00
15.00	1.55	1.55	1.81	1.38	0.27	1.59	2.00	0.00	0.05	0.95	1.30	1.21
16.00	0.00	0.80	0.81	1.60	0.00	0.99	2.00	0.00	0.00	0.54	1.11	1.01
17.00	0.31	1.52	1.44	1.87	0.00	1.75	2.00	0.00	0.06	0.25	1.70	0.31
18.00	0.31	0.97	1.91	1.73	0.00	1.81	2.00	0.00	0.95	0.00	1.92	0.62
19.00	0.00	1.91	1.86	1.77	0.00	1.99	2.00	0.00	1.01	0.94	1.00	0.00
20.00	0.00	0.65	1.26	1.40	0.00	1.24	1.99	0.00	0.77	1.00	1.77	0.78
21.00	0.18	0.60	1.58	0.27	0.92	1.57	2.00	0.00	1.40	1.98	1.51	0.49
22.00	0.01	1.46	1.68	1.33	1.04	1.22	2.00	0.00	1.02	1.24	0.42	1.54
23.00	0.49	0.26	1.02	1.83	0.99	1.25	2.00	0.00	0.27	1.90	1.07	0.57
